Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Morgan McCullough,,1,0.8955,0.184,0.0165,0.0939,0.081,0.012,0.278196,0.314461
Brian Miller,,1,0.9115,0.2023,0.0126,0.0916,0.067,0.01,0.280506,0.313001
Justin Toerner,,1,0.8805,0.1694,0.0209,0.0952,0.097,0.011,0.278598,0.308461
J.D. Orr,,1,0.8825,0.1831,0.011,0.0913,0.094,0.012,0.290349,0.291558
Josh Morgan,,1,0.9135,0.1929,0.0213,0.0944,0.064,0.011,0.269057,0.329064
Hun Gon Kim,,1,0.9275,0.2142,0.0146,0.0907,0.051,0.01,0.276388,0.321294
Stevie Berman,,1,0.8825,0.1724,0.0193,0.0947,0.096,0.01,0.279602,0.307195
Willie Joe Garry Jr.,,1,0.9115,0.1881,0.023,0.0963,0.067,0.01,0.266245,0.334174
Ethan Wilson,,1,0.9275,0.1994,0.0239,0.0958,0.052,0.009,0.261525,0.342318
Ernie Yake,,1,0.9105,0.1978,0.0141,0.0923,0.067,0.011,0.276991,0.316969
Alberto Rodriguez,,1,0.9215,0.2014,0.0178,0.0924,0.057,0.01,0.269559,0.331199
Paul Witt,,1,0.9215,0.1903,0.0274,0.0969,0.056,0.011,0.258411,0.34509
Austin Deming,,1,0.9165,0.1858,0.0289,0.0972,0.061,0.011,0.258913,0.343262
Julio E. Rodriguez,,1,0.9085,0.1867,0.0248,0.0951,0.069,0.011,0.267852,0.328343
Bubba Thompson,,1,0.9286,0.2072,0.018,0.0969,0.05,0.01,0.268327,0.332005
Cam Cannon,,1,0.9205,0.203,0.0152,0.0924,0.058,0.01,0.27217,0.325149
Patrick Frick,,1,0.9175,0.209,0.0099,0.0896,0.059,0.012,0.281209,0.311499
Hogan Windish,,1,0.9075,0.185,0.0236,0.0951,0.069,0.012,0.267149,0.330358
Kyle Garlick,,1,0.9055,0.1767,0.0315,0.0977,0.072,0.011,0.260822,0.340033
Kevin Newman,,1,0.9248,0.2154,0.0091,0.0892,0.055,0.008,0.279743,0.315095
Brett Johnson,,1,0.8815,0.1691,0.0199,0.095,0.098,0.009,0.277292,0.309813
P.J. Hilson,,1,0.9255,0.1979,0.0249,0.0966,0.052,0.011,0.262027,0.33852
Hayden Gilliland,,1,0.8975,0.1789,0.0226,0.0938,0.081,0.01,0.271066,0.320223
Narciso Crook,,1,0.9015,0.1757,0.0269,0.0967,0.073,0.014,0.263834,0.331337
Mateo Gil,,1,0.9305,0.201,0.0228,0.0947,0.05,0.008,0.260119,0.342719
Nerwilian Cedeño,,1,0.9215,0.2007,0.0182,0.0935,0.058,0.009,0.268856,0.330874
Jae-Gyun Hwang,,1,0.9265,0.2127,0.0147,0.0896,0.056,0.006,0.275886,0.320022
Andrew Knapp,,1,0.9025,0.1854,0.0205,0.0937,0.075,0.011,0.272545,0.319778
Aaron Shackelford,,1,0.9075,0.1794,0.0281,0.0974,0.069,0.012,0.261525,0.337631
Byeong-woo Jeon,,1,0.8905,0.1808,0.0171,0.092,0.08,0.018,0.280004,0.305334
Hudson Haskin,,1,0.8905,0.1786,0.0178,0.0939,0.078,0.02,0.277795,0.307131
Darius Hill,,1,0.9215,0.2078,0.0119,0.0895,0.059,0.008,0.275987,0.317309
Justin Farmer,,1,0.8965,0.1803,0.0205,0.0945,0.082,0.01,0.273476,0.315337
Jake Snider,,1,0.8865,0.1801,0.0142,0.0926,0.087,0.015,0.283318,0.298477
Hunter Bishop,,1,0.9195,0.1954,0.0208,0.0945,0.058,0.011,0.265542,0.333007
Chris Owings,,1,0.8985,0.1809,0.0213,0.0942,0.08,0.01,0.27207,0.31764
Tanner Kirwer,,1,0.9075,0.1903,0.0202,0.0941,0.07,0.011,0.272472,0.318237
Jim Haley,,1,0.9215,0.1939,0.0235,0.0959,0.055,0.012,0.262027,0.336082
Gabriel Rodriguez,,1,0.9055,0.187,0.0203,0.0935,0.071,0.012,0.271166,0.320596
TT Bowens,,1,0.9175,0.1843,0.0291,0.0962,0.062,0.009,0.256403,0.342997
Mike Brosseau,,1,0.9105,0.1876,0.0245,0.0945,0.063,0.015,0.266747,0.325865
Onix Vega,,1,0.8955,0.1876,0.0138,0.0909,0.082,0.011,0.281812,0.301619
Henry Kusiak,,1,0.9185,0.194,0.0202,0.0934,0.059,0.011,0.26514,0.330212
Ismael Alcantara,,1,0.9185,0.1943,0.0226,0.0943,0.059,0.011,0.265441,0.329559
Jacob Campbell,,1,0.9245,0.1958,0.0243,0.0943,0.051,0.013,0.260922,0.336723
Jared Walsh,,1,0.9008,0.1734,0.0287,0.0939,0.078,0.01,0.26245,0.33004
Kale Emshoff,,1,0.9205,0.189,0.0269,0.0953,0.058,0.01,0.25811,0.340141
William Lugo,,1,0.9075,0.188,0.0201,0.093,0.071,0.01,0.270162,0.320551
Nick Ward,,1,0.8965,0.1914,0.0123,0.0903,0.079,0.013,0.284624,0.298494
Jeron Williams,,1,0.9255,0.2056,0.0139,0.0943,0.052,0.011,0.26976,0.324365
Micael Ramirez,,1,0.9055,0.193,0.016,0.0913,0.074,0.009,0.277192,0.309001
Vaun Brown,,1,0.9185,0.191,0.0231,0.0968,0.058,0.012,0.262127,0.333043
Kevin Smith,,1,0.9298,0.1971,0.0249,0.0952,0.05,0.009,0.257129,0.342117
Hudson Head,,1,0.9145,0.1862,0.0247,0.0952,0.064,0.01,0.261324,0.334828
Dustin Peterson,,1,0.9105,0.1847,0.0248,0.0948,0.069,0.009,0.263834,0.328501
Adam Haseley,,1,0.9145,0.1953,0.0188,0.0932,0.064,0.01,0.270463,0.32094
Hunter Stovall,,1,0.9265,0.2088,0.0149,0.0911,0.055,0.007,0.271969,0.319914
Steele Walker,,1,0.9115,0.1874,0.0227,0.0943,0.066,0.011,0.265542,0.325507
Kramer Robertson,,1,0.8655,0.1667,0.012,0.0915,0.107,0.016,0.290951,0.276719
Sebastian Espino,,1,0.9295,0.1977,0.0226,0.0938,0.049,0.01,0.257809,0.339322
Kevin Padlo,,1,0.8935,0.1699,0.0256,0.0962,0.087,0.008,0.266044,0.320313
Bret Boswell,,1,0.9015,0.1839,0.0178,0.0925,0.077,0.01,0.27207,0.313256
Brenden Dixon,,1,0.9035,0.1739,0.029,0.097,0.075,0.01,0.260018,0.330271
Evan Mendoza,,1,0.8935,0.1921,0.0083,0.0888,0.085,0.01,0.28834,0.287185
Phillip Sikes,,1,0.9055,0.1798,0.0247,0.0964,0.069,0.014,0.263935,0.327333
Nick Kahle,,1,0.9075,0.1846,0.0216,0.0933,0.069,0.012,0.266747,0.320551
Yolbert Sanchez,,1,0.9345,0.2236,0.0083,0.0862,0.045,0.009,0.278799,0.309256
Kobe Kato,,1,0.8915,0.1818,0.0128,0.0925,0.086,0.011,0.280004,0.298037
Stephen Piscotty,,1,0.9135,0.1867,0.0242,0.0941,0.064,0.011,0.26283,0.327203
JJ Schwarz,,1,0.9005,0.1814,0.0204,0.093,0.079,0.009,0.270563,0.313493
Michael Reed,,1,0.9095,0.1866,0.0206,0.093,0.068,0.011,0.266747,0.320616
Aaron Schunk,,1,0.9288,0.2042,0.0167,0.0934,0.051,0.008,0.264496,0.329134
McCarthy Tatum,,1,0.9215,0.1932,0.0211,0.0934,0.051,0.016,0.261324,0.329788
Omar De Los Santos,,1,0.9305,0.1918,0.0289,0.101,0.047,0.011,0.250879,0.346588
Maikol Escotto,,1,0.9335,0.2032,0.0215,0.0943,0.045,0.01,0.259315,0.335297
Yan Gomes,,1,0.9245,0.199,0.0208,0.0937,0.049,0.014,0.263343,0.328718
Baron Radcliff,,1,0.9045,0.1721,0.0309,0.0962,0.076,0.008,0.257206,0.332007
Bryce Ball,,1,0.8985,0.1758,0.0215,0.0936,0.081,0.009,0.266948,0.318086
Joseph Rosa,,1,0.9005,0.1881,0.0124,0.0901,0.075,0.013,0.277292,0.301832
Arquímedes Gamboa,,1,0.8865,0.1775,0.0139,0.091,0.094,0.008,0.280707,0.293739
Jimmy Govern,,1,0.9255,0.1954,0.0214,0.0934,0.05,0.013,0.259516,0.332145
Willy Vasquez,,1,0.9195,0.1961,0.0189,0.0933,0.062,0.007,0.266245,0.32398
Nick Meyer,,1,0.8905,0.1792,0.0167,0.0915,0.087,0.011,0.278397,0.2968
Juan Zabala,,1,0.9155,0.1924,0.0194,0.0921,0.064,0.009,0.266546,0.319607
Nick Decker,,1,0.9015,0.1707,0.0273,0.0961,0.076,0.011,0.258813,0.327565
Diego Hernandez,,1,0.9375,0.209,0.019,0.0915,0.043,0.008,0.261123,0.331627
Dilan Rosario,,1,0.9125,0.1945,0.015,0.0906,0.066,0.01,0.271668,0.311562
Patrick Dorrian,,1,0.9075,0.1761,0.0277,0.0953,0.071,0.01,0.25821,0.329366
Simon Whiteman,,1,0.9025,0.1933,0.0095,0.0892,0.077,0.009,0.280506,0.296621
Brett Phillips,,1,0.8895,0.1633,0.0278,0.0963,0.091,0.008,0.263433,0.317707
Daniel Robertson,,1,0.9035,0.1861,0.0157,0.0913,0.07,0.015,0.272271,0.307692
Tucker Barnhart,,1,0.8877,0.1816,0.0116,0.0886,0.089,0.011,0.282958,0.288498
Dixon Machado,,1,0.8865,0.1833,0.0108,0.0881,0.093,0.009,0.286532,0.282346
Jantzen Witte,,1,0.9175,0.1872,0.0246,0.0938,0.062,0.009,0.259315,0.328828
Logan Warmoth,,1,0.8925,0.1807,0.0141,0.091,0.084,0.012,0.277895,0.296583
Trent Farquhar,,1,0.8835,0.1815,0.0065,0.0888,0.09,0.015,0.287737,0.280702
Scott Kapers,,1,0.9165,0.1855,0.0243,0.0941,0.058,0.014,0.258612,0.328642
Stephen Paolini,,1,0.9035,0.1803,0.0222,0.095,0.075,0.01,0.266446,0.317322
Raudelis Martinez,,1,0.9135,0.1942,0.0165,0.0904,0.066,0.009,0.270363,0.31144
Luke Ritter,,1,0.8935,0.1724,0.0224,0.0922,0.082,0.013,0.268555,0.310241
Greg Deichmann,,1,0.9175,0.1871,0.0236,0.0937,0.062,0.009,0.259215,0.327847
Cody Milligan,,1,0.8995,0.1889,0.0093,0.0906,0.08,0.009,0.2791,0.296053
Seth Gray,,1,0.9065,0.1826,0.0228,0.0929,0.07,0.012,0.265743,0.316492
Jared Wegner,,1,0.9025,0.178,0.0215,0.0929,0.073,0.013,0.26514,0.315457
Orlando Calixte,,1,0.9335,0.2093,0.0177,0.0904,0.049,0.006,0.265441,0.326727
John Rhodes,,1,0.9035,0.18,0.0206,0.0927,0.076,0.009,0.266144,0.314444
Miguel Hernandez,,1,0.9335,0.2134,0.0119,0.0882,0.045,0.01,0.269559,0.315801
Evan Skoug,,1,0.8925,0.1673,0.0243,0.0949,0.084,0.012,0.264437,0.315294
Brandon Martorano,,1,0.8955,0.1723,0.0227,0.0932,0.083,0.01,0.266446,0.311669
Dylan Rock,,1,0.9065,0.1796,0.0229,0.0932,0.069,0.013,0.26273,0.31914
Jordyn Adams,,1,0.9152,0.1864,0.022,0.0947,0.065,0.008,0.260573,0.325066
Drake Logan,,1,0.9225,0.1914,0.0234,0.0934,0.055,0.011,0.258512,0.328564
Bubba Alleyne,,1,0.9165,0.1903,0.02,0.0934,0.062,0.01,0.263433,0.321877
Miguel Villarroel,,1,0.9365,0.215,0.0108,0.0892,0.043,0.009,0.268153,0.31842
Drew Maggi,,1,0.9145,0.1898,0.0194,0.0916,0.063,0.011,0.264939,0.317441
Jaylen Palmer,,1,0.8985,0.1733,0.0229,0.0944,0.079,0.011,0.264437,0.313968
Ronaiker Palma,,1,0.9175,0.2027,0.0118,0.088,0.062,0.009,0.274882,0.303324
Jacob Amaya,,1,0.8967,0.1779,0.0201,0.0933,0.085,0.006,0.270224,0.308464
Mat Nelson,,1,0.8945,0.1704,0.0239,0.0931,0.076,0.018,0.265542,0.310565
Cooper Bowman,,1,0.9035,0.1819,0.0175,0.0958,0.074,0.011,0.268053,0.310017
Joe Campagna,,1,0.9085,0.1838,0.0189,0.0918,0.07,0.01,0.264939,0.315575
Anthony Bemboom,,1,0.8945,0.1796,0.016,0.0906,0.084,0.01,0.274782,0.300279
Cam Eden,,1,0.9085,0.1871,0.0173,0.0955,0.067,0.013,0.268253,0.311392
Bryson Horne,,1,0.9305,0.1937,0.027,0.0941,0.051,0.007,0.252787,0.340677
Donta' Williams,,1,0.8875,0.1731,0.0149,0.0913,0.089,0.012,0.275284,0.294423
Jackson Glenn,,1,0.9255,0.2001,0.0149,0.0896,0.054,0.009,0.264236,0.318747
Josh Stowers,,1,0.9105,0.1775,0.0258,0.0952,0.067,0.011,0.256603,0.327512
Korey Holland,,1,0.9255,0.1903,0.0239,0.0934,0.055,0.008,0.254394,0.332145
Zach Arnold,,1,0.9295,0.1979,0.0222,0.0915,0.048,0.011,0.258009,0.327488
Jefrey De Los Santos,,1,0.9175,0.1904,0.0179,0.0916,0.061,0.01,0.262529,0.320654
Michael Sandle,,1,0.9195,0.1884,0.0222,0.093,0.057,0.012,0.258512,0.32485
Connor Hoover,,1,0.8985,0.1737,0.021,0.093,0.079,0.011,0.264839,0.310851
Christopher Familia,,1,0.9245,0.1841,0.0313,0.0953,0.053,0.011,0.249171,0.337804
Will Holland,,1,0.8995,0.1771,0.0188,0.0935,0.073,0.016,0.267249,0.306504
Joey Wendle,,1,0.9344,0.2082,0.0122,0.0885,0.045,0.009,0.263332,0.32042
Tyler Tolve,,1,0.9285,0.1848,0.0298,0.0946,0.05,0.01,0.245857,0.342919
Shervyen Newton,,1,0.9185,0.1834,0.0254,0.0934,0.061,0.009,0.254494,0.329559
Hiroyuki Nakajima,,1,0.9195,0.1997,0.0119,0.088,0.056,0.013,0.26986,0.306362
Cameron Masterman,,1,0.9175,0.182,0.0256,0.0931,0.061,0.01,0.254093,0.327956
Colin Davis,,1,0.9175,0.1794,0.0285,0.095,0.058,0.013,0.251481,0.331117
Madison Stokes,,1,0.8975,0.1753,0.0183,0.0914,0.081,0.01,0.26745,0.305627
José Sánchez,,1,0.9125,0.1928,0.0126,0.089,0.065,0.011,0.269961,0.304
Monte Harrison,,1,0.9085,0.1783,0.024,0.0934,0.069,0.011,0.259415,0.317556
Edwin Díaz,,1,0.9045,0.1687,0.0289,0.0952,0.071,0.013,0.253791,0.32482
Owen Cobb,,1,0.9365,0.2112,0.0107,0.0888,0.044,0.008,0.264337,0.317138
Justin Janas,,1,0.9215,0.2001,0.0149,0.0881,0.048,0.019,0.268253,0.306674
Garrett Wolforth,,1,0.9185,0.1842,0.0229,0.0927,0.06,0.01,0.255298,0.324986
Konner Piotto,,1,0.9025,0.1851,0.0143,0.0888,0.073,0.013,0.272271,0.29795
Peyton Burdick,,1,0.8925,0.1578,0.0308,0.0961,0.083,0.013,0.254896,0.320672
José Briceño,,1,0.9285,0.1902,0.0255,0.0932,0.049,0.011,0.251281,0.332041
Lucas Dunn,,1,0.9015,0.1782,0.018,0.0909,0.075,0.012,0.266345,0.305158
Delvin Pérez,,1,0.9035,0.1879,0.0126,0.0888,0.073,0.012,0.274079,0.294189
Tony Wolters,,1,0.8905,0.1774,0.0131,0.0886,0.085,0.013,0.276589,0.286917
Josh Bissonette,,1,0.9005,0.1902,0.0076,0.0867,0.079,0.009,0.279401,0.285841
Patrick Mazeika,,1,0.9145,0.191,0.0163,0.0899,0.063,0.011,0.266144,0.307272
Hunter Dozier,,1,0.9155,0.1799,0.0242,0.0931,0.064,0.009,0.253992,0.324959
Patrick Winkel,,1,0.9215,0.1887,0.022,0.0905,0.06,0.007,0.256804,0.321541
Lucius Fox,,1,0.9145,0.1921,0.0144,0.0888,0.064,0.01,0.267249,0.304975
Brandon Lewis,,1,0.9155,0.1788,0.031,0.096,0.065,0.008,0.252887,0.33905
Josh Breaux,,1,0.9215,0.181,0.0282,0.0935,0.057,0.01,0.249071,0.331633
Cole Tucker,,1,0.8979,0.1827,0.0113,0.0875,0.083,0.008,0.274772,0.289565
Ray-Patrick Didder,,1,0.8875,0.168,0.0177,0.0922,0.083,0.018,0.270162,0.292507
Juan Chacon,,1,0.9155,0.1911,0.0143,0.0889,0.063,0.01,0.265241,0.307045
Ben DeLuzio,,1,0.9075,0.1827,0.0171,0.0899,0.069,0.012,0.264839,0.305455
René Pinto,,1,0.9338,0.1859,0.0307,0.0953,0.046,0.008,0.241057,0.344506
Michael Pérez,,1,0.9035,0.1725,0.0249,0.0924,0.073,0.012,0.258612,0.313005
Adam Engel,,1,0.9105,0.1787,0.0218,0.0922,0.067,0.011,0.257809,0.315541
Laz Rivera,,1,0.9195,0.1956,0.0133,0.0882,0.057,0.012,0.265743,0.306253
Jan Mercado,,1,0.9155,0.1833,0.022,0.0912,0.062,0.011,0.257407,0.316985
Chris Sargent,,1,0.9215,0.1851,0.0241,0.0919,0.056,0.011,0.253189,0.323928
Jadiel Sanchez,,1,0.9255,0.1892,0.0253,0.0926,0.053,0.01,0.253289,0.325878
Parker Chavers,,1,0.9005,0.1791,0.0152,0.0901,0.08,0.008,0.268254,0.297279
Matt Hogan,,1,0.8945,0.1671,0.0209,0.0919,0.08,0.014,0.262228,0.303969
Dasan Brown,,1,0.8955,0.1746,0.0168,0.0927,0.08,0.013,0.268756,0.294026
Anthony Garcia,,1,0.8925,0.1614,0.0292,0.0945,0.086,0.01,0.258512,0.310476
Jared McKenzie,,1,0.9375,0.1986,0.0207,0.0906,0.041,0.01,0.250678,0.328853
Zavier Warren,,1,0.9055,0.1734,0.0227,0.0917,0.075,0.008,0.257507,0.312866
Ryan Higgins,,1,0.9175,0.1815,0.0232,0.0918,0.056,0.015,0.25359,0.32
Jalen Vasquez,,1,0.9015,0.1816,0.0119,0.0891,0.078,0.009,0.26976,0.293622
Pat Valaika,,1,0.9165,0.1907,0.0163,0.0889,0.062,0.01,0.263834,0.30551
Kevin Maitan,,1,0.9215,0.1893,0.0193,0.0891,0.057,0.01,0.257407,0.315681
Alfredo Velásquez,,1,0.9465,0.2204,0.008,0.0863,0.034,0.008,0.263533,0.311569
Hudson Potts,,1,0.9135,0.1702,0.0296,0.0942,0.065,0.01,0.246259,0.328188
Logan Cerny,,1,0.9175,0.1786,0.0261,0.0938,0.061,0.01,0.250678,0.322398
Sheng-Ping Chen,,1,0.9195,0.1917,0.0156,0.0887,0.06,0.009,0.261826,0.307341
Connor Scott,,1,0.9325,0.1934,0.0196,0.0904,0.049,0.007,0.250477,0.326542
Tyler Miller,,1,0.9295,0.1902,0.0226,0.0909,0.05,0.009,0.250276,0.325121
Michael Berglund,,1,0.8885,0.1653,0.019,0.0902,0.087,0.013,0.266446,0.291953
Nick Ahmed,,1,0.9225,0.1964,0.0128,0.0892,0.057,0.008,0.26274,0.306016
Jose Gomez,,1,0.9275,0.2021,0.0112,0.0865,0.051,0.01,0.264236,0.304259
T.J. Schofield-Sam,,1,0.9315,0.2009,0.015,0.0872,0.039,0.018,0.259014,0.314117
Jacob Pearson,,1,0.9005,0.1721,0.0192,0.0906,0.078,0.01,0.261223,0.301943
Taylor Snyder,,1,0.9165,0.1786,0.0243,0.0923,0.062,0.01,0.251682,0.318276
Cole Urman,,1,0.9155,0.1832,0.0189,0.089,0.064,0.009,0.257306,0.309885
Lyle Lin,,1,0.9095,0.1876,0.0124,0.0868,0.064,0.015,0.267751,0.292578
Preston Palmeiro,,1,0.9065,0.1767,0.0185,0.09,0.072,0.01,0.259817,0.303475
Cade Bunnell,,1,0.8865,0.156,0.0239,0.0916,0.094,0.008,0.259114,0.299944
Cody Roberts,,1,0.9145,0.1866,0.0155,0.0875,0.065,0.009,0.261725,0.302788
Tanner Murphy,,1,0.9105,0.1778,0.0205,0.0903,0.067,0.011,0.256905,0.309171
Andy Atwood,,1,0.9255,0.1972,0.0122,0.0868,0.051,0.012,0.261324,0.304268
Eduardo Lopez,,1,0.9135,0.1775,0.0243,0.0914,0.067,0.008,0.25359,0.312315
Ryan Wrobleski,,1,0.9175,0.184,0.0201,0.0906,0.057,0.014,0.256101,0.311499
Luke Gold,,1,0.9295,0.1836,0.028,0.0921,0.044,0.015,0.243648,0.328456
Gilbert Lara,,1,0.9335,0.2015,0.0143,0.0872,0.045,0.01,0.257608,0.310445
Aaron Whitefield,,1,0.9085,0.1803,0.0168,0.0889,0.069,0.011,0.261424,0.299505
Jack Rogers,,1,0.9155,0.1842,0.0172,0.0877,0.064,0.009,0.258311,0.305735
Nick Tanielu,,1,0.9085,0.1755,0.0201,0.0903,0.068,0.012,0.256603,0.306109
Kyle McCann,,1,0.9049,0.1684,0.0263,0.0891,0.072,0.012,0.253363,0.310642
Jake Gatewood,,1,0.9215,0.1728,0.0302,0.094,0.056,0.011,0.240836,0.330874
Fabian Pertuz,,1,0.9285,0.1914,0.0189,0.0894,0.05,0.01,0.252486,0.31664
Ashton Creal,,1,0.9075,0.1748,0.0203,0.0897,0.068,0.013,0.256905,0.304022
Nelson Medina,,1,0.9175,0.1808,0.021,0.0902,0.061,0.01,0.252887,0.312262
Bryan Gonzalez,,1,0.9325,0.1911,0.0249,0.0917,0.047,0.009,0.248167,0.325469
Maddux Houghton,,1,0.9275,0.186,0.0212,0.0923,0.052,0.009,0.248067,0.321294
Caleb Ketchup,,1,0.9085,0.1802,0.0157,0.0912,0.072,0.008,0.261324,0.297854
Caleb Knight,,1,0.9135,0.1795,0.0203,0.0898,0.062,0.013,0.255599,0.306294
Johnny Tincher,,1,0.9065,0.1804,0.015,0.0871,0.07,0.012,0.263533,0.293436
David Fletcher,,1,0.9311,0.2106,0.0071,0.0842,0.049,0.008,0.268837,0.291913
Jancarlos Cintron,,1,0.9295,0.2049,0.0083,0.0846,0.047,0.012,0.26504,0.296611
Torin Montgomery,,1,0.9115,0.1795,0.0211,0.0885,0.065,0.012,0.257608,0.301701
Caeden Trenkle,,1,0.9175,0.1833,0.0192,0.0886,0.062,0.009,0.255398,0.30703
Austin Callahan,,1,0.9225,0.1875,0.0174,0.0887,0.058,0.008,0.254595,0.311653
José Peraza,,1,0.9335,0.1976,0.0158,0.0877,0.041,0.014,0.253691,0.312051
Trevor Boone,,1,0.9255,0.1717,0.0328,0.0944,0.053,0.01,0.235714,0.335602
Griffin Doersching,,1,0.9135,0.168,0.0317,0.0934,0.065,0.01,0.244049,0.320963
Keshawn Ogans,,1,0.9105,0.1905,0.0082,0.0848,0.065,0.013,0.26966,0.28391
Chris Seise,,1,0.9215,0.1893,0.0148,0.0873,0.057,0.01,0.257407,0.303744
Chris Okey,,1,0.9305,0.1944,0.0177,0.0873,0.047,0.011,0.25349,0.310478
Diego Cartaya,,1,0.8985,0.1588,0.0285,0.0919,0.079,0.011,0.249874,0.308514
Jorge Caballero,,1,0.9095,0.1847,0.015,0.0858,0.068,0.011,0.264839,0.28818
Jake Means,,1,0.9095,0.1711,0.023,0.0909,0.068,0.011,0.25118,0.307752
Jeremy Rivas,,1,0.9065,0.1835,0.0133,0.0873,0.071,0.011,0.266647,0.285935
Richie Martin Jr.,,1,0.9045,0.1794,0.0114,0.0894,0.066,0.018,0.264538,0.287231
Loidel Chapelli,,1,0.9155,0.187,0.0146,0.0872,0.063,0.01,0.261123,0.294047
Alex De Goti,,1,0.8935,0.1761,0.0089,0.085,0.084,0.011,0.272271,0.272524
Robert Brooks,,1,0.9115,0.1724,0.0232,0.0898,0.066,0.011,0.250477,0.308064
Marwin Gonzalez,,1,0.9245,0.1864,0.02,0.0888,0.053,0.011,0.251481,0.310763
Dalvy Rosario,,1,0.9285,0.188,0.021,0.0896,0.052,0.008,0.249071,0.313732
Chris Roller,,1,0.8946,0.1623,0.0205,0.0899,0.082,0.012,0.257355,0.293874
Yunior Garcia,,1,0.9345,0.1862,0.0281,0.091,0.043,0.011,0.241237,0.32488
Adam Hall,,1,0.9075,0.1881,0.0066,0.0853,0.063,0.018,0.270262,0.278017
Kekai Rios,,1,0.9135,0.18,0.0176,0.0879,0.064,0.011,0.256101,0.299507
Trey Harris,,1,0.9255,0.1937,0.0136,0.0858,0.052,0.011,0.257809,0.299838
Justin Boyd,,1,0.9015,0.1708,0.0178,0.0876,0.075,0.012,0.258913,0.292402
Chase Adkison,,1,0.9075,0.1835,0.0131,0.0851,0.068,0.013,0.265642,0.283526
Jesus Chirinos,,1,0.9065,0.1704,0.0236,0.089,0.073,0.009,0.25349,0.299393
Israel Pineda,,1,0.9235,0.1822,0.0217,0.0889,0.056,0.009,0.248268,0.310341
Brian Kalmer,,1,0.9195,0.1705,0.0298,0.0915,0.061,0.008,0.240534,0.31963
Adam Hackenberg,,1,0.9165,0.1865,0.0142,0.0855,0.062,0.01,0.259616,0.292853
Kyler Castillo,,1,0.9065,0.183,0.0127,0.0849,0.071,0.011,0.266144,0.279757
Jeffrey Wehler,,1,0.9285,0.1929,0.0175,0.0868,0.05,0.01,0.253992,0.301885
Blake Robertson,,1,0.9045,0.1737,0.0188,0.0869,0.074,0.01,0.258813,0.290105
Jalen Battles,,1,0.9245,0.1939,0.0112,0.0845,0.053,0.011,0.259014,0.292915
Caleb Hamilton,,1,0.8825,0.1498,0.0231,0.0903,0.096,0.01,0.256905,0.285552
Bradley Zimmer,,1,0.9105,0.1727,0.0212,0.0887,0.064,0.014,0.251783,0.299176
Spencer Henson,,1,0.9265,0.177,0.0286,0.0909,0.05,0.012,0.240032,0.318295
Chris Lanzilli,,1,0.9175,0.1795,0.0208,0.0876,0.058,0.013,0.251582,0.298529
Jordy Barley,,1,0.9155,0.1811,0.0157,0.0878,0.064,0.009,0.255197,0.293719
Pierce Bennett,,1,0.9115,0.1828,0.0142,0.0855,0.066,0.011,0.260922,0.284805
Misael Urbina,,1,0.9035,0.1699,0.0172,0.0872,0.076,0.009,0.256001,0.288877
Nick Lucky,,1,0.9175,0.1836,0.0147,0.0856,0.06,0.011,0.255699,0.292098
Luis Ravelo,,1,0.9185,0.1856,0.0136,0.0844,0.061,0.009,0.256704,0.291018
Carlos Aguiar,,1,0.9355,0.1768,0.0333,0.0925,0.043,0.01,0.230792,0.330305
Yosy Galan,,1,0.9225,0.1692,0.0309,0.0932,0.055,0.011,0.236216,0.321192
Joe Hudson,,1,0.8865,0.15,0.0247,0.0895,0.089,0.013,0.253088,0.286971
Cam Williams,,1,0.9145,0.1563,0.0367,0.0941,0.064,0.01,0.231295,0.32444
Gionti Turner,,1,0.9215,0.1888,0.0119,0.0849,0.055,0.012,0.256905,0.289853
Martín Maldonado,,1,0.9142,0.1696,0.0257,0.0907,0.064,0.009,0.243893,0.306607
Jacob Wetzel,,1,0.9055,0.1684,0.0208,0.0888,0.074,0.009,0.252486,0.294754
Brady Lindsly,,1,0.9105,0.1756,0.0172,0.0859,0.069,0.009,0.254695,0.289951
Kade Kretzschmar,,1,0.9165,0.1842,0.0149,0.0848,0.06,0.012,0.257306,0.287289
Jorel Ortega,,1,0.9145,0.1737,0.0203,0.0882,0.065,0.009,0.24877,0.299071
Rodolfo Nolasco,,1,0.9105,0.1633,0.028,0.0903,0.068,0.01,0.242342,0.305986
Mikey Perez,,1,0.9155,0.1756,0.0202,0.0882,0.059,0.014,0.249674,0.295795
Guillermo Williamson,,1,0.9175,0.1693,0.0279,0.0894,0.061,0.01,0.241338,0.307684
Kiko Romero,,1,0.9045,0.1638,0.0239,0.0886,0.072,0.012,0.24887,0.293864
Jack López,,1,0.94,0.1951,0.0176,0.0881,0.039,0.009,0.244248,0.308936
Ryan Johnson,,1,0.9245,0.1787,0.0206,0.0868,0.052,0.012,0.243748,0.304597
Kevin Graham,,1,0.9155,0.1764,0.0173,0.086,0.064,0.009,0.250477,0.294593
Jackie Bradley Jr.,,1,0.9135,0.1736,0.0167,0.087,0.064,0.011,0.249674,0.293049
David Martin,,1,0.9015,0.1753,0.0123,0.0835,0.073,0.014,0.263433,0.268996
Johnfrank Salazar,,1,0.9305,0.193,0.0142,0.0844,0.048,0.01,0.252084,0.292531
