322,Trenton Denholm,CLE,16,21,103.2,48,13,71,27,1.13,1.31,4.17,999
323,McCade Brown,COL,26,26,100,52,14,94,39,1.26,1.35,4.68,999
324,Tobias Myers,NYM,18,26,101.1,48,13,83,32,1.15,1.31,4.26,999
325,Doug Nikhazy,CHC,20,23,96,45,11,86,48,1.03,1.44,4.22,999
326,Hunter Dobbins,STL,19,20,100.1,48,11,68,31,0.99,1.32,4.31,999
327,James Hicks,HOU,13,19,87,39,10,66,24,1.03,1.25,4.03,999
328,Pete Hansen,STL,21,21,112.2,54,14,79,32,1.12,1.3,4.31,999
329,Garrett McMillan,PIT,11,25,71.1,30,7,52,18,0.88,1.25,3.79,999
330,Yoendrys Gómez,MIN,17,28,91.2,43,12,89,36,1.18,1.28,4.22,999
331,C.J. Culpepper,MIN,31,31,101.1,49,10,79,43,0.89,1.38,4.35,999
332,Trevor McDonald,SFG,18,24,117.1,54,13,94,36,1,1.27,4.14,999
333,Ty Cummings,SEA,17,23,103.2,51,12,67,33,1.04,1.33,4.43,999
334,Hancel Rincon,STL,18,20,103.1,49,12,73,30,1.05,1.29,4.27,999
335,Richard Fitts,STL,21,21,104,47,13,80,29,1.13,1.25,4.07,999
336,Alex Pham,BAL,17,24,87,41,11,79,33,1.14,1.32,4.24,999
337,Luis Ortiz,CLE,16,22,103,45,13,96,40,1.14,1.29,3.93,999
338,Spencer Arrighetti,HOU,18,20,100.2,46,13,103,44,1.16,1.3,4.11,999
339,Jack Kochanowicz,LAA,21,22,115.2,61,13,73,38,1.01,1.34,4.75,999
340,Connor McCullough,CHW,25,25,95.1,50,14,71,24,1.32,1.27,4.72,999
341,Jose Franco,CIN,23,28,98,53,13,88,43,1.19,1.39,4.87,999
342,Chandler Champlain,WSN,20,23,107,55,12,73,36,1.01,1.36,4.63,999
343,Josh Winckowski,TOR,9,30,79,35,9,63,25,1.03,1.29,3.99,999
344,Justin Hagenman,NYM,12,28,80,39,11,67,20,1.24,1.28,4.39,999
345,Jose Acuna,CIN,25,26,101.2,56,14,82,39,1.24,1.34,4.96,999
346,Emerson Hancock,SEA,19,24,108,50,14,88,34,1.17,1.27,4.17,999
347,Abner Uribe,MIL,0,65,68.2,23,4,79,29,0.52,1.12,3.01,999
348,Blake Adams,COL,16,24,88.1,46,12,61,24,1.22,1.35,4.69,999
349,Jeremiah Estrada,SDP,0,67,67.2,24,8,92,27,1.06,1.14,3.19,999
350,Roansy Contreras,,13,29,87,45,11,62,30,1.14,1.38,4.66,999
351,Alan Rangel,PHI,19,23,104.1,56,15,85,35,1.29,1.35,4.83,999
352,Alejandro Hidalgo,MIN,26,26,100.1,51,12,88,44,1.08,1.39,4.58,999
353,Adam Macko,TOR,17,22,89,43,10,79,36,1.01,1.31,4.35,999
354,Luis Medina,ATH,19,21,94,48,9,77,44,0.86,1.41,4.6,999
355,Jose Gonzalez,LAA,19,21,99,51,13,74,27,1.18,1.29,4.64,999
356,Landon Harper,ATL,12,23,88.2,42,11,66,22,1.12,1.24,4.26,999
357,Mike Vasil,CHW,10,33,98.2,44,10,80,38,0.91,1.32,4.01,999
358,Karson Milbrandt,MIA,25,25,103,50,11,87,46,0.96,1.38,4.37,999
359,Cody Ponce,TOR,18,19,104.2,52,17,97,35,1.46,1.32,4.47,999
360,Michael Wacha,KCR,20,20,111,58,16,81,38,1.3,1.4,4.7,999
361,Garrett Whitlock,BOS,5,41,65.2,25,7,70,18,0.96,1.16,3.42,999
362,Luis Castillo,SEA,21,22,123.1,58,19,105,37,1.39,1.29,4.23,999
363,Tyler Mahle,SFG,21,21,99.1,44,12,78,34,1.09,1.32,3.99,999
364,Jackson Jobe,DET,24,25,103,50,12,78,42,1.05,1.34,4.37,999
365,DL Hall,MIL,14,31,75,33,7,74,34,0.84,1.32,3.96,999
366,Mitch Spence,KCR,16,28,104.1,51,13,77,32,1.12,1.33,4.4,999
367,Nick Pivetta,SDP,20,22,121.1,59,22,120,38,1.63,1.24,4.38,999
368,Brendan Girton,NYM,25,29,98.2,50,10,84,43,0.91,1.35,4.56,999
369,Josh Trentadue,TEX,16,25,82.2,40,9,75,33,0.98,1.27,4.35,999
370,Miguel Ullola,HOU,19,24,99.2,45,12,101,49,1.08,1.35,4.06,999
371,James Gonzalez,ATH,18,22,97,48,12,76,36,1.11,1.35,4.45,999
372,Brady Basso,ATH,15,26,81.2,38,10,66,27,1.1,1.32,4.19,999
373,Adrian Morejon,SDP,1,65,67,25,5,67,22,0.67,1.16,3.36,999
374,Reynaldo López,ATL,15,31,90,38,11,88,34,1.1,1.29,3.8,999
375,Randy Vásquez,SDP,21,22,112.2,56,14,77,39,1.12,1.33,4.47,999
376,Nathan Wiles,,15,23,94.2,44,12,72,23,1.14,1.28,4.18,999
377,Sauryn Lao,,15,34,76.2,36,9,64,21,1.06,1.28,4.22,999
378,Clayton Beeter,WSN,9,35,69.2,30,7,80,33,0.9,1.29,3.87,999
379,Jackson Nezuh,HOU,18,23,94.1,45,12,76,33,1.15,1.3,4.29,999
380,Jackson Baumeister,TBR,25,25,99.1,51,12,75,37,1.09,1.31,4.62,999
381,Keaton Winn,SFG,14,27,77.1,36,8,67,24,0.93,1.29,4.19,999
382,José Suarez,ATH,13,22,84.2,39,10,79,30,1.06,1.32,4.14,999
383,Ian Mejia,ATL,16,21,104.1,50,13,80,32,1.12,1.32,4.31,999
384,Rodney Boone,CLE,22,23,99,46,13,77,32,1.18,1.31,4.18,999
385,Andrew Sears,DET,19,23,102,51,12,82,37,1.06,1.3,4.5,999
386,Adam Seminaris,PHI,18,22,97.1,51,12,65,31,1.11,1.42,4.72,999
387,River Ryan,LAD,24,25,95,48,12,83,41,1.14,1.37,4.55,999
388,Kyle Carr,NYY,22,22,106,56,12,74,46,1.02,1.41,4.75,999
389,John Klein,MIN,13,24,93,44,11,79,31,1.06,1.29,4.26,999
390,Julian Aguiar,CIN,19,21,100.1,54,14,70,29,1.26,1.31,4.85,999
391,Brett Sears,ATL,18,21,102,51,14,87,29,1.24,1.25,4.5,999
392,Bailey Falter,KCR,21,23,105.2,52,14,74,36,1.19,1.34,4.43,999
393,Brad Lord,WSN,15,36,104.1,50,12,77,32,1.04,1.29,4.31,999
394,Justin Martinez,ARI,0,54,64.2,22,4,78,31,0.56,1.22,3.06,999
395,Hayden Mullins,BOS,21,23,98,48,11,88,46,1.01,1.4,4.41,999
396,Garrett Burhenn,DET,19,21,102.1,52,14,72,29,1.23,1.34,4.57,999
397,Ken Waldichuk,WSN,18,23,91,48,10,84,42,0.99,1.41,4.75,999
398,Luinder Avila,KCR,16,26,89,40,9,76,35,0.91,1.3,4.04,999
399,Brock Selvidge,NYY,21,21,100.1,52,11,73,44,0.99,1.39,4.67,999
400,Chase Silseth,LAA,12,27,69.2,32,8,72,29,1.03,1.31,4.13,999
401,Cameron Weston,BAL,19,23,109,55,14,91,39,1.16,1.31,4.54,999
402,Chris Paddack,CIN,19,22,105.2,56,17,80,29,1.45,1.34,4.77,999
403,Anthony Molina,ATL,13,26,97.2,48,11,68,27,1.01,1.31,4.42,999
404,Ian Anderson,,16,21,87.1,44,9,65,40,0.93,1.48,4.54,999
405,Bryan Abreu,HOU,0,65,67,22,6,86,30,0.81,1.18,2.96,999
406,Joey Wentz,ATL,12,31,85.1,42,10,83,35,1.06,1.4,4.43,999
407,Griff McGarry,LAD,24,28,91.1,46,10,101,55,0.99,1.46,4.53,999
408,Orion Kerkering,PHI,0,71,66.1,25,6,72,22,0.81,1.16,3.39,999
409,Carson Palmquist,COL,15,26,92.1,49,12,87,43,1.17,1.42,4.78,999
410,Kyle Wright,CHC,18,18,95,46,11,78,36,1.04,1.33,4.36,999
411,Jake Bloss,TOR,23,23,97.2,47,13,75,39,1.2,1.37,4.33,999
412,Jackson Wolf,SDP,20,23,105.1,53,14,86,38,1.2,1.33,4.53,999
413,Wyatt Crowell,LAD,19,24,94,48,10,85,42,0.96,1.33,4.6,999
414,Peter Heubeck,LAD,25,25,100.2,54,12,88,50,1.07,1.4,4.83,999
415,Alek Manoah,LAA,19,19,98,51,12,83,41,1.1,1.37,4.68,999
416,Trent Sellers,NYY,21,26,96.1,50,12,87,46,1.12,1.39,4.67,999
417,Andry Lara,WSN,14,27,85.1,41,8,59,31,0.84,1.4,4.33,999
418,Jared Lyons,CIN,16,23,84,46,11,65,32,1.18,1.38,4.93,999
419,Jeffrey Springs,ATH,19,21,108,56,18,89,40,1.5,1.42,4.67,999
420,Dylan Dodd,ATL,11,32,81.2,37,10,68,21,1.1,1.26,4.08,999
421,Landon Knack,LAD,18,22,109.1,61,18,93,42,1.48,1.37,5.02,999
422,Alec Marsh,KCR,17,20,95.2,51,12,84,39,1.13,1.38,4.8,999
423,Michael Soroka,ARI,15,23,89.1,40,10,85,35,1.01,1.28,4.03,999
424,Dylan DeLucia,CLE,21,23,100,49,13,80,35,1.17,1.3,4.41,999
425,Bobby Miller,LAD,15,26,91.2,49,12,85,38,1.18,1.35,4.81,999
426,Aaron Ashby,MIL,9,37,77.1,33,6,79,40,0.7,1.4,3.84,999
427,Connor Phillips,CIN,11,35,78.2,39,9,83,37,1.03,1.32,4.46,999
428,Hunter Harvey,CHC,1,52,54.1,19,5,56,15,0.83,1.12,3.15,999
429,Jon Gray,,17,19,89.1,51,13,72,34,1.31,1.42,5.14,999
430,Kyle Hurt,LAD,15,27,78.1,40,10,85,40,1.15,1.39,4.6,999
431,Matt Sauer,,13,23,89.1,48,12,72,29,1.21,1.33,4.84,999
432,Paxton Schultz,WSN,8,30,72,35,8,64,28,1,1.39,4.38,999
433,Kolby Allard,CLE,11,29,80.1,36,10,62,25,1.12,1.33,4.03,999
434,Max Rajcic,STL,22,22,109.2,54,13,75,35,1.07,1.3,4.43,999
435,Jonathan Pintaro,NYM,16,27,80.1,37,8,75,33,0.9,1.34,4.15,999
436,Braydon Fisher,TOR,1,57,63.1,24,6,73,26,0.85,1.18,3.41,999
437,Trey Dombroski,HOU,14,21,95.2,46,13,79,34,1.22,1.33,4.33,999
438,Zach Eflin,BAL,18,18,100.2,49,17,75,20,1.52,1.28,4.38,999
439,Felipe De La Cruz,NYM,12,27,79.1,38,9,75,33,1.02,1.36,4.31,999
440,Roque Gutierrez,LAD,9,23,86,45,11,70,31,1.15,1.33,4.71,999
441,Ronny Henriquez,MIA,2,54,73,28,8,79,25,0.99,1.19,3.45,999
442,Darren McCaughan,CIN,14,21,89.2,53,14,68,27,1.4,1.38,5.32,999
443,Victor Mederos,ATL,18,20,99.1,53,12,73,38,1.09,1.39,4.8,999
444,Lucas Giolito,SDP,21,21,111,59,17,95,45,1.38,1.44,4.78,999
445,Rafael Sanchez,TOR,19,23,96.1,49,13,61,28,1.21,1.36,4.58,999
446,Ricky Castro,MIN,13,24,82,40,10,61,26,1.1,1.34,4.39,999
447,Connor Thomas,ATL,11,29,82,40,9,55,24,0.99,1.37,4.39,999
448,Po-Yu Chen,PIT,21,24,103,51,11,70,37,0.96,1.38,4.46,999
449,Andrés Muñoz,SEA,0,62,63.1,21,5,79,23,0.71,1.07,2.99,999
450,Allan Winans,,15,20,94,48,13,74,28,1.24,1.3,4.6,999
451,Travis Adams,MIN,12,30,91.2,44,11,72,30,1.08,1.34,4.32,999
452,Tyler Schweitzer,CHW,12,22,91.1,46,12,67,32,1.18,1.37,4.53,999
453,Joe Musgrove,SDP,17,17,95,45,13,79,29,1.23,1.33,4.26,999
454,Valente Bellozo,COL,13,26,87.2,46,13,60,27,1.33,1.38,4.72,999
455,Dalton Rogers,BOS,16,21,90.2,45,10,79,47,0.99,1.48,4.47,999
456,Michael Morales,SEA,21,21,105.2,52,12,70,34,1.02,1.3,4.43,999
457,Jurrangelo Cijntje,STL,22,25,102.1,50,11,85,39,0.97,1.3,4.4,999
458,Jack Mahoney,COL,21,22,99.2,55,12,59,36,1.08,1.47,4.96,999
459,Billy Corcoran,ARI,19,19,99.1,46,12,65,28,1.09,1.34,4.17,999
460,Will Johnston,ATH,9,34,70.1,32,8,68,30,1.02,1.32,4.1,999
461,Shota Imanaga,CHC,19,19,108.1,52,21,96,27,1.75,1.23,4.32,999
462,Forrest Whitley,,10,30,68.2,33,8,67,29,1.05,1.34,4.32,999
463,Nick Martinez,TBR,15,29,103.2,52,13,71,36,1.13,1.44,4.51,999
464,Luke Russo,PHI,14,19,83,43,10,69,33,1.08,1.37,4.66,999
465,Kyle Luckham,WSN,19,21,108.2,57,13,60,30,1.08,1.37,4.72,999
466,Alonzo Tredwell,HOU,14,22,85.2,41,10,78,36,1.05,1.33,4.31,999
467,Carson Seymour,SFG,17,24,96.1,44,10,76,34,0.93,1.34,4.11,999
468,Gerrit Cole,NYY,16,16,96.2,49,16,85,33,1.49,1.32,4.56,999
469,Daniel Palencia,CHC,3,49,59.2,23,5,66,23,0.75,1.16,3.47,999
470,Jose A. Ferrer,SEA,0,61,70.1,26,5,70,21,0.64,1.15,3.33,999
471,Aaron Civale,ATH,18,21,94,51,15,78,31,1.44,1.34,4.88,999
472,Angel Zerpa,MIL,5,55,66.1,26,6,61,20,0.81,1.18,3.53,999
473,Sammy Peralta,COL,5,29,68,30,8,59,20,1.06,1.24,3.97,999
474,Kutter Crawford,BOS,16,19,97.1,49,15,81,31,1.39,1.29,4.53,999
475,Jhony Brito,SDP,12,24,79.2,38,9,60,27,1.02,1.33,4.29,999
476,Jack Anderson,BOS,5,25,68.1,31,8,55,18,1.05,1.27,4.08,999
477,Jack Dreyer,LAD,4,57,66,30,8,67,24,1.09,1.21,4.09,999
478,Carson Spiers,CIN,11,20,84.1,48,12,67,32,1.28,1.41,5.12,999
479,Anders Tolhurst,,13,23,78.2,39,10,62,26,1.14,1.3,4.46,999
480,Andrew Hoffmann,ARI,11,33,78,33,8,70,28,0.92,1.31,3.81,999
481,Brent Headrick,NYY,7,31,64,28,9,67,19,1.27,1.19,3.94,999
482,Nick Margevicius,,16,22,84,40,10,53,19,1.07,1.36,4.29,999
483,Drey Jameson,ARI,13,21,80.2,35,8,69,32,0.89,1.36,3.9,999
484,Patrick Monteverde,MIA,16,22,90.2,44,11,66,30,1.09,1.39,4.37,999
485,Spencer Miles,TOR,11,46,64.1,27,9,67,23,1.26,1.26,3.78,999
486,Derek Diamond,PIT,15,20,84.1,41,10,50,23,1.07,1.35,4.38,999
487,Sean Boyle,SDP,18,22,101.1,51,13,79,33,1.15,1.32,4.53,999
488,Matthew Boyd,CHC,19,19,103.2,53,16,86,35,1.39,1.38,4.6,999
489,Henry Williams,KCR,19,20,99.2,52,12,71,36,1.08,1.35,4.69,999
490,Chayce McDermott,LAD,15,25,80,39,10,79,38,1.13,1.4,4.39,999
491,Jhonathan Díaz,SEA,17,22,102.2,48,12,76,30,1.05,1.32,4.21,999
492,Michael Grove,TBR,11,27,66.2,35,9,61,22,1.21,1.33,4.72,999
493,CJ Van Eyk,TOR,18,22,99.1,51,12,67,36,1.09,1.39,4.62,999
494,Javier Assad,CHC,17,21,100,44,12,80,39,1.08,1.33,3.96,999
495,Nestor Cortes,,18,19,97.1,48,16,87,32,1.48,1.31,4.44,999
496,Robinson Piña,,16,22,87,42,11,66,28,1.14,1.32,4.34,999
497,Ryan Feltner,COL,20,20,94.1,55,13,77,44,1.24,1.52,5.25,999
498,Rorik Maltrud,CLE,23,25,94.2,45,12,77,40,1.14,1.39,4.28,999
499,Shane Panzini,KCR,15,21,87.2,45,10,70,38,1.03,1.4,4.62,999
500,Riley Cornelio,WSN,21,21,101.1,53,13,76,42,1.15,1.45,4.71,999
501,Gunnar Hoglund,ATH,18,19,96,49,14,68,26,1.31,1.29,4.59,999
502,Alessandro Ercolani,PIT,18,24,95.1,47,10,60,34,0.94,1.36,4.44,999
503,Lazaro Estrada,TOR,17,24,89.2,45,13,73,27,1.3,1.28,4.52,999
504,Ky Bush,CHW,18,18,92,49,11,63,40,1.08,1.47,4.79,999
505,Matt Brash,SEA,1,57,57.2,20,4,67,24,0.62,1.25,3.12,999
506,Eric Yost,SDP,21,22,105.2,54,12,74,41,1.02,1.38,4.6,999
507,Jeff Criswell,COL,9,27,75,37,10,68,31,1.2,1.43,4.44,999
508,Ryan Costeiu,LAA,16,20,93,50,13,74,36,1.26,1.39,4.84,999
509,A.J. Puk,ARI,2,51,55.2,21,6,65,19,0.97,1.2,3.39,999
510,Kodai Senga,NYM,20,20,101.1,46,14,93,47,1.24,1.39,4.09,999
511,Hunter Patteson,KCR,18,21,95.2,50,12,63,32,1.13,1.39,4.7,999
512,Jake Eder,LAD,17,22,87.2,46,11,69,35,1.13,1.4,4.72,999
513,Seth Shuman,WSN,13,24,83,42,11,56,18,1.19,1.3,4.55,999
514,Wikelman González,CHW,20,22,91.1,48,11,88,49,1.08,1.45,4.73,999
515,Michael Prosecky,COL,22,22,99,56,13,76,43,1.18,1.45,5.09,999
516,Mitch Myers,ATH,14,22,83,42,11,52,21,1.19,1.34,4.55,999
517,Ben Casparius,LAD,9,35,76.2,39,10,74,31,1.17,1.33,4.58,999
518,Tyler Wells,BAL,18,22,90.2,47,16,75,26,1.59,1.26,4.66,999
519,Sean Sullivan,PIT,12,26,79.2,36,9,58,27,1.02,1.34,4.07,999
520,Blake Walston,ARI,18,20,97.1,46,10,71,40,0.92,1.39,4.25,999
521,Jake Woodford,MIL,11,27,83.2,43,10,60,28,1.08,1.37,4.62,999
522,Ryan Lobus,TEX,6,35,65.1,30,7,62,22,0.96,1.19,4.13,999
523,Hunter Gaddis,CLE,7,50,75,30,9,73,25,1.08,1.21,3.6,999
524,Camilo Doval,NYY,0,65,64,26,5,72,29,0.7,1.23,3.66,999
525,Jack Choate,SFG,21,26,96.2,47,11,81,37,1.02,1.33,4.37,999
526,Hayden Wesneski,HOU,12,25,78.1,38,11,71,27,1.26,1.26,4.37,999
527,Christian MacLeod,MIA,18,25,86.1,42,10,72,40,1.04,1.45,4.38,999
528,Anthony Solometo,PIT,28,31,94,46,8,63,41,0.77,1.4,4.4,999
529,Jack O'Loughlin,,13,26,76.2,37,9,57,30,1.06,1.43,4.34,999
530,José Rodríguez,LAD,4,36,63,29,7,68,27,1,1.27,4.14,999
531,Sam Armstrong,MIN,19,22,100.1,53,12,65,32,1.08,1.38,4.76,999
532,Trenton Wallace,TOR,17,27,80.1,38,10,75,38,1.12,1.38,4.26,999
533,Victor Juarez,COL,7,29,77.2,39,9,53,23,1.04,1.33,4.52,999
534,Graham Ashcraft,CIN,0,60,64.2,28,5,59,23,0.7,1.28,3.89,999
535,Estibenzon Jimenez,PHI,15,22,94,52,13,67,29,1.24,1.34,4.98,999
536,Chris Clarke,,12,22,77.2,38,9,55,22,1.04,1.29,4.4,999
537,Yilber Díaz,ARI,14,28,84,35,9,80,38,0.96,1.35,3.75,999
538,Devin Williams,NYM,0,60,57,22,5,73,25,0.79,1.16,3.47,999
539,Trevor Martin,TBR,12,28,78.2,38,11,65,25,1.26,1.3,4.35,999
540,Mason Fluharty,TOR,0,64,65,25,6,71,24,0.83,1.17,3.46,999
541,Garrett Stallings,MIL,12,24,84.2,43,12,60,23,1.28,1.31,4.57,999
542,Cole Sands,MIN,4,53,66,29,7,63,21,0.95,1.21,3.95,999
543,Jairo Iriarte,CHW,13,28,77,39,8,68,37,0.94,1.4,4.56,999
544,Welinton Herrera,COL,0,52,65.2,28,6,65,23,0.82,1.23,3.84,999
545,Nick Zwack,SFG,23,25,92.2,48,11,66,32,1.07,1.39,4.66,999
546,Daniel Lynch IV,KCR,11,34,86.2,42,11,68,30,1.14,1.36,4.36,999
547,Eric Lauer,LAD,15,23,89,45,14,76,32,1.42,1.36,4.55,999
548,Ryan Ramsey,KCR,15,21,90.1,47,10,70,38,1,1.38,4.68,999
549,Max Alba,DET,16,25,86.2,45,12,57,24,1.25,1.33,4.67,999
550,Anthony Kay,CHW,16,18,97.1,53,15,79,39,1.39,1.45,4.9,999
551,Brandon Williamson,CIN,20,20,95.1,53,13,74,44,1.23,1.46,5.01,999
552,Alex Vesia,LAD,0,65,58.2,24,7,70,24,1.07,1.19,3.68,999
553,Emiliano Teodo,TEX,11,28,73,34,8,71,36,0.99,1.36,4.19,999
554,Patrick Copen,LAD,24,24,100,55,12,91,55,1.08,1.46,4.95,999
555,Blake Beers,ATH,17,22,90,46,12,66,30,1.2,1.36,4.6,999
556,Yoniel Curet,DET,23,24,94.2,52,12,88,42,1.14,1.34,4.94,999
557,Josiah Gray,WSN,20,20,106,54,16,94,44,1.36,1.38,4.58,999
558,Reid VanScoter,SEA,21,21,97.1,49,12,65,31,1.11,1.37,4.53,999
559,José Fermin,LAA,1,53,60.2,26,6,62,24,0.89,1.22,3.86,999
560,Easton McGee,MIL,5,30,60.2,26,6,50,16,0.89,1.19,3.86,999
561,Ryan Webb,CLE,17,22,98.2,47,12,84,44,1.09,1.41,4.29,999
562,Brusdar Graterol,LAD,0,55,57.2,22,5,45,13,0.78,1.11,3.43,999
563,Jagger Haynes,SDP,23,24,100,50,12,81,46,1.08,1.41,4.5,999
564,Luke Little,CHC,2,45,59,24,4,65,31,0.61,1.25,3.66,999
565,Chase Solesky,TBR,21,22,96,51,13,63,35,1.22,1.43,4.78,999
566,Tyson Guerrero,KCR,20,21,94,50,12,77,39,1.15,1.38,4.79,999
567,Jovani Morán,BOS,3,39,51.1,21,4,54,23,0.7,1.35,3.68,999
568,Alexander Cornielle,NYY,21,22,105,59,13,76,45,1.11,1.38,5.06,999
569,Mason Albright,COL,21,22,103,59,15,60,35,1.31,1.43,5.16,999
570,Alex Santos II,HOU,16,25,82,39,10,67,36,1.1,1.37,4.28,999
571,Chase Chaney,NYY,17,22,102,55,14,58,28,1.24,1.34,4.85,999
572,Blake Burkhalter,ATL,13,25,83,41,10,63,29,1.08,1.35,4.45,999
573,Luke Fox,LAD,20,21,99,56,14,85,47,1.27,1.4,5.09,999
574,Cooper Criswell,SEA,14,23,86.2,40,10,71,28,1.04,1.3,4.15,999
575,Jose Cabrera,ARI,20,21,106.2,51,12,74,38,1.01,1.35,4.3,999
576,Davis Daniel,CIN,16,21,94.2,58,15,71,33,1.43,1.39,5.51,999
577,Dom Hamel,NYY,16,25,86.1,46,11,71,35,1.15,1.36,4.8,999
578,Domingo Robles,ATH,11,20,79,40,10,55,26,1.14,1.37,4.56,999
579,Jackson Rutledge,PHI,10,36,81.2,42,10,67,31,1.1,1.37,4.63,999
580,Eduardo Rodriguez,ARI,18,18,100,51,16,86,40,1.44,1.47,4.59,999
581,Bradgley Rodriguez,SDP,0,54,63.1,25,5,61,24,0.71,1.18,3.55,999
582,Kyle Freeland,COL,20,20,104.2,61,18,74,32,1.55,1.52,5.24,999
583,Tyler Phillips,MIA,10,33,89,41,10,65,31,1.01,1.36,4.15,999
584,Pedro Avila,CLE,11,22,76.2,35,8,61,33,0.94,1.4,4.11,999
585,Braeden Fausnaught,PHI,16,21,92.2,51,13,66,33,1.26,1.4,4.95,999
586,Eiberson Castellano,COL,10,25,71.1,37,8,60,29,1.01,1.42,4.67,999
587,Chuck King,PHI,16,20,95.2,55,14,67,32,1.32,1.43,5.17,999
588,Josh White,MIA,2,42,61,25,6,61,22,0.89,1.21,3.69,999
589,Luis Palacios,MIA,13,24,89.2,44,11,53,25,1.1,1.34,4.41,999
590,Freddy Tarnok,,11,31,73.1,34,9,68,33,1.11,1.36,4.17,999
591,Austin Bergner,TEX,14,23,79.2,43,10,65,36,1.13,1.43,4.86,999
592,Caleb Kilian,SFG,15,21,82,41,9,60,29,0.99,1.4,4.5,999
593,Dylan Smith,SFG,9,33,64,29,7,54,24,0.98,1.33,4.08,999
594,Will Vest,DET,0,55,59.2,24,5,57,20,0.75,1.26,3.62,999
595,David Bednar,NYY,0,58,57.2,23,7,67,20,1.09,1.18,3.59,999
596,Alex Amalfi,TOR,8,29,70,33,8,63,31,1.03,1.37,4.24,999
597,Edwin Uceta,TBR,0,55,67.1,28,8,80,25,1.07,1.17,3.74,999
598,T.J. Sikkema,BOS,14,22,76.1,40,8,52,26,0.94,1.36,4.72,999
599,Porter Hodge,CHC,5,40,62.1,26,6,71,31,0.87,1.28,3.76,999
600,Joe Miller,DET,20,23,96,52,13,61,29,1.22,1.38,4.88,999
601,Jordan Hicks,CHW,11,32,69.1,36,7,63,33,0.91,1.44,4.68,999
602,Bradley Blalock,MIA,21,23,104,54,13,69,39,1.13,1.4,4.67,999
603,Tanner Scott,LAD,0,58,57,23,6,62,22,0.95,1.23,3.63,999
604,Drue Hackenberg,ATL,23,23,95.2,49,10,75,45,0.94,1.43,4.61,999
605,Joseph Montalvo,DET,21,24,93.2,49,13,66,33,1.25,1.36,4.71,999
606,Kyle Leahy,STL,5,43,78,35,8,67,28,0.92,1.29,4.04,999
607,Michael Plassmeyer,TOR,13,22,83.1,43,12,67,25,1.3,1.32,4.65,999
608,Victor Lizarraga,SDP,22,24,99,52,12,78,44,1.09,1.39,4.73,999
609,Randy Rodríguez,SFG,3,36,53.1,22,4,55,24,0.68,1.28,3.71,999
610,Will Schomberg,MIA,15,22,85.1,43,10,77,37,1.06,1.35,4.54,999
611,Jared Shuster,STL,10,30,77.1,38,8,54,27,0.93,1.37,4.42,999
612,Jason Foley,SFG,0,58,56,21,4,45,14,0.64,1.21,3.38,999
613,Cory Lewis,MIN,13,22,78,39,9,69,42,1.04,1.49,4.5,999
614,Andrew Nardi,MIA,0,51,51.2,21,5,62,21,0.87,1.24,3.66,999
615,Ian Bedell,STL,22,23,93.2,48,12,72,35,1.15,1.36,4.61,999
616,Yunior Tur,ATH,18,24,92,49,12,75,41,1.17,1.41,4.79,999
617,Jake Miller,DET,7,20,67,32,9,53,18,1.21,1.27,4.3,999
618,Dominic Perachi,PIT,17,21,84,42,9,57,33,0.96,1.4,4.5,999
619,Jordan Balazovic,,9,32,65.2,32,7,52,27,0.96,1.4,4.38,999
620,Ben Joyce,LAA,1,51,56,22,5,65,22,0.8,1.18,3.54,999
621,José Alvarado,PHI,0,56,51,21,5,58,22,0.88,1.29,3.71,999
622,Adam Laskey,COL,13,27,72.1,38,9,50,27,1.12,1.49,4.73,999
623,Hogan Harris,ATH,7,36,81.2,37,9,79,40,0.99,1.38,4.08,999
624,Brett Kerry,LAA,17,20,100.2,58,16,69,31,1.43,1.36,5.18,999
625,Zack Thompson,STL,14,25,77.2,38,9,74,39,1.04,1.44,4.4,999
626,Nabil Crismatt,TEX,16,22,88,50,13,56,25,1.33,1.36,5.11,999
627,Luis Patiño,,21,25,75,39,9,59,32,1.08,1.37,4.68,999
628,Sam Hentges,SFG,1,52,52.1,19,4,47,16,0.69,1.22,3.27,999
629,Chris Murphy,CHW,9,30,72,36,8,62,34,1,1.42,4.5,999
630,Micah Ashman,BAL,0,46,60.2,24,6,59,19,0.89,1.17,3.56,999
631,Peyton Pallette,CLE,6,39,62.2,26,7,64,25,1,1.24,3.73,999
632,Ryan Walker,SFG,2,62,61,23,5,62,20,0.74,1.21,3.39,999
633,Dietrich Enns,BAL,15,25,84,45,13,72,33,1.39,1.57,4.82,999
634,Luis Vargas,ATL,12,21,75.2,37,9,63,31,1.07,1.37,4.4,999
635,Bruce Zimmermann,STL,15,20,94.1,50,13,61,25,1.24,1.42,4.77,999
636,Jordan Montgomery,TEX,16,18,90.2,53,13,70,37,1.29,1.48,5.26,999
637,Grant Holmes,ATL,9,25,69.2,32,8,65,28,1.03,1.35,4.13,999
638,Charlie Barnes,LAD,16,16,97,50,15,79,32,1.39,1.34,4.64,999
639,Pete Fairbanks,MIA,0,57,54.1,21,5,53,22,0.83,1.27,3.48,999
640,Trent Baker,MIN,13,25,84,43,11,62,30,1.18,1.39,4.61,999
641,Edwin Díaz,LAD,0,55,56,22,7,75,22,1.13,1.16,3.54,999
642,Christian Romero,LAD,13,22,88.2,48,11,58,28,1.12,1.31,4.87,999
