Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Tyler Freeman,COL,418,363,96,5,52,33,17,0.350962,0.366391
Josh Crouch,,294,270,56,7,27,18,5,0.268707,0.32963
David Bañuelos,MIN,130,117,22,3,13,10,2,0.263566,0.307692
Braden Shewmake,HOU,374,343,72,7,41,23,3,0.263441,0.323615
Will Robertson,,416,376,83,16,49,32,5,0.288462,0.412234
Ismael Munguia,TOR,368,329,81,5,46,22,11,0.313187,0.337386
Darren Baker,,433,391,97,1,50,33,1,0.306792,0.30179
Julian Brock,TEX,347,321,69,4,37,19,4,0.26513,0.308411
Carlos Rodríguez,SDP,525,475,116,5,52,42,2,0.306513,0.324211
A.J. Vukovich,ARI,510,472,111,14,57,33,3,0.288235,0.379237
Rob Refsnyder,,224,195,44,6,24,23,4,0.316964,0.369231
Kellen Strahm,,421,372,82,5,47,42,2,0.300716,0.298387
Joe Lampe,,472,425,93,7,49,36,5,0.286325,0.331765
Jordan Groshans,ATL,407,370,88,4,39,32,3,0.302211,0.310811
Ty France,SDP,470,420,102,10,47,29,18,0.317021,0.364286
John Spikerman,NYM,263,231,47,2,25,23,6,0.291188,0.290043
Tristan Peters,CHW,513,461,108,9,60,44,4,0.304688,0.355748
Cade Marlowe,LAA,374,333,81,9,47,34,4,0.318182,0.384384
Jhonkensy Noel,,496,458,103,22,57,28,8,0.280242,0.414847
Brian Serven,ATH,252,224,45,3,22,22,4,0.281746,0.28125
Eric Haase,,251,230,50,6,23,17,1,0.272,0.334783
Ben Gobbel,LAA,452,418,98,12,50,22,9,0.286667,0.373206
Ariel Armas,CHC,384,351,70,4,25,26,6,0.265625,0.287749
Matt Thaiss,HOU,270,230,50,4,23,34,3,0.32342,0.321739
Druw Jones,ARI,575,524,121,4,66,41,3,0.287958,0.316794
Aramis Garcia,ARI,249,225,44,6,25,18,4,0.26506,0.306667
Bligh Madris,STL,379,338,71,9,41,36,1,0.285714,0.343195
Luca Tresh,KCR,350,317,72,10,33,26,2,0.287356,0.378549
Héctor Rodríguez,CIN,589,555,141,17,79,27,3,0.290816,0.4
Luis Guillorme,,290,255,55,1,24,32,1,0.304498,0.270588
Santiago Espinal,ARI,340,308,75,4,32,24,2,0.299703,0.327922
Nick Martini,,353,307,69,7,42,35,8,0.31728,0.351792
Derek Berg,PIT,346,305,56,6,34,31,6,0.270349,0.298361
Greg Jones,CHC,337,305,60,8,40,24,6,0.267857,0.321311
Ronaiker Palma,,224,207,51,1,20,13,1,0.292793,0.304348
Brooks Brannon,BOS,393,370,86,9,42,22,1,0.277354,0.354054
Keibert Ruiz,WSN,398,371,90,9,34,20,5,0.288945,0.361186
Brett Callahan,DET,280,256,57,8,34,15,6,0.27957,0.371094
Chase Davis,STL,487,435,92,8,49,43,7,0.291581,0.308046
Yohel Pozo,BAL,301,289,74,7,29,9,1,0.27907,0.387543
Kevin Newman,,297,272,68,2,33,17,2,0.295918,0.334559
Stone Garrett,,328,296,65,8,34,25,3,0.283537,0.358108
Maxwell Romero Jr.,WSN,321,289,55,7,23,21,5,0.254717,0.307958
Javi Vaz,KCR,491,425,100,4,57,44,6,0.314465,0.315294
Dayan Frias,CLE,478,425,88,7,47,44,4,0.285714,0.303529
Nick Mitchell,WSN,374,331,74,3,45,33,5,0.299465,0.308157
Avery Owusu-Asiedu,ARI,438,391,86,7,53,35,5,0.290323,0.335038
Ben McLaughlin,ARI,401,351,81,6,35,43,4,0.32,0.34188
Euribiel Angeles,ATH,507,473,120,5,47,24,4,0.294235,0.340381
Edwin Díaz,,341,309,60,12,37,27,4,0.266862,0.359223
Brett Sullivan,COL,319,290,69,5,36,23,2,0.294671,0.368966
Josh Kasevich,TOR,419,383,94,3,42,29,4,0.303103,0.310705
Blake Sabol,TBR,342,303,64,8,35,31,5,0.293255,0.336634
Devonte Brown,,371,326,66,9,40,38,5,0.293801,0.331288
Colin Tuft,BAL,284,247,49,3,29,27,8,0.297872,0.295547
Blake Rambusch,SEA,382,339,78,0,53,33,7,0.309711,0.280236
Ian Moller,TEX,348,311,56,4,27,34,1,0.262248,0.263666
Raylin Heredia,PHI,269,250,61,9,33,12,3,0.283582,0.412
J.T. Arruda,TBR,363,324,66,4,36,31,2,0.276536,0.287037
Ryan Lasko,ATH,464,414,84,5,44,39,8,0.282328,0.285024
Justin Dean,CHC,383,341,70,4,47,35,5,0.287206,0.293255
Noelvi Marte,CIN,478,439,113,15,60,31,5,0.311715,0.416856
Tanner Schobel,MIN,461,414,92,9,51,40,4,0.295011,0.342995
Hayden Senger,NYM,269,243,49,4,25,15,6,0.263158,0.292181
Jake Marisnick,,172,156,32,4,18,11,3,0.269006,0.346154
Trey Lipscomb,WSN,485,453,110,7,48,27,2,0.28719,0.342163
Jason Delay,BOS,249,230,51,2,20,14,3,0.274194,0.3
Amed Rosario,NYY,379,359,91,7,40,15,3,0.287599,0.370474
Jeron Williams,,271,251,57,4,26,15,3,0.276753,0.334661
Clark Elliott,ATH,450,387,84,8,49,48,11,0.318486,0.333333
James McCann,ARI,246,226,52,5,25,13,3,0.277551,0.349558
José Rodríguez,,359,341,84,7,44,15,2,0.281337,0.357771
J.D. Davis,,318,286,63,9,32,26,4,0.292453,0.363636
Logan Davidson,TBR,423,375,81,10,47,41,4,0.298578,0.349333
Eduardo Valencia,DET,407,370,90,16,49,28,4,0.300493,0.418919
Duke Ellis,NYY,292,262,58,4,37,20,3,0.283217,0.320611
Jose Ramos,NYM,469,425,90,15,51,36,4,0.277185,0.362353
Griff O'Ferrall,BAL,517,467,103,3,50,39,4,0.285156,0.286938
Francisco Mejía,,274,257,59,6,31,14,1,0.270073,0.350195
Erick Brito,PHI,388,348,77,2,38,24,6,0.282322,0.287356
Onil Perez,SFG,321,287,65,1,30,27,4,0.299065,0.289199
Ralphy Velazquez,CLE,591,543,130,20,74,41,5,0.2978,0.423573
Kyle DeBarge,MIN,545,489,101,7,67,46,7,0.282569,0.312883
Dru Baker,CHW,428,390,96,5,49,28,6,0.305882,0.330769
Nick Dunn,,385,348,84,6,41,31,3,0.307292,0.344828
James Triantos,CHC,506,466,113,6,61,29,6,0.29249,0.334764
Charlie Condon,COL,448,398,97,12,45,35,12,0.321429,0.39196
Jonah Advincula,CLE,388,333,72,4,42,43,6,0.315104,0.309309
Isiah Kiner-Falefa,BOS,411,380,98,3,41,20,5,0.302211,0.334211
Dub Gleed,TOR,305,266,62,3,25,30,7,0.325658,0.319549
Kemp Alderman,MIA,535,496,128,17,62,30,5,0.304673,0.417339
Luke Williams,ATL,316,288,61,6,36,22,3,0.272152,0.326389
Sammy Hernandez,STL,405,355,71,3,39,29,13,0.283208,0.259155
Ryan McCrystal,CIN,357,325,74,4,36,17,4,0.273775,0.335385
Sterlin Thompson,COL,497,445,113,12,58,37,12,0.325956,0.404494
Cavan Biggio,HOU,341,291,59,6,42,38,8,0.309735,0.312715
Ryan Jackson,SDP,548,481,102,4,46,54,8,0.300917,0.276507
DJ LeMahieu,,300,267,62,4,28,30,1,0.31,0.314607
Kervin Pichardo,WSN,413,375,78,9,39,26,6,0.268949,0.322667
Jason Matthews,CHW,341,299,56,3,36,28,6,0.268657,0.257525
Justin Turner,,0,0,0,0,0,0,0,0,0
Yuli Gurriel,SDP,0,0,0,0,0,0,0,0,0
Aaron Parker,TOR,281,260,55,8,29,16,4,0.266904,0.361538
C.J. Stubbs,TOR,289,255,44,7,32,23,9,0.263889,0.301961
Tomas Frick,,224,197,42,4,23,17,7,0.294643,0.319797
Eddy Alvarez,,302,259,53,6,36,26,9,0.297297,0.328185
Zyhir Hope,DET,545,488,105,12,67,51,5,0.295413,0.344262
Edward Duran,TOR,432,392,86,5,44,29,8,0.284722,0.313776
MJ Melendez,NYM,508,462,102,20,61,40,3,0.285433,0.409091
Connor Wong,BOS,333,303,72,7,37,23,4,0.298193,0.366337
Gavin Cross,KCR,478,440,98,13,56,31,3,0.27673,0.370455
Andrew Knizner,SFG,247,220,48,3,24,18,6,0.292683,0.3
Luis De Los Santos,,366,338,73,7,37,21,4,0.268493,0.322485
Deyvison De Los Santos,MIA,527,490,118,17,60,30,5,0.290323,0.381633
Bryan Broecker,TBR,233,200,35,2,20,27,3,0.281385,0.235
Oscar Gonzalez,,390,370,92,10,41,15,2,0.279487,0.394595
Stephen Scott,,297,266,54,7,33,26,3,0.279461,0.330827
Zach Dezenzo,HOU,302,274,66,9,40,23,3,0.304636,0.390511
Jimmy Herron,,379,340,75,7,42,29,6,0.291005,0.326471
Joe Hudson,,147,127,19,4,13,15,3,0.253425,0.267717
Cooper Kinney,TBR,513,478,111,12,53,29,3,0.278752,0.359833
Cooper Hummel,,357,304,67,8,43,45,6,0.330532,0.365132
Shane Sasaki,CIN,370,330,78,3,40,29,3,0.302198,0.318182
Luke Ritter,PHI,436,385,76,11,46,40,9,0.286697,0.327273
Hudson Haskin,,312,271,56,4,30,25,12,0.3,0.302583
Seth Brown,,332,302,68,14,32,27,2,0.292169,0.410596
Jason Schiavone,HOU,296,252,38,5,39,33,10,0.273649,0.253968
Will Simpson,TBR,497,453,104,14,51,37,2,0.288306,0.375276
Cody Roberts,,223,201,41,3,23,16,2,0.266968,0.293532
Max Wagner,TEX,401,363,75,6,38,30,4,0.273183,0.31405
Giancarlo Stanton,NYY,316,282,60,17,30,31,1,0.291139,0.429078
Keaton Anthony,PHI,404,371,95,7,37,25,6,0.311881,0.374663
Carlos Santana,,400,352,77,9,38,44,2,0.3075,0.338068
Jarred Kelenic,TEX,466,424,97,12,50,39,1,0.293991,0.372642
Austin Charles,KCR,383,346,74,6,40,24,5,0.271053,0.315029
Charlie Pagliarini,SEA,489,437,80,12,49,46,5,0.267894,0.324943
Chuckie Robinson,ATL,295,272,60,5,28,16,4,0.272109,0.3125
Jace Bohrofen,TOR,413,369,73,12,43,38,5,0.280872,0.355014
John Gil,ATL,513,464,103,6,67,41,4,0.289628,0.310345
Braylen Wimmer,COL,540,491,128,11,64,30,10,0.314019,0.384929
Cameron Sisneros,HOU,360,317,72,8,29,32,8,0.311111,0.350158
Jesús  Báez,STL,457,420,94,13,53,30,4,0.280088,0.35
Nicky Lopez,TEX,351,313,78,1,37,29,4,0.318966,0.319489
Danny Serretti,ARI,351,313,64,4,34,30,4,0.28,0.29393
Joshua Palacios,PIT,328,293,68,8,34,26,6,0.306748,0.361775
Calvin Harris,CHW,334,308,67,3,36,22,2,0.272455,0.292208
Miguel Andujar,SDP,386,359,92,9,39,22,2,0.300518,0.387187
Carlos Sanchez,CIN,503,443,102,6,50,44,2,0.301426,0.320542
Anthony Seigler,BOS,392,335,75,7,46,50,3,0.327366,0.349254
Orelvis Martinez,,459,412,83,18,47,36,7,0.27451,0.381068
Axiel Plaz,PIT,314,286,58,9,29,20,5,0.264331,0.342657
Jose Cordova,COL,323,288,67,4,33,28,4,0.308411,0.329861
Niko Goodrum,,259,221,46,4,27,35,2,0.320463,0.307692
Travis Blankenhorn,,381,345,70,13,37,28,6,0.273684,0.368116
Payton Green,MIA,399,361,84,6,37,28,5,0.29397,0.34072
Tom Murphy,,83,75,17,3,9,7,0,0.289157,0.4
Cade Hunter,CIN,352,315,61,7,37,29,6,0.273504,0.292064
Coco Montes,,413,375,84,8,44,31,4,0.288136,0.341333
David García,MIL,281,247,45,1,26,25,8,0.27758,0.234818
Tyler Wade,,328,288,65,3,41,31,3,0.306502,0.298611
Poncho Ruiz,MIN,353,315,66,1,32,34,2,0.288952,0.288889
Caleb Cali,SEA,471,424,83,13,47,40,4,0.269639,0.337264
Anthony Rendon,LAA,143,123,28,2,14,14,3,0.314685,0.325203
Matt Kroon,,325,290,68,8,35,24,5,0.30031,0.375862
Mark Kolozsvary,PHI,111,99,17,3,10,8,4,0.261261,0.30303
Eguy Rosario,,381,345,70,11,41,31,3,0.272966,0.356522
José Devers,,299,274,64,3,35,18,4,0.288591,0.332117
Jorge Burgos,,431,393,82,16,44,31,4,0.271462,0.384224
Will Banfield,CIN,355,331,72,8,34,16,3,0.256338,0.34139
Chad Wallach,ATH,249,224,46,6,22,19,3,0.274194,0.334821
Garret Forrester,MIA,287,248,53,1,22,29,8,0.313589,0.274194
Allan Cerda,,291,254,45,9,29,31,6,0.281787,0.34252
Paul McIntosh,PHI,341,304,68,8,34,29,6,0.302053,0.351974
Andruw Musett,BOS,398,363,78,7,36,30,3,0.278894,0.30854
David Hensley,,360,312,65,6,48,45,1,0.309192,0.326923
Joey Meneses,ATH,416,384,98,9,37,26,3,0.305288,0.390625
Justin Johnson,KCR,362,324,67,5,36,27,6,0.277778,0.296296
Kristian Robinson,ARI,474,418,91,10,51,49,5,0.305907,0.339713
Will Taylor,PIT,415,368,79,9,55,33,10,0.2954,0.355978
Andre Lipcius,,464,417,97,12,49,39,4,0.301724,0.366906
Mat Nelson,,291,256,45,6,25,22,10,0.265517,0.273438
Eli Wilson,,148,135,26,4,13,8,2,0.246575,0.311111
Dustin Dickerson,KCR,446,387,80,4,44,48,5,0.300905,0.268734
Callan Moss,PIT,537,479,114,10,62,48,6,0.312849,0.373695
Hunter Bishop,,386,353,79,6,45,22,6,0.278646,0.334278
Garrett Hampson,CIN,264,233,52,3,35,23,2,0.296154,0.309013
Austin Barnes,,126,111,23,1,12,11,2,0.288,0.27027
Rosman Verdugo,SDP,536,477,91,14,57,49,7,0.274766,0.324948
Jose Iglesias,,315,291,71,3,30,15,5,0.290735,0.319588
Trent Farquhar,,346,298,62,1,35,36,7,0.307018,0.268456
Tai Peete,STL,579,538,118,12,58,36,1,0.268166,0.351301
Zander Darby,SFG,326,288,60,6,36,27,5,0.283077,0.322917
Kendall George,LAD,539,479,114,3,78,54,2,0.315985,0.294363
Cameron Barstad,PIT,288,262,54,6,22,18,6,0.270833,0.328244
Michael Turner,CHW,305,272,57,1,24,29,2,0.288525,0.268382
Omar Narváez,,246,216,45,3,19,25,3,0.296748,0.296296
Zane Zielinski,SFG,494,442,90,2,55,33,11,0.274029,0.253394
Drew Swift,ATH,422,376,84,1,43,33,3,0.290557,0.279255
Jake Holton,,432,386,87,11,50,35,9,0.303241,0.360104
Felix Stevens,,392,352,73,14,43,32,6,0.283163,0.375
Malcom Nuñez,,402,364,87,7,39,27,5,0.29602,0.348901
Rio Foster,LAA,394,347,76,9,43,36,10,0.309645,0.360231
Mitch Jebb,PIT,499,447,110,0,48,41,2,0.309717,0.295302
Dakota Harris,STL,463,429,102,7,53,17,9,0.280088,0.328671
Griffin Lockwood-Powell,LAD,344,306,63,7,32,33,3,0.287791,0.320261
Nick Kahle,,109,97,20,2,10,7,2,0.271028,0.309278
Jose Herrera,,266,227,44,3,25,27,1,0.280156,0.264317
Matt O'Neill,ARI,210,187,36,3,21,21,1,0.27619,0.299465
Will Bush,HOU,437,384,75,13,44,43,9,0.290618,0.338542
Vaun Brown,,249,225,49,4,30,15,6,0.282258,0.333333
Rob Brantly,,129,117,27,2,12,7,4,0.294574,0.333333
Geovanny Planchart,TOR,247,219,41,2,22,24,2,0.271255,0.260274
Jose Rojas,,395,353,74,15,41,37,3,0.288608,0.399433
Cam Collier,CIN,478,426,98,11,54,45,5,0.309623,0.361502
Josh Rivera,TOR,423,380,74,6,40,37,2,0.268409,0.278947
Seby Zavala,DET,245,217,37,6,21,22,2,0.251029,0.299539
Mark Canha,,312,270,61,6,30,28,11,0.320513,0.337037
Owen Miller,CHC,418,381,89,6,43,25,6,0.287081,0.335958
Yanquiel Fernández,NYY,494,459,104,15,52,29,3,0.275304,0.372549
Blaze Jordan,STL,539,500,122,13,60,31,5,0.293135,0.378
Felnin Celesten,SEA,483,446,100,7,53,32,2,0.277433,0.329596
Jake Fox,CLE,418,374,77,5,46,40,1,0.282297,0.31016
Travis Swaggerty,,226,202,40,2,23,22,1,0.278761,0.29703
Jamie Westbrook,,408,363,85,7,39,34,7,0.309582,0.341598
Ben Gamel,,298,259,58,7,35,34,3,0.319865,0.362934
Carlos Sanchez,MIA,217,197,41,2,26,17,2,0.276498,0.299492
Tucker Flint,LAA,492,432,89,13,58,48,8,0.295918,0.349537
Jake Lamb,,315,281,63,4,31,27,5,0.301587,0.316726
Eddie Micheletti Jr.,LAA,468,405,80,11,42,49,10,0.297009,0.34321
Michael Toglia,CIN,505,451,99,23,58,49,2,0.29703,0.421286
Keith Jones II,TEX,509,449,100,12,44,52,4,0.307692,0.367483
David Calabrese,TOR,457,413,83,11,45,34,3,0.266667,0.324455
Jordyn Adams,,455,410,86,10,53,32,4,0.271111,0.336585
Carter Howell,,458,417,97,5,49,29,7,0.292308,0.330935
Jose Torres,,393,362,80,9,44,22,4,0.2711,0.339779
Yordys Valdes,,405,375,77,6,40,20,3,0.25,0.301333
Carson McCusker,,432,398,89,14,45,28,4,0.280093,0.386935
Devin Saltiban,PHI,402,368,74,12,50,23,9,0.263682,0.347826
Zac Veen,COL,449,404,100,11,51,36,4,0.313199,0.39604
Austin Nola,,170,149,33,2,15,13,2,0.289157,0.302013
Dom Nuñez,CLE,268,229,38,4,24,33,3,0.278196,0.266376
Caleb Lomavita,WSN,429,394,87,4,35,16,15,0.275058,0.30203
Moisés Gómez,,443,405,85,13,45,30,4,0.268623,0.360494
Scott Bandura,SFG,512,460,105,6,68,41,7,0.299413,0.323913
Ben Hartl,CHW,340,296,58,2,36,17,24,0.291176,0.263514
Javier Báez,DET,383,362,84,9,40,13,5,0.266319,0.361878
Frank Rodriguez,LAD,200,183,36,3,20,12,3,0.256281,0.295082
Carlos Rojas,,274,247,53,2,21,17,3,0.27037,0.275304
Douglas Hodo III,,425,376,76,7,43,40,7,0.290094,0.31383
Matt Hogan,,280,242,45,4,27,26,7,0.281588,0.297521
Robert Moore,PHI,451,405,83,6,45,31,7,0.27191,0.303704
Freddy Zamora,MIL,400,356,77,4,42,35,5,0.29397,0.289326
Adam Hackenberg,,310,284,58,4,26,20,5,0.267742,0.285211
Casey Opitz,,260,232,40,4,21,23,3,0.254826,0.258621
Tim Elko,CHW,492,458,108,17,53,28,4,0.284553,0.39083
Jaison Chourio,CLE,435,379,83,3,45,51,2,0.312644,0.295515
Zach Humphreys,LAA,272,241,49,3,27,24,2,0.27881,0.286307
Corey Rosier,,396,353,79,4,45,35,4,0.299492,0.314448
Christian Bethancourt,PIT,234,220,44,6,24,9,1,0.233766,0.327273
Zach Morgan,SFG,289,259,53,3,25,22,3,0.272727,0.281853
Billy McKinney,,346,310,67,8,34,31,4,0.294798,0.341935
Sean Bouchard,,344,296,66,8,39,41,5,0.325581,0.371622
Tucker Barnhart,,148,131,25,1,11,14,2,0.278912,0.251908
Kevin Pillar,,212,195,43,5,27,10,4,0.268868,0.353846
Starling Marte,,296,267,69,5,33,19,7,0.322034,0.374532
Michael Pérez,,228,207,39,4,15,17,3,0.258772,0.285024
Nelson Velázquez,HOU,402,361,81,15,47,36,3,0.298507,0.396122
Julio Carreras,CIN,383,345,81,3,42,25,4,0.292553,0.330435
Kevin Made,WSN,415,376,80,3,37,28,5,0.274272,0.281915
Kai Roberts,SDP,371,320,65,5,41,33,5,0.286111,0.275
Tristin English,,421,390,95,10,42,22,7,0.294537,0.366667
Bryson Brigman,,326,299,74,4,37,19,4,0.30031,0.327759
Pascanel Ferreras,HOU,465,424,91,7,43,33,7,0.28172,0.330189
CJ Alexander,HOU,417,385,83,12,46,28,2,0.270983,0.376623
Jonny Butler,,376,338,69,5,35,33,4,0.281915,0.313609
Brennan Milone,ATH,504,448,103,12,57,47,5,0.30754,0.363839
Eloy Jiménez,,355,326,80,10,31,25,2,0.301408,0.380368
Keyber Rodriguez,TEX,481,445,97,4,48,26,4,0.26569,0.296629
E.J. Exposito,DET,438,402,85,11,45,26,5,0.265446,0.343284
Leo Balcazar,CIN,587,534,129,13,65,37,7,0.297251,0.353933
Orlando Arcia,,397,363,80,9,33,28,2,0.277078,0.341598
Pablo Aliendo,CIN,366,335,66,11,35,21,7,0.257534,0.343284
JT Schwartz,,394,352,80,6,38,32,7,0.302799,0.338068
Wyatt Hendrie,PIT,231,202,40,3,24,19,5,0.281938,0.282178
Rubel Cespedes,,445,415,94,9,40,26,2,0.274157,0.349398
Darrien Miller,MIL,360,299,53,5,38,41,17,0.309192,0.274247
Marco Vargas,NYM,470,421,90,2,56,43,2,0.287234,0.268409
Ethan O'Donnell,MIA,485,428,96,8,54,35,8,0.292632,0.331776
Jake Thompson,LAA,292,259,57,4,26,25,6,0.30137,0.332046
Will Holland,,317,280,57,6,39,26,7,0.285714,0.321429
Garrett Spain,MIN,473,430,85,11,46,33,6,0.262712,0.332558
Warming Bernabel,,481,453,112,9,52,21,4,0.284823,0.355408
Gavin Logan,ARI,264,232,43,5,21,23,5,0.270992,0.310345
Terrell Tatum,,421,370,74,4,47,42,4,0.28777,0.283784
Rayne Doncon,,318,291,60,7,28,24,1,0.267296,0.343643
Omar Martinez,LAA,430,386,79,13,44,39,3,0.281395,0.34456
Jorge Soler,,384,337,72,15,44,40,4,0.302083,0.394659
Josh Zamora,,385,352,73,8,37,24,4,0.264398,0.309659
Juan Flores,LAA,404,371,75,9,40,15,10,0.251256,0.312668
Kenny Castillo,ARI,333,312,71,4,25,13,2,0.259036,0.326923
Andy Weber,CHW,433,398,94,4,49,28,3,0.290023,0.31407
Ben Cowles,CHC,482,439,94,7,49,32,7,0.276507,0.316629
Andrew Navigato,DET,404,367,78,12,51,27,7,0.277228,0.367847
Sammy Siani,SEA,445,403,83,6,46,35,2,0.271493,0.300248
Chris Taylor,,305,268,56,6,33,29,5,0.296053,0.33209
Justin Connell,,239,209,45,4,26,22,5,0.303797,0.334928
Sam Ruta,KCR,321,287,57,5,26,28,3,0.274143,0.317073
Garrett Martin,NYY,399,362,71,12,45,23,11,0.263158,0.345304
Peter Burns,LAA,123,108,20,1,10,12,3,0.284553,0.231481
Archer Brookman,ATL,236,213,41,3,24,15,4,0.255319,0.267606
Capri Ortiz,LAA,462,420,93,5,52,28,6,0.279121,0.307143
Chadwick Tromp,LAD,262,241,49,5,21,18,1,0.259542,0.307054
Nate Mondou,,444,389,90,4,40,41,7,0.313636,0.323907
Mario Camilletti,CHW,403,350,73,3,36,44,4,0.3025,0.271429
Jake Rucker,MIN,432,394,90,7,41,28,6,0.287703,0.340102
Nerwilian Cedeño,,308,283,60,5,37,19,3,0.267101,0.321555
Alex Binelas,PHI,371,333,70,10,41,34,2,0.285714,0.351351
Brett Auerbach,,310,280,60,5,31,25,3,0.28479,0.314286
Eric Yang,,128,115,22,1,8,10,3,0.273438,0.252174
Quinn McDaniel,MIN,472,423,89,8,53,40,5,0.285106,0.319149
Abrahan Gutierrez,NYY,232,212,46,3,19,15,4,0.280172,0.29717
Phil Clarke,,277,243,56,3,28,27,5,0.31769,0.304527
Riley Adams,WSN,278,250,53,8,26,20,6,0.284173,0.36
Chandler Seagle,,195,181,32,1,14,8,3,0.222798,0.237569
Trayce Thompson,,326,291,59,9,33,31,2,0.282209,0.353952
Jacob Gonzalez,PIT,529,480,107,7,48,34,7,0.280835,0.320833
Jesus Hernandez,MIA,365,330,68,4,35,29,4,0.277473,0.312121
Oswaldo Linares,SDP,234,206,39,2,20,20,4,0.272727,0.26699
John Garcia,HOU,343,301,58,5,28,26,12,0.281525,0.282392
Elias Díaz,TEX,296,270,62,6,26,20,2,0.285714,0.348148
Ryan Cesarini,CLE,452,400,85,4,44,38,9,0.292035,0.3025
Jesus Ordonez,,153,140,28,2,13,7,3,0.253333,0.292857
P.J. Hilson,,343,319,73,8,47,14,6,0.272727,0.354232
Quincy Hamilton,,367,326,65,9,38,34,4,0.281421,0.337423
Mario Gomez,,175,156,33,3,15,13,3,0.281609,0.320513
P.J. Higgins,CIN,360,330,75,5,30,24,3,0.284123,0.321212
Zach Levenson,STL,453,404,88,11,48,41,6,0.298013,0.344059
Kyle Hayes,WSN,152,128,20,1,10,14,7,0.273333,0.21875
Carter Dorighi,SEA,507,470,103,1,57,28,6,0.270217,0.289362
Tres Gonzalez,,405,359,85,2,36,32,6,0.309045,0.292479
Jordan Walker,STL,530,481,114,15,53,40,6,0.301887,0.384615
Ruben Ibarra,CIN,407,364,75,17,39,31,10,0.285012,0.381868
Caden Kendle,MIN,385,350,76,7,46,23,9,0.280519,0.342857
Pedro Pineda,ATH,360,330,70,9,32,24,3,0.270195,0.348485
Blake Burke,MIL,574,519,126,14,52,45,6,0.308362,0.371869
Justice Bigbie,DET,464,423,107,8,51,33,5,0.3125,0.35461
Tyler Dearden,,235,213,53,3,19,17,3,0.310638,0.347418
Brennen Davis,SEA,274,241,47,10,30,21,10,0.284672,0.360996
Jason Heyward,,274,247,50,6,30,21,3,0.270073,0.327935
Gavin Collins,,267,241,52,3,24,18,4,0.279245,0.298755
Yohendrick Piñango,TOR,516,468,107,12,51,43,3,0.296512,0.363248
Malcolm Moore,TEX,269,239,45,4,25,18,8,0.263941,0.280335
Dasan Brown,,415,370,72,6,49,31,9,0.272506,0.294595
Chris Okey,,176,165,35,3,16,7,2,0.251429,0.30303
Nick Podkul,,245,214,41,5,24,26,5,0.293878,0.299065
Addison Kopack,,123,110,22,1,12,10,1,0.270492,0.309091
Grant Richardson,,358,328,69,10,40,23,4,0.269663,0.35061
Chris Brito,KCR,263,226,51,4,22,29,2,0.315385,0.318584
Julio E. Rodriguez,,224,204,42,5,18,16,3,0.272321,0.313726
Romeo Sanabria,SDP,504,456,107,12,52,40,1,0.294235,0.361842
Jose Cordoba,,296,272,61,3,32,16,5,0.278912,0.327206
Brian O'Keefe,,266,241,44,7,25,22,1,0.25283,0.315353
Jack Pineda,KCR,287,257,56,1,29,18,5,0.281139,0.276265
Kobe Kato,,248,217,42,3,23,27,3,0.290323,0.281106
Carter Trice,CHC,394,345,66,13,43,42,5,0.286802,0.35942
Jay Harry,TOR,411,375,76,8,41,27,7,0.26764,0.312
Tyresse Turner,CLE,283,247,48,2,36,25,4,0.277978,0.255061
Elijah Green,WSN,419,388,75,13,57,28,3,0.252983,0.337629
Albert Almora Jr.,,361,333,81,4,38,21,2,0.290503,0.342342
Ivan Melendez,,414,378,83,13,38,25,9,0.282609,0.362434
Drew Ellis,,324,286,55,9,31,33,4,0.283951,0.335664
Carlos Colmenarez,TBR,360,315,59,6,35,32,8,0.27809,0.279365
Max Holy,HOU,395,346,62,2,42,43,3,0.273418,0.231214
Tommy Pham,PHI,357,318,75,7,38,34,2,0.310924,0.352201
Jeimer Candelario,LAA,404,364,73,11,39,31,6,0.272277,0.351648
Anthony Stephan,CIN,400,357,78,8,39,30,9,0.29397,0.344538
Keshawn Ogans,,381,344,77,2,31,26,8,0.292105,0.290698
Eli Serrano III,NYM,400,357,73,8,45,35,5,0.2825,0.336134
Michael Snyder,,447,386,84,4,41,50,8,0.317673,0.292746
Tommy White,ATH,405,379,90,10,40,20,4,0.281481,0.361478
Garrett Cooper,,312,283,65,7,22,23,4,0.294872,0.360424
Adrian Del Castillo,ARI,418,377,87,13,45,35,3,0.299043,0.395225
Charlie Szykowny,SFG,501,462,103,10,56,19,16,0.275449,0.348485
Yophery Rodriguez,BOS,505,459,100,6,48,42,2,0.285149,0.326797
Juan Benjamin,CLE,410,375,86,3,41,28,3,0.286765,0.304
Patrick Clohisy,ATL,548,501,119,6,58,36,8,0.297445,0.323353
Patrick Winkel,,285,265,57,6,20,18,1,0.266667,0.328302
Austin Murr,PHI,369,329,71,7,42,30,6,0.290761,0.340426
Miguel Bleis,BOS,483,445,92,12,54,31,6,0.267081,0.334831
Gavin Sheets,SDP,452,409,96,15,40,37,3,0.300885,0.396088
Andrew Pintar,MIA,393,357,82,6,40,29,4,0.293367,0.338936
Curtis Washington Jr.,SEA,347,316,61,3,39,21,5,0.252907,0.275316
Nick Senzel,,371,332,72,9,40,32,4,0.291105,0.343374
Luke Mann,ATH,494,443,85,12,46,38,8,0.265182,0.327314
