Name,Team,PA,AB,H,HR,R,BB,HBP,OBP,SLG
Ernie Clement,TOR,480,447,120,9,60,21,4,0.304622,0.391499
Leo Bernal,STL,480,436,103,11,51,37,3,0.299163,0.357798
Hunter Goodman,COL,594,545,139,28,74,37,7,0.308081,0.477064
Harry Ford,WSN,507,439,103,10,61,56,10,0.333333,0.353075
Shay Whitcomb,SFG,502,458,108,21,64,35,6,0.296813,0.421397
Alex Bregman,CHC,537,466,111,16,65,59,8,0.331471,0.39485
Bryce Harper,PHI,516,448,118,20,66,60,4,0.352713,0.459821
Jordan Lawlar,ARI,444,392,95,11,60,41,7,0.323529,0.40051
Freddie Freeman,LAD,533,466,128,16,69,55,7,0.356473,0.448498
Jimmy Crooks,STL,454,414,101,11,52,31,5,0.302428,0.379227
Ben Rice,NYY,504,440,108,25,71,52,8,0.333333,0.472727
Lars Nootbaar,ARI,520,448,110,15,66,64,3,0.34104,0.40625
Dylan Beavers,BAL,553,481,121,17,73,62,3,0.338182,0.422037
Zach Ehrhard,LAD,539,476,113,15,75,47,10,0.315985,0.39916
Leo Rivas,SEA,402,330,75,6,55,58,4,0.34596,0.324242
Munetaka Murakami,CHW,509,427,102,24,66,74,5,0.355599,0.444965
Colton Cowser,BAL,488,430,103,18,63,47,8,0.32377,0.42093
Parker Meadows,DET,481,427,101,13,61,45,3,0.311065,0.395785
Otto Lopez,MIA,520,477,126,10,60,35,4,0.317919,0.383648
Emmanuel Rodriguez,MIN,347,289,66,10,51,54,3,0.354467,0.401384
Mark Vientos,NYM,527,478,119,22,58,39,6,0.311195,0.443515
Jac Caglianone,KCR,557,497,131,26,76,49,8,0.337522,0.474849
Aidan Miller,PHI,555,488,113,12,71,56,10,0.322523,0.364754
Ryan Ritter,COL,486,429,111,13,66,38,11,0.333333,0.417249
Jacob Wilson,ATH,526,487,139,11,64,29,6,0.332061,0.416838
Jung Hoo Lee,SFG,525,477,129,8,59,40,5,0.332061,0.402516
Leody Taveras,BAL,523,477,121,12,65,37,1,0.305769,0.389937
J.P. Crawford,SEA,564,487,116,10,61,65,5,0.332143,0.349076
Michael Stefanic,ATH,421,366,102,4,43,41,10,0.364286,0.360656
Xander Bogaerts,SDP,494,442,114,9,54,41,5,0.323887,0.368778
Zach Cole,HOU,495,437,97,18,60,47,9,0.309091,0.414188
Max Anderson,DET,536,500,129,16,71,26,6,0.300373,0.416
Zack Gelof,ATH,474,422,100,17,63,44,3,0.311441,0.414692
Max Muncy,ATH,439,395,100,13,52,31,8,0.318078,0.41519
Victor Scott II,STL,512,446,103,8,62,42,10,0.308151,0.334081
Sean Murphy,ATL,347,302,65,14,36,34,9,0.311239,0.400662
Jared Triolo,PIT,430,380,93,7,50,44,3,0.32634,0.363158
Cooper Ingle,CLE,472,407,93,8,55,59,3,0.329087,0.358722
Davis Schneider,TOR,442,376,83,16,52,58,5,0.330317,0.406915
Samad Taylor,SDP,590,516,130,11,84,51,4,0.320624,0.377907
Connor Norby,COL,515,470,120,16,71,36,5,0.312621,0.419149
Darell Hernaiz,ATH,581,521,137,8,66,45,4,0.323478,0.37428
Evan Carter,TEX,440,382,91,11,58,48,8,0.334091,0.390052
Kyle Schwarber,PHI,614,515,111,35,85,89,7,0.337134,0.458252
Luis Campusano,SDP,434,387,97,14,54,42,3,0.327189,0.408269
Justin Crawford,PHI,551,500,141,7,85,40,2,0.336397,0.386
Kyle Manzardo,CLE,518,453,110,22,59,52,6,0.324324,0.445916
Jake Meyers,HOU,389,349,86,8,45,31,5,0.315245,0.372493
Jasson Domínguez,NYY,496,443,114,18,73,47,2,0.328629,0.431151
Colby Thomas,PHI,536,487,122,20,69,32,11,0.308411,0.447639
Kyle Stowers,MIA,460,405,100,20,55,44,7,0.328261,0.45679
George Lombard Jr.,NYY,602,528,113,11,77,60,11,0.305648,0.344697
Sung-Mun Song,SDP,545,492,119,12,61,47,1,0.306985,0.367886
Bo Davidson,SFG,540,489,122,12,66,47,2,0.317254,0.380368
Dylan Crews,WSN,463,417,102,13,62,34,9,0.313175,0.395683
Brandon Marsh,PHI,455,402,102,13,55,45,2,0.328918,0.415423
CJ Kayfus,CLE,520,456,115,15,65,50,9,0.33526,0.434211
Leo De Vries,ATH,549,491,115,15,68,46,7,0.30713,0.401222
Jorge Polanco,NYM,459,405,100,19,52,45,3,0.323851,0.432099
James Outman,DET,497,432,94,18,69,52,9,0.311871,0.400463
Jeff McNeil,ATH,451,402,108,9,48,36,9,0.34,0.405473
Miguel Vargas,CHW,554,482,116,16,78,61,6,0.330325,0.408714
Coby Mayo,BAL,527,471,113,21,65,46,7,0.314991,0.43949
Chris Suero,NYM,495,426,89,15,66,50,16,0.313131,0.356808
Josh Smith,TOR,530,461,113,12,65,52,12,0.335863,0.381779
Otto Kemp,PHI,527,463,112,17,75,38,21,0.324478,0.416847
Heliot Ramos,NYY,641,574,148,22,79,50,12,0.327613,0.426829
Joshua Kuroda-Grauer,ATH,541,498,130,2,51,30,10,0.315399,0.329317
Carson Roccaforte,KCR,532,474,104,13,63,52,3,0.299435,0.375527
Nick Gonzales,PIT,481,438,114,9,55,31,7,0.316008,0.401826
José Tena,WSN,502,458,118,10,57,37,2,0.314629,0.388646
Ha-Seong Kim,ATL,425,370,89,8,48,45,4,0.326241,0.351351
J.T. Realmuto,PHI,456,413,102,12,51,32,8,0.311404,0.394673
Carlos Narváez,BAL,407,358,82,11,43,41,4,0.312808,0.377095
Randy Arozarena,SEA,611,528,123,19,76,60,19,0.330606,0.393939
Pedro Ramírez,CHC,586,535,132,8,63,38,7,0.302048,0.343925
Grant McCray,SFG,547,492,117,13,77,45,5,0.306422,0.386179
Duce Gourson,PIT,408,358,86,7,46,32,11,0.320099,0.365922
Tommy Edman,LAD,394,360,89,11,52,26,4,0.302799,0.397222
Creed Willems,BAL,445,401,89,14,38,30,9,0.288939,0.376559
Nacho Alvarez Jr.,LAA,459,408,99,7,48,38,11,0.323144,0.345588
Taylor Ward,SEA,554,483,115,21,66,60,5,0.32491,0.42029
Henry Bolte,ATH,549,490,122,12,68,46,11,0.326047,0.393878
RJ Schreck,TOR,434,371,82,17,57,50,10,0.329466,0.409703
Iván Herrera,STL,480,414,113,15,61,52,10,0.364583,0.434783
Brayan Rocchio,CLE,557,496,120,10,64,44,8,0.311031,0.370968
Addison Barger,TOR,510,460,114,19,62,44,4,0.317647,0.43913
Royce Lewis,MIN,407,371,92,15,46,30,2,0.304668,0.420485
Denzel Clarke,ATH,387,345,80,8,51,31,8,0.30829,0.373913
David Hamilton,MIL,374,337,75,10,50,32,2,0.293011,0.35905
Trevor Story,BOS,501,466,117,15,61,27,5,0.298,0.407725
Jeferson Quero,MIL,370,334,80,12,42,29,3,0.302703,0.39521
Ryan McMahon,NYY,525,462,96,17,55,57,3,0.297143,0.363636
TJ Friedl,CIN,567,486,117,12,65,59,13,0.335702,0.364198
Joshua Báez,STL,490,436,104,14,61,39,10,0.312883,0.394495
Trey Sweeney,DET,470,422,96,13,59,41,4,0.3,0.369668
Chase Meidroth,CHW,554,477,118,7,66,63,10,0.346014,0.333333
Spencer Horwitz,PIT,509,446,119,11,61,54,6,0.35167,0.412556
Kerry Carpenter,DET,468,428,109,22,58,32,6,0.314103,0.46729
Jonatan Clase,TOR,520,466,107,12,66,44,4,0.299807,0.375536
Alan Roden,MIN,442,388,101,8,56,39,12,0.343891,0.386598
Alex Call,LAD,370,310,73,9,45,46,7,0.344262,0.377419
Ryan Jeffers,MIN,404,354,85,11,43,39,8,0.327543,0.392655
Will Benson,CIN,426,372,88,17,61,46,4,0.324706,0.44086
Luis García Jr.,NYY,541,504,135,16,67,30,1,0.306839,0.420635
Juan Brito,CIN,522,455,106,13,63,54,6,0.319846,0.382418
Alec Bohm,PHI,543,496,136,14,61,36,5,0.325967,0.419355
Jake Cronenworth,SDP,502,429,101,11,57,55,11,0.334,0.375291
Brandon Lockridge,MIL,357,318,78,4,44,29,4,0.314448,0.349057
Drew Cavanaugh,SFG,377,330,71,8,43,35,9,0.30504,0.330303
Jadher Areinamo,TBR,584,541,139,14,65,32,4,0.299658,0.38817
Brett Wisely,ATL,432,384,94,9,52,37,4,0.315421,0.380208
Joey Loperfido,HOU,472,426,105,13,57,33,8,0.311301,0.403756
Kameron Misner,PHI,439,384,83,10,52,49,3,0.308219,0.367188
Franklin Arias,BOS,543,504,128,9,57,32,5,0.303867,0.369048
Ryan Clifford,NYM,598,517,112,27,67,70,7,0.316054,0.423598
Carlos Correa,HOU,510,459,116,15,55,45,3,0.321569,0.400871
Jesús Sánchez,TOR,472,427,106,17,58,40,3,0.315678,0.428571
Tyler Fitzgerald,LAD,467,425,101,13,58,28,7,0.293736,0.388235
Joey Ortiz,MIL,499,450,112,9,64,37,5,0.311111,0.375556
Carson Benge,NYM,542,480,118,14,74,52,8,0.328413,0.404167
Carson Kelly,CHC,339,301,69,10,36,31,4,0.306785,0.368771
Milan Tolentino,CLE,487,432,94,12,55,47,3,0.296907,0.358796
Blake Dunn,CIN,478,412,101,10,63,43,15,0.336864,0.364078
Daniel Susac,SFG,407,376,92,11,36,22,5,0.292383,0.385638
Jake Mangum,PIT,416,389,108,3,41,20,4,0.318072,0.372751
Dom Keegan,BAL,389,349,80,10,42,30,5,0.29563,0.375358
Braiden Ward,BOS,388,334,83,3,60,23,23,0.338583,0.335329
Alejandro Osuna,TEX,452,395,97,8,55,41,9,0.328125,0.372152
Kyle Karros,COL,507,453,117,7,64,44,7,0.331361,0.375276
Rafael Flores Jr.,PIT,608,554,140,17,62,48,4,0.315789,0.404332
Isaac Collins,KCR,434,370,89,8,55,53,6,0.342593,0.386487
Mike Yastrzemski,ATL,421,364,81,14,54,49,4,0.319048,0.401099
Eddys Leonard,SFG,501,455,106,17,53,29,12,0.294,0.402198
Jesús Bastidas,,526,469,108,12,64,38,15,0.306667,0.36887
Nathan Lukes,TOR,378,338,89,7,43,31,3,0.328,0.384615
Daz Cameron,TOR,373,334,78,13,48,30,5,0.302949,0.413174
Ozzie Albies,ATL,575,521,130,16,69,43,5,0.309565,0.399232
Harrison Bader,SFG,407,370,91,11,49,26,7,0.304668,0.383784
Graham Pauley,MIA,460,411,94,12,53,40,6,0.305011,0.377129
Josh Lowe,LAA,456,413,105,14,58,37,2,0.316484,0.42615
Ramón Laureano,SDP,422,379,91,16,54,32,9,0.312796,0.427441
Will Wagner,SDP,389,345,86,6,43,37,4,0.32732,0.35942
Kristian Campbell,BOS,565,496,122,12,66,55,13,0.336283,0.379032
Javier Sanoja,MIA,516,474,124,7,56,32,2,0.308594,0.383966
Francisco Acuna,SDP,467,410,94,8,55,39,11,0.311015,0.346341
Andrés Chaparro,WSN,460,414,101,17,51,38,5,0.313043,0.422705
Nelson Rada,LAA,622,539,134,4,72,56,12,0.331148,0.311688
Omar Alfonzo,NYY,491,439,99,10,47,44,5,0.302658,0.343964
Thomas Saggese,STL,548,502,126,12,65,34,7,0.305302,0.378486
Jacob Young,WSN,479,426,106,3,60,34,8,0.314894,0.321596
Blake Perkins,CLE,348,306,69,6,43,36,2,0.308357,0.339869
Johan Rojas,PHI,438,400,99,5,55,24,4,0.295349,0.345
Drew Waters,KCR,442,399,94,10,57,36,4,0.303855,0.398496
Tyler Stephenson,CIN,412,362,85,14,48,42,5,0.320388,0.40884
Max Muncy,LAD,378,312,64,15,47,57,5,0.333333,0.394231
Rece Hinds,BAL,496,456,113,23,67,31,5,0.300403,0.469298
Dustin Harris,SDP,504,451,112,11,64,42,6,0.318725,0.379157
Logan O'Hoppe,TEX,441,400,94,20,46,34,5,0.302273,0.42
Liam Hicks,TBR,394,336,83,5,38,42,11,0.346056,0.339286
Yandy Díaz,TBR,538,478,135,14,61,52,5,0.356877,0.422594
José Caballero,NYY,380,327,72,7,47,39,8,0.31565,0.33945
Tyler Soderstrom,ATH,575,518,133,25,66,48,6,0.325217,0.455598
Brett Harris,BOS,398,348,83,9,47,37,8,0.323232,0.364943
Tatem Levins,TBR,345,299,63,7,36,37,6,0.30814,0.331104
Kole Myers,LAD,447,387,93,4,60,50,10,0.342282,0.317829
Luis Arraez,PHI,629,584,177,6,69,31,4,0.340289,0.393836
Termarr Johnson,PIT,559,495,119,9,62,52,6,0.318919,0.345455
Cooper Pratt,MIL,552,484,108,8,66,50,8,0.302368,0.322314
Ryan Bliss,SEA,488,437,96,9,61,40,6,0.292181,0.338673
Alec Burleson,STL,529,481,131,17,57,39,4,0.329545,0.432432
Eduardo Tait,MIN,499,463,108,13,53,24,5,0.274549,0.386609
Dayson Croes,SFG,393,355,92,3,39,24,8,0.318766,0.36338
Gabriel Arias,CHC,447,409,96,13,47,28,6,0.29148,0.391198
Willie MacIver,SEA,335,296,68,7,33,29,6,0.308383,0.361486
Josh Jung,TEX,480,450,111,15,53,26,3,0.291667,0.402222
Gabriel Gonzalez,MIN,554,504,138,12,60,35,10,0.330325,0.426587
Christian Moore,LAA,495,442,103,13,56,46,3,0.307692,0.380091
Homer Bush Jr.,TBR,517,462,118,3,60,33,11,0.318898,0.32684
Riley Unroe,CHW,327,284,67,6,39,37,2,0.327161,0.359155
Carlos Mendoza,TOR,440,375,91,5,60,45,11,0.33871,0.330667
Vinnie Pasquantino,KCR,607,541,139,26,64,54,5,0.326194,0.460259
Ke'Bryan Hayes,CIN,479,439,106,8,49,34,4,0.300626,0.343964
Jake Rogers,CHW,270,241,50,8,32,23,2,0.27881,0.360996
Raynel Delgado,HOU,447,399,100,6,47,36,6,0.321267,0.348371
Kyle Isbel,KCR,387,347,84,6,48,25,4,0.298153,0.368876
Nasim Nuñez,WSN,445,388,88,4,57,46,3,0.311364,0.293814
Brandon Valenzuela,TOR,428,387,82,12,41,36,2,0.280374,0.354005
Edgar Quero,CHW,468,416,105,9,41,42,6,0.326923,0.358173
J.C. Escarra,NYY,320,284,66,7,36,29,4,0.309375,0.366197
Alek Thomas,LAD,465,427,107,11,58,26,4,0.29718,0.395785
Ryan Ward,LAD,560,512,117,24,74,44,2,0.291071,0.423828
Nate Eaton,BOS,439,398,97,9,55,29,6,0.302752,0.38191
Pedro Pagés,STL,372,340,76,9,33,24,3,0.278378,0.35
Victor Caratini,MIN,309,272,66,7,27,25,8,0.320388,0.356618
Gavin Lux,TBR,462,410,104,7,53,49,1,0.333333,0.373171
Braxton Fulford,COL,332,295,70,9,41,24,9,0.311178,0.38983
Eli White,BOS,314,287,70,8,45,20,5,0.303514,0.376307
Andrew Stevenson,,349,320,81,6,39,23,5,0.312321,0.38125
Rhylan Thomas,TOR,544,493,130,4,66,34,3,0.312734,0.334686
JJ Bleday,CIN,511,452,105,22,67,55,2,0.317025,0.435841
Jake McCarthy,COL,457,411,113,7,60,31,9,0.337748,0.40146
Oliver Dunn,TBR,445,394,85,8,47,41,6,0.298643,0.337563
John Peck,DET,506,470,116,9,69,29,5,0.296443,0.361702
Christian Encarnacion-Strand,BAL,451,418,104,19,56,23,7,0.297118,0.449761
Mickey Gasper,BOS,318,276,67,7,38,33,7,0.336478,0.380435
Taylor Trammell,HOU,362,314,70,13,46,42,3,0.31768,0.410828
Charles McAdoo,TOR,505,460,106,15,57,38,4,0.293651,0.384783
Oswald Peraza,LAA,407,370,83,11,47,29,7,0.292383,0.354054
Jorge Barrosa,ARI,506,453,105,8,58,43,3,0.300797,0.348786
Ricardo Olivar,MIN,424,379,92,10,49,38,5,0.318396,0.382586
Luis Torrens,NYM,275,251,61,6,23,19,2,0.29927,0.374502
Henry Davis,PIT,375,331,76,12,42,30,10,0.310992,0.392749
Ji Hwan Bae,MIL,408,364,90,4,62,38,3,0.321867,0.351648
Jhostynxon Garcia,PIT,506,461,111,16,68,34,7,0.30099,0.40564
Miles Mastrobuoni,SEA,346,306,73,3,41,35,0,0.314869,0.323529
Austin Overn,TBR,494,435,100,12,64,45,5,0.307377,0.36092
Johnathan Rodríguez,ATH,500,451,115,17,56,44,3,0.324,0.421286
Casey Schmitt,SFG,434,394,99,13,49,30,5,0.309469,0.403553
Zach McKinstry,DET,423,377,90,8,51,37,5,0.312796,0.374005
Walker Jenkins,MIN,407,358,88,9,48,39,7,0.329238,0.391061
LuJames Groover,ARI,534,482,123,9,51,42,7,0.322097,0.369295
Braden Montgomery,CHW,549,498,120,12,59,40,7,0.304745,0.393574
Yonathan Perlaza,,556,497,117,16,69,54,3,0.31295,0.396378
Seth Stephenson,DET,503,448,111,6,75,26,19,0.315152,0.345982
Ramón Urías,STL,351,316,77,9,36,27,4,0.307692,0.382911
Nolan Jones,SEA,434,381,91,10,47,46,4,0.325635,0.377953
Luisangel Acuña,CHW,502,462,119,5,68,31,3,0.306613,0.344156
Dominic Fletcher,,440,403,98,8,47,26,6,0.296804,0.369727
Pedro León,PHI,444,394,88,15,58,34,11,0.301587,0.398477
Jared Oliva,,354,321,76,7,51,22,7,0.299145,0.367601
Drew Gilbert,SFG,494,441,103,12,53,41,9,0.309717,0.380952
Ryan Vilade,TBR,469,418,103,11,56,40,6,0.318376,0.38756
Kody Clemens,MIN,378,344,79,15,47,27,4,0.291777,0.430233
Tirso Ornelas,SDP,473,425,104,11,52,41,3,0.313559,0.376471
Salvador Perez,KCR,524,485,119,20,45,25,10,0.293893,0.420619
Brendan Jones,MIA,536,468,107,10,75,62,3,0.320896,0.358974
Jonathon Long,MIA,571,501,123,15,69,58,8,0.330998,0.37525
Joseph Sullivan,HOU,494,417,84,13,52,58,17,0.321862,0.330935
Cedric Mullins,TBR,448,397,87,13,53,41,4,0.295964,0.372796
Jorbit Vivas,WSN,529,461,109,6,60,49,14,0.325758,0.331887
Edouard Julien,COL,510,434,109,12,56,69,4,0.357564,0.394009
Willson Contreras,BOS,437,377,93,14,50,41,16,0.344037,0.421751
Edmundo Sosa,PHI,299,276,69,8,36,11,8,0.296296,0.402174
Maddux Houghton,,356,324,73,8,48,24,6,0.289326,0.361111
Cooper Johnson,TEX,328,289,56,7,29,33,3,0.281346,0.318339
Brady House,WSN,557,521,132,16,65,27,5,0.294434,0.401152
José Fermín,STL,361,310,73,6,44,38,7,0.330532,0.348387
Lane Thomas,ATL,454,403,95,14,56,40,6,0.310573,0.406948
Noah Cardenas,MIN,320,275,57,6,32,37,7,0.315625,0.323636
Alfonsin Rosario,CLE,535,481,109,20,65,41,11,0.300935,0.405405
Jonathan India,KCR,538,460,112,11,66,59,14,0.344507,0.376087
Danny Jansen,TEX,310,266,54,11,33,36,5,0.306452,0.37594
Nolan Schanuel,LAA,579,498,129,13,70,64,10,0.352431,0.385542
Bryan Torres,STL,458,389,107,4,54,54,2,0.363029,0.354756
Vinny Capra,BOS,348,310,75,5,39,29,4,0.313043,0.348387
Sam Huff,BAL,336,305,67,10,32,27,2,0.285714,0.370492
Lazaro Montes,SEA,612,544,116,24,69,59,5,0.294118,0.400735
Victor Labrada,SEA,476,419,97,7,61,44,8,0.315011,0.338902
Denzer Guzman,LAA,584,525,119,16,62,47,7,0.297762,0.375238
Teoscar Hernández,LAD,517,476,122,21,61,32,6,0.309478,0.443277
Osleivis Basabe,SFG,482,446,114,7,55,25,5,0.300626,0.372197
Petey Halpin,CLE,531,482,111,11,70,41,3,0.292453,0.363071
Curtis Mead,BOS,440,396,98,10,48,30,11,0.315909,0.376263
Mason McCoy,SDP,401,358,75,7,45,32,3,0.277778,0.326816
Alika Williams,ATH,396,359,88,6,46,26,5,0.303571,0.348189
Everson Pereira,STL,441,396,94,17,65,37,6,0.310658,0.414141
Victor Mesa Jr.,TBR,422,387,93,11,47,29,3,0.296912,0.377261
Junior Perez,CHW,540,477,104,16,64,52,3,0.297196,0.385744
Parks Harber,SFG,353,316,77,8,44,28,6,0.314448,0.39557
DaShawn Keirsey Jr.,ATL,404,368,87,7,47,27,5,0.295285,0.355978
Drew Avans,COL,471,422,107,6,67,44,3,0.326964,0.367299
Brooks Baldwin,CHW,470,428,111,16,56,32,3,0.313978,0.42757
Vaughn Grissom,LAA,477,428,107,10,61,37,9,0.320755,0.371495
Jesús Made,MIL,532,481,110,8,74,45,4,0.298872,0.345114
Kyren Paris,LAA,422,371,79,12,57,41,6,0.3,0.371968
Gabriel Rincones Jr.,PHI,490,429,96,15,66,51,7,0.314286,0.384615
Angel Martínez,CLE,531,481,115,12,62,33,7,0.294677,0.382536
Brayden Taylor,MIA,469,417,82,13,54,47,1,0.277778,0.347722
Tanner Murray,CHW,495,461,110,10,54,25,5,0.283401,0.360087
Mickey Moniak,COL,436,406,108,19,57,23,4,0.309633,0.480296
William Bergolla Jr.,CHW,559,497,129,1,66,29,4,0.30394,0.315895
Enrique Bradfield Jr.,BAL,391,344,81,4,55,34,5,0.310881,0.328488
Freddy Fermin,SDP,313,285,68,7,31,20,2,0.290323,0.354386
Leo Jiménez,MIA,369,319,72,7,46,30,16,0.320652,0.344828
Jonah Heim,ATH,391,359,83,10,38,28,1,0.286445,0.356546
Jacob Cozart,LAA,410,365,78,8,42,34,7,0.290244,0.331507
Jose Trevino,CIN,261,243,58,5,26,14,1,0.280769,0.353909
Austin Hays,SDP,426,389,98,14,57,29,4,0.307512,0.431877
Miguel Amaya,CHC,278,248,59,8,27,19,7,0.307971,0.387097
Chris Newell,LAD,515,458,96,21,59,49,3,0.287938,0.399563
Brock Wilken,MIL,407,350,69,14,44,52,4,0.307125,0.365714
Alex Jackson,MIN,280,254,51,10,34,20,5,0.271429,0.38189
Brandon Butterworth,BAL,521,481,110,11,67,28,9,0.28215,0.363825
Andruw Monasterio,BOS,353,312,80,7,45,34,4,0.334278,0.384615
Nathan Church,STL,496,448,113,7,63,33,8,0.313008,0.352679
Roc Riggio,COL,434,385,91,15,58,41,6,0.318707,0.425974
Tyler Black,MIL,461,397,93,10,59,54,8,0.336226,0.380353
Garrett Mitchell,MIL,224,197,46,5,29,23,2,0.318386,0.380711
Jeremiah Jackson,BAL,507,476,116,17,54,24,4,0.284024,0.405462
Kevin Parada,NYM,439,395,87,13,41,33,6,0.287671,0.372152
Nolan Arenado,ARI,435,396,99,10,43,30,4,0.305747,0.381313
Luis Lara,MIL,611,541,122,2,66,55,11,0.307692,0.297597
A.J. Ewing,NYM,614,552,138,4,82,52,4,0.315961,0.353261
Justin Foscue,TEX,461,411,94,13,54,40,7,0.306522,0.386861
Jonah Bride,TEX,398,340,74,8,41,48,6,0.321608,0.338235
Jose Siri,LAA,351,321,64,13,46,22,4,0.257143,0.370717
Kody Huff,CLE,389,348,75,5,34,32,5,0.289406,0.310345
Trei Cruz,DET,504,440,100,10,64,58,2,0.318091,0.356818
Drew Millas,WSN,310,282,68,5,31,24,1,0.300971,0.358156
Diego Velasquez,SFG,577,503,124,2,52,48,8,0.320285,0.308151
John Rave,KCR,469,413,96,10,58,44,3,0.308855,0.372881
Kala'i Rosario,MIN,557,497,116,19,68,53,5,0.312388,0.418511
Christian Koss,SFG,329,301,75,6,41,17,5,0.298462,0.362126
Eduardo Quintero,LAD,555,485,108,16,82,57,7,0.310469,0.373196
Akil Baddoo,MIL,462,408,91,13,58,49,2,0.307359,0.379902
Buddy Kennedy,SFG,447,393,99,8,53,42,7,0.331096,0.379135
Michael Massey,KCR,419,387,97,11,42,21,5,0.294258,0.392765
Dominic Canzone,SEA,444,406,101,16,56,32,3,0.306306,0.418719
Enmanuel Valdez,PIT,389,345,83,12,44,38,2,0.31701,0.405797
Bryce Teodosio,LAA,382,347,78,5,42,21,7,0.280423,0.32853
Tyler Tolbert,KCR,429,382,88,5,57,26,6,0.28777,0.335079
Ramon Mendoza,STL,395,345,78,7,42,37,5,0.307692,0.33913
Daniel Schneemann,CLE,412,368,82,10,47,39,2,0.29927,0.366848
Walker Janek,HOU,397,369,76,9,47,21,6,0.259446,0.333333
Michael Helman,TEX,376,341,75,10,52,23,6,0.278075,0.369501
Miguel Rojas,LAD,307,280,68,5,30,20,3,0.298361,0.342857
Nick Allen,HOU,442,395,91,4,43,34,3,0.294253,0.306329
Jerar Encarnacion,SFG,367,336,84,14,41,26,3,0.307902,0.419643
Kenny Piper,TBR,304,270,51,9,34,24,7,0.269737,0.337037
Bryce Eldridge,SFG,525,470,113,22,52,45,4,0.308571,0.440426
Mike Trout,LAA,420,352,79,17,54,59,6,0.342857,0.414773
Cam Devanney,,442,399,91,10,43,33,6,0.295455,0.365915
Rodolfo Durán,SDP,329,301,69,10,38,19,3,0.28,0.385382
Brandon Lowe,PIT,469,422,100,17,56,39,4,0.304904,0.409953
Bobby Dalbec,,432,388,87,14,50,37,5,0.298611,0.386598
César Salazar,HOU,281,239,51,5,28,25,12,0.315412,0.317992
Charles Leblanc,,352,308,73,8,37,38,4,0.327635,0.363636
Maximo Acosta,MIA,532,484,112,12,61,40,4,0.293785,0.35124
Tyler O'Neill,BAL,343,301,71,15,42,35,4,0.3207,0.431894
Jack Brannigan,PIT,325,291,64,8,39,25,7,0.296296,0.360825
Caleb Bonemer,CHW,526,460,97,11,74,52,8,0.298479,0.33913
Nate Furman,SFG,309,267,67,5,45,30,8,0.343137,0.35206
Phillip Glasser,WSN,498,447,118,6,60,39,7,0.331313,0.355705
Nick Yorke,PIT,536,492,125,8,62,37,4,0.309702,0.361789
Jacob Melton,TBR,386,354,79,12,50,29,2,0.284974,0.375706
Luis Rengifo,SDP,458,421,104,10,48,30,4,0.301969,0.370546
Nathan Flewelling,TBR,508,432,77,8,45,62,6,0.286561,0.296296
Esmerlyn Valdez,PIT,555,495,120,19,62,45,12,0.318919,0.416162
Corey Joyce,TEX,378,326,76,4,41,40,10,0.333333,0.325153
Max Kepler,ARI,397,353,82,14,49,37,4,0.309824,0.405099
Colt Keith,DET,531,476,124,16,71,48,3,0.329567,0.426471
Jackson Cluff,CHC,365,318,63,8,44,37,4,0.288089,0.327044
Carlos Jorge,CIN,498,452,102,10,64,33,5,0.284553,0.365044
Nick Sogard,BOS,473,414,102,5,60,50,4,0.33121,0.342995
Ryan Ignoffo,MIA,347,323,77,7,42,20,1,0.282421,0.374613
Kevin Alcántara,CHC,494,451,108,13,57,38,3,0.301619,0.37694
Wyatt Young,NYM,439,385,88,3,47,44,3,0.310345,0.288312
Angel Genao,CLE,459,424,104,7,56,30,2,0.296296,0.360849
Aidan Smith,NYM,501,451,97,14,74,42,5,0.287425,0.361419
Victor Robles,SEA,261,230,57,5,31,17,8,0.319066,0.369565
Tommy Troy,ARI,524,470,111,8,52,41,7,0.304598,0.344681
Luke Adams,MIL,352,286,55,11,51,43,21,0.338068,0.367133
Ryan O'Hearn,PIT,447,396,103,12,50,43,5,0.337808,0.406566
Jose Altuve,HOU,497,449,114,14,60,41,5,0.321932,0.398664
George Springer,TOR,477,418,104,16,66,50,6,0.33543,0.411483
Cole Carrigg,COL,520,472,117,12,73,33,7,0.304854,0.398305
Matt Vierling,DET,425,384,96,11,51,34,4,0.315294,0.398438
Danny De Andrade,MIN,507,463,99,8,49,30,13,0.280079,0.347732
Cam Smith,HOU,500,449,109,11,59,43,6,0.316,0.380846
Chas McCormick,CHC,326,286,64,9,38,27,6,0.30031,0.36014
Christian Walker,HOU,498,444,99,20,54,42,7,0.297189,0.407658
Chad Stevens,COL,496,444,111,12,57,40,8,0.321212,0.400901
Marcelo Mayer,SFG,373,339,82,10,50,29,2,0.302949,0.39528
Matthew Ellis,SEA,349,308,57,9,37,35,5,0.277937,0.314935
Carlos Pérez,DET,357,320,68,12,39,29,5,0.285714,0.378125
Nathaniel Lowe,CLE,565,502,128,18,61,57,4,0.334513,0.410359
Dylan Carlson,,375,323,74,8,41,42,6,0.325333,0.359133
Tyler Locklear,ARI,524,464,117,14,64,43,14,0.332061,0.409483
Cal Stevenson,DET,364,307,68,5,46,47,1,0.32312,0.32899
Adolis García,PHI,495,451,107,20,59,34,5,0.29495,0.423503
Devin Mann,,382,338,75,7,42,35,6,0.304462,0.346154
Jon Berti,,294,264,64,4,35,24,3,0.31058,0.329545
