Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Josh Sborz,TEX,0,43,40.3,5,40,18,1.11663,1.38958,4.24318
Eric Cerantola,SFG,3,33,53.7,6,52,27,1.00559,1.39665,4.52514
Robert Stock,NYM,14,19,71,11,64,35,1.39437,1.53521,5.19718
Nate Pearson,KCR,1,44,52.7,7,52,24,1.19545,1.3852,4.44023
Declan Cronin,TEX,1,42,48.7,5,41,20,0.924025,1.35524,4.43532
Dylan Cumming,CHW,13,25,72.3,11,53,27,1.36929,1.43845,5.22822
Roman Angelo,ARI,21,21,103,13,79,49,1.13592,1.48544,4.71845
Wilmy Sanchez,NYY,0,43,60.7,7,59,30,1.03789,1.40033,4.00329
Seth Halvorsen,LAD,0,43,43.7,5,40,21,1.02975,1.44165,4.53089
Kyle Funkhouser,,10,16,61.7,9,58,34,1.3128,1.5235,5.25122
Andrew Kittredge,BAL,1,50,47.3,7,44,13,1.33192,1.28964,3.99577
Ryan Jennings,,3,34,53.3,7,52,23,1.18199,1.33208,4.39024
Ethan Roberts,CHC,1,41,46.3,6,46,19,1.16631,1.31749,4.27646
Will Brian,NYY,1,34,42.7,5,39,20,1.05386,1.38173,4.42623
Colin Holderman,CLE,1,44,47.3,5,45,20,0.951374,1.33192,3.99577
Carson Fulmer,SEA,5,27,61.3,8,47,27,1.17455,1.45188,4.55139
Grant Kipp,CHC,18,21,86.7,12,71,40,1.24567,1.41869,4.87889
Taijuan Walker,,17,24,97.3,17,65,37,1.57246,1.46968,5.27235
Kevin Abel,CIN,20,21,92,15,70,47,1.46739,1.55435,5.77174
Chris Roycroft,TBR,0,46,59,5,47,27,0.762712,1.44068,4.42373
Lake Bachar,PIT,1,43,59,8,60,26,1.22034,1.37288,4.27119
Yosver Zulueta,BAL,2,43,59,6,64,28,0.915254,1.28814,3.9661
Jason Adam,SDP,0,50,48,5,47,20,0.9375,1.20833,3.75
Julian Garcia,CIN,6,11,39,7,39,19,1.61538,1.51282,5.53846
Tyler Anderson,LAA,19,20,104.7,19,78,46,1.63324,1.51862,5.24355
Austin Warren,NYM,3,35,50.3,7,45,20,1.25249,1.35189,4.47316
Saul Garcia,NYM,4,31,51.7,6,52,27,1.04449,1.41199,4.70019
Michel Otañez,TEX,0,42,46.7,5,57,26,0.963597,1.34904,4.23983
Tyler Kinley,DET,0,53,51,7,56,24,1.23529,1.37255,4.41176
Ronan Kopp,LAD,0,48,56.7,6,60,34,0.952381,1.44621,4.44444
Walter Pennington,,2,36,52,6,45,23,1.03846,1.42308,4.32692
Carson Hobbs,LAD,0,42,48.7,6,46,21,1.10883,1.3347,4.43532
Cade Gibson,MIA,6,36,69,8,54,27,1.04348,1.37681,4.30435
Kervin Castro,NYY,0,38,46.3,5,43,22,0.971922,1.38229,4.47084
Cruz Noriega,,4,23,48.3,6,35,19,1.11801,1.44928,5.03106
Noah Davis,PIT,8,29,70,9,60,27,1.15714,1.38571,4.75714
Greg Weissert,BOS,0,59,56,7,51,21,1.125,1.32143,4.01786
George Soriano,STL,2,44,67.3,8,63,25,1.06984,1.27786,4.27935
Matt Jachec,CLE,0,31,50.7,6,41,17,1.06509,1.30178,3.90533
Erick Leal,,20,22,97,17,79,41,1.57732,1.43299,5.47423
Anthony Banda,MIN,3,52,51.7,6,48,25,1.04449,1.45068,4.35203
Connor Brogdon,CLE,1,48,55,8,57,24,1.30909,1.38182,4.25455
Jack Leftwich,CLE,5,30,49.7,7,40,19,1.26761,1.38833,4.34608
Nick Sandlin,DET,1,52,47.3,7,49,21,1.33192,1.31078,4.37632
Chase Shugart,PHI,3,40,57.7,8,45,23,1.24783,1.38648,4.83536
Sean Hunley,,7,25,65,9,38,19,1.24615,1.33846,4.84615
Drew Pomeranz,,4,51,44.7,7,44,17,1.4094,1.36465,4.83221
Omar Cruz,SDP,7,28,74,9,70,38,1.09459,1.43243,4.62162
Will Klein,LAD,0,49,56.7,6,59,31,0.952381,1.42857,4.44444
David Buchanan,,14,17,84.7,13,46,30,1.38135,1.54664,5.31287
Hunter Bigge,TBR,0,37,41.7,5,44,21,1.07914,1.39089,4.10072
Calvin Faucher,MIA,1,55,52.7,6,51,24,1.02467,1.40417,3.92789
Jaylen Nowlin,MIN,8,29,66.3,8,57,35,1.08597,1.49321,4.88688
Diego Barrera,ATH,1,37,51,6,37,18,1.05882,1.37255,4.41176
Caleb Bolden,BOS,8,21,58,7,43,27,1.08621,1.5,4.96552
Jonathan Hernández,LAD,1,39,46.3,5,42,23,0.971922,1.46868,4.66523
Andrew Walters,CLE,1,50,48.7,6,57,25,1.10883,1.29363,3.8809
Phil Bickford,,0,43,48,6,45,18,1.125,1.3125,4.5
Jesse Bergin,MIN,0,39,46.7,5,40,19,0.963597,1.34904,4.23983
John Means,KCR,14,14,52.7,9,32,15,1.537,1.34725,4.95256
Noah Murdock,PIT,2,30,46.7,4,40,26,0.770878,1.52034,4.62527
Trevor Stephan,CLE,1,44,43,5,41,17,1.04651,1.34884,3.97674
Justin Wilson,,0,51,39,5,40,17,1.15385,1.48718,4.38462
Grant Anderson,MIL,0,53,60.3,8,62,24,1.19403,1.27695,4.1791
Tyler Ivey,,19,21,92,14,66,44,1.36957,1.55435,5.08696
Konnor Pilkington,,9,44,67.3,9,64,36,1.20357,1.47103,4.68053
Kenta Maeda,,16,21,84,14,63,34,1.5,1.5119,5.57143
Ryne Stanek,STL,0,53,45.7,5,45,24,0.984683,1.4442,4.3326
Ryan Murphy,STL,16,20,68,9,45,28,1.19118,1.45588,4.89706
Brandyn Garcia,ARI,8,37,66.3,6,56,30,0.81448,1.38763,4.34389
Derrick Edington,TBR,0,44,50.7,6,41,18,1.06509,1.3215,4.26035
Shelby Miller,CHC,1,44,45,6,45,17,1.2,1.22222,4
Kodi Whitley,TBR,0,32,41,6,37,13,1.31707,1.31707,4.39024
Sam Moll,CIN,0,50,42,5,41,22,1.07143,1.42857,4.92857
Bailey Horn,DET,4,40,51.7,6,47,26,1.04449,1.45068,4.52611
Beau Burrows,PIT,5,30,51.7,6,41,24,1.04449,1.47002,4.52611
Garrett Davila,,6,38,62.7,8,50,26,1.14833,1.41946,4.73684
Wilian Bormie,TEX,2,34,56,7,54,28,1.125,1.41071,4.66071
John Stankiewicz,,2,36,51.7,6,38,21,1.04449,1.45068,4.70019
Shane Rademacher,SFG,14,22,91,14,48,25,1.38462,1.40659,5.04396
Garrett Acton,MIN,3,42,52.3,7,51,24,1.20459,1.37667,4.3021
Joel Payamps,ATL,0,52,50,6,44,16,1.08,1.28,3.96
Cionel Pérez,NYM,0,46,46.3,3,39,25,0.583153,1.49028,4.47084
Dale Stanavich,SFG,1,40,50.3,5,48,26,0.894632,1.45129,4.29423
Anderson Pilar,ATL,3,37,54,7,46,17,1.16667,1.31481,4.5
John King,MIA,0,49,50.3,5,32,15,0.894632,1.41153,3.93638
Andrew Misiaszek,,1,30,40.7,4,36,20,0.884521,1.42506,4.20147
Wil Crowe,,9,21,54,7,38,27,1.16667,1.55556,5.33333
Cory Wall,ATL,5,30,50.7,7,41,17,1.2426,1.34122,4.43787
Brayan Castillo,,5,33,53.7,7,46,29,1.17318,1.54562,4.86034
Justin Topa,NYY,1,44,45,5,36,15,1,1.4,4.4
Evan Reifert,TBR,1,38,38,4,43,21,0.947368,1.36842,4.5
Will Childers,MIL,1,45,55.3,7,50,24,1.13924,1.37432,4.39421
Huascar Brazobán,CHW,2,44,53,6,50,27,1.01887,1.45283,4.41509
Andrew Saalfrank,ARI,0,42,47.7,4,43,25,0.754717,1.42558,3.77358
Luke Murphy,LAA,1,37,48.7,6,41,19,1.10883,1.37577,4.62012
Elieser Hernández,ATL,13,20,71,13,58,24,1.64789,1.39437,5.07042
Brian Fitzpatrick,MIL,2,29,51.7,7,47,22,1.21857,1.35397,4.52611
Dustin Saenz,,11,28,73.7,10,36,22,1.22117,1.45183,5.00678
Domingo Gonzalez,SEA,2,40,57.3,6,52,24,0.942408,1.32635,4.24084
Paul Gervase,LAD,1,44,57.3,8,63,27,1.25654,1.32635,4.39791
Michael Arias,NYY,6,30,49.3,6,48,29,1.09533,1.48073,4.92901
Morgan McSweeney,BOS,11,20,57.3,8,37,25,1.25654,1.50087,4.86911
Bryce Osmond,LAA,18,19,67,11,54,30,1.47761,1.47761,5.37313
Jackson Stephens,,3,25,44.3,6,35,14,1.21896,1.3544,4.46953
Manuel Castro,SDP,1,39,53.3,7,52,23,1.18199,1.35084,4.39024
Garrett Schoenle,CHW,5,35,60.7,9,49,25,1.33443,1.43328,4.89292
Mason Erla,LAA,7,20,51.3,7,31,20,1.22807,1.50097,5.08772
Carson Skipper,,0,41,56.7,8,45,19,1.26984,1.3933,4.7619
Jacob Webb,CHC,0,49,54,7,50,21,1.16667,1.25926,4.33333
Joe Jiménez,ATL,0,46,42.7,6,48,17,1.26464,1.28806,4.21546
Brock Stewart,LAD,0,43,40,6,43,18,1.35,1.35,4.275
Trevor Richards,CHW,2,39,48.7,7,49,22,1.29363,1.41684,5.17454
Kade Strowd,ARI,0,45,53.7,5,50,25,0.837989,1.37803,3.85475
Luis García,,1,49,44.7,4,37,20,0.805369,1.49888,4.42953
Edgar Sanchez,ATH,6,24,49,6,39,24,1.10204,1.44898,4.77551
Jimmy Endersby,,10,19,65.3,10,46,26,1.37825,1.4242,4.68606
José Quijada,,0,45,41.3,5,45,20,1.08959,1.35593,4.35835
Ty Blach,,13,19,68.3,12,41,18,1.58126,1.46413,5.53441
Angel Macuare,,5,23,50,7,34,17,1.26,1.4,4.86
Ryan Borucki,CLE,1,49,41.7,4,40,18,0.863309,1.34293,4.10072
Jarret Whorff,ATL,1,34,63.7,8,53,24,1.1303,1.38148,4.52119
Blake Treinen,LAD,1,43,36.3,5,37,16,1.23967,1.46006,4.71074
Misael Tamarez,,6,35,71,9,57,33,1.14085,1.43662,4.8169
Austin Roberts,TEX,1,39,56.3,7,48,23,1.11901,1.33215,4.47602
Junior Santos,,6,37,63.7,7,41,29,0.989011,1.52276,4.94506
Josh Fleming,STL,4,35,68,8,32,21,1.05882,1.45588,4.63235
Bryan Magdaleno,TEX,0,44,44.7,4,45,24,0.805369,1.38702,4.22819
Eric Pardinho,TOR,1,33,42,5,38,21,1.07143,1.47619,4.5
Chris Kachmar,,18,21,87.7,14,72,40,1.43672,1.45952,5.13113
Andrew Bash,ATH,7,31,67.7,8,48,30,1.06352,1.4771,4.91876
Michael Darrell-Hicks,PIT,4,32,56.3,7,44,19,1.11901,1.34991,4.47602
Brennan Bernardino,COL,3,48,44.3,5,39,23,1.0158,1.51242,4.67269
Tristan Garnett,PHI,0,34,40.7,5,40,20,1.10565,1.42506,4.64373
Matt Cronin,,0,36,40,4,36,19,0.9,1.4,4.05
Ryan Watson,TOR,14,16,83,15,47,24,1.62651,1.39759,5.31325
John Rooney,TBR,3,40,50.7,6,50,24,1.06509,1.40039,4.43787
Leon Hunter Jr.,,1,36,38.7,5,38,17,1.16279,1.39535,4.18605
Reiver Sanmartin,SFG,2,38,54,6,39,16,1,1.35185,4.16667
Mason Green,COL,10,28,70.7,10,52,37,1.27298,1.61245,5.21924
Pierce Johnson,CIN,0,53,45.3,7,47,20,1.39073,1.45695,4.76821
Eduarniel Núñez,CHC,0,43,49.7,5,51,30,0.905433,1.46881,4.52716
Joe Mantiply,TOR,2,43,41.3,6,32,12,1.30751,1.38015,4.57627
Paul Sewald,TOR,1,44,40.3,6,38,14,1.33995,1.29032,4.24318
Luke Albright,,10,20,65.7,8,55,36,1.09589,1.52207,4.52055
Houston Harding,,8,19,54.7,8,39,26,1.31627,1.55393,5.10055
Andrew Magno,BAL,1,40,56,6,49,26,0.964286,1.41071,4.5
Dylan File,DET,17,20,94.7,16,53,27,1.52059,1.44667,5.32207
Alex Carrillo,SFG,0,39,44.7,6,46,21,1.20805,1.36465,4.63087
Joey Mancini,HOU,11,22,94.3,13,58,35,1.24072,1.421,4.96288
Austin Cox,ATL,7,34,66,9,52,26,1.22727,1.42424,4.63636
Luis Frías,,1,37,43.3,5,41,21,1.03926,1.47806,4.3649
Cole Sulser,TBR,1,40,43.3,6,36,16,1.24711,1.40878,4.57275
Jorge López,,0,42,42.3,4,34,15,0.851064,1.37116,4.68085
Camden Minacci,LAA,0,45,57,7,46,22,1.10526,1.38596,4.42105
Eli Morgan,NYY,0,41,46.7,6,40,16,1.15632,1.30621,4.23983
Michael Petersen,MIA,1,41,45.3,6,42,18,1.19205,1.39073,4.56954
Jack Little,DET,0,44,54,7,41,19,1.16667,1.35185,4.66667
Shintaro Fujinami,,4,27,46.7,5,47,27,0.963597,1.4561,4.43255
Rico Garcia,BAL,2,42,49.3,7,51,25,1.27789,1.44016,4.56389
Yohan Ramírez,PIT,0,43,53.7,5,55,23,0.837989,1.32216,4.35754
Chay Yeager,TOR,1,41,49.7,6,43,21,1.08652,1.32797,4.52716
Riley Martin,CHC,1,40,55.7,6,57,31,0.969479,1.41831,4.36266
Anthony Maldonado,,0,43,53.3,7,53,22,1.18199,1.31332,4.22139
Stephen Nogosek,,4,33,45.3,5,37,23,0.993378,1.47903,4.76821
Brandan Bidois,MIA,0,39,50,6,48,23,1.08,1.36,4.14
Nate Garkow,,0,34,45.7,6,45,21,1.18162,1.33479,4.3326
Tyson Neighbors,BAL,0,45,54,7,53,20,1.16667,1.24074,4.33333
Antonio Jimenez,,5,29,57,7,48,26,1.10526,1.4386,4.42105
Micah Dallas,ATH,1,36,47.3,7,34,13,1.33192,1.33192,4.5666
Nate Peterson,CIN,9,25,65.7,11,47,29,1.50685,1.53729,5.61644
Joe Ross,TEX,5,29,50.7,6,37,21,1.06509,1.47929,4.43787
Carter Spivey,CLE,14,20,72.7,10,45,31,1.23796,1.48556,4.82806
Frankie Montas,,17,18,84,14,67,40,1.5,1.54762,5.67857
Touki Toussaint,,6,22,64.3,8,58,36,1.11975,1.52411,5.17885
Anthony Misiewicz,CIN,0,41,42.7,6,37,16,1.26464,1.38173,4.84777
Elvin Rodríguez,,8,25,61.3,10,43,19,1.46819,1.40294,4.84502
Erian Rodriguez,CHC,14,18,74,10,52,32,1.21622,1.43243,5.10811
Skylar Hales,STL,0,48,52,6,44,18,1.03846,1.28846,4.15385
Jake Cousins,LAD,0,42,41,5,47,21,1.09756,1.31707,4.39024
Michael Cuevas,,12,27,69.3,8,42,32,1.03896,1.54401,5.06493
Nate Lavender,NYM,0,30,42.3,5,46,21,1.06383,1.34752,4.25532
Ryan Brasier,,1,43,40.3,5,29,13,1.11663,1.29032,4.68983
Patrick Halligan,BOS,2,33,53.3,7,43,21,1.18199,1.40713,4.72795
Connor Gillispie,PHI,12,19,77.3,14,55,31,1.63001,1.4489,5.70505
Zach Agnos,COL,0,45,48.7,7,41,18,1.29363,1.3347,4.62012
Jerming Rosario,LAD,9,32,72.7,10,63,40,1.23796,1.51307,5.32325
Kirby Yates,PIT,0,50,43.7,6,49,22,1.2357,1.35011,4.32494
Joe Jacques,NYM,1,42,47.3,5,39,18,0.951374,1.39535,4.5666
Miles Mikolas,,21,21,106,21,67,29,1.78302,1.4717,5.60377
Ryan Loutos,SEA,0,45,54.7,6,48,22,0.987203,1.35283,4.44241
Tyler Rogers,TOR,0,62,57.7,7,38,15,1.09185,1.2825,4.05546
Anthony Simonelli,KCR,2,29,47.3,6,41,21,1.14165,1.41649,4.75687
José Castillo,,0,41,43.7,5,44,19,1.02975,1.39588,4.53089
Ryan Bourassa,,0,36,45.7,5,45,23,0.984683,1.35667,4.3326
Justin Bruihl,STL,0,47,49.7,5,44,19,0.905433,1.32797,4.16499
Carlos Duran,KCR,7,29,55.7,8,52,33,1.29264,1.54399,5.33214
Ryan Garcia,CIN,12,20,66.7,10,54,36,1.34933,1.52924,5.53223
Amilcar Chirinos,HOU,2,35,47,6,42,22,1.14894,1.40426,4.59574
Jayden Murray,CHC,4,40,62.3,8,53,26,1.1557,1.38042,4.62279
Lane Ramsey,,0,34,38,5,37,19,1.18421,1.44737,4.5
Kade Bragg,MIA,0,40,58,7,57,26,1.08621,1.34483,4.34483
Joey Danielson,TEX,0,43,50.7,6,43,23,1.06509,1.40039,4.61538
Oddanier Mosqueda,,0,48,57.3,6,53,25,0.942408,1.36126,4.24084
Riley O'Brien,STL,0,48,52.7,5,54,26,0.85389,1.36622,3.92789
Yuki Matsui,SDP,0,54,54,7,54,26,1.16667,1.37037,4.16667
Nick Merkel,MIL,1,28,49.7,7,45,19,1.26761,1.32797,4.52716
Levi Stoudt,PHI,11,25,65,10,44,27,1.38462,1.50769,5.26154
Hoby Milner,CHC,0,54,51,6,41,16,1.05882,1.31373,4.23529
Baron Stuart,WSN,12,24,68,9,44,34,1.19118,1.52941,5.29412
Magnus Ellerts,CLE,0,38,47,6,49,23,1.14894,1.3617,4.02128
Parker Mushinski,COL,0,43,44.3,5,41,23,1.0158,1.51242,4.87585
Richard Guasch,BAL,1,28,42.7,5,40,20,1.05386,1.40515,4.637
Nate Ackenhausen,KCR,2,31,43.7,5,37,21,1.02975,1.41876,4.73684
Frank Mozzicato,KCR,19,23,86.7,11,62,52,1.14187,1.61476,5.19031
Colby Martin,MIA,0,45,44.7,4,41,27,0.805369,1.49888,4.22819
Ryan Thompson,ARI,0,49,44.3,5,34,13,1.0158,1.30926,3.86005
Carter Rustad,CLE,1,30,47.7,6,36,19,1.13208,1.38365,4.90566
Kyle Finnegan,DET,1,49,49,7,42,19,1.28571,1.36735,4.40816
Jared Kelley,,3,31,50,6,40,28,1.08,1.56,4.86
José Leclerc,SDP,0,44,45.3,6,49,25,1.19205,1.43488,4.37086
Stevie Emanuels,ATH,3,34,51.7,6,48,31,1.04449,1.52805,4.87427
Troy Taylor,SEA,0,53,52,6,49,22,1.03846,1.30769,4.32692
Simon Miller,,0,39,49.3,7,44,21,1.27789,1.39959,4.92901
John Brebbia,BOS,2,40,39.3,7,36,16,1.60305,1.52672,5.26718
Eric Reyzelman,NYY,0,40,47,6,48,24,1.14894,1.3617,4.40426
Chris Flexen,,13,23,85.3,14,61,34,1.47714,1.44197,4.95897
Miguel Cienfuegos,,9,24,72.3,10,47,28,1.24481,1.45228,4.85477
Kelly Austin,NYY,0,45,48.3,6,35,18,1.11801,1.34576,4.47205
Casey Anderson,ARI,12,23,78,9,55,35,1.03846,1.47436,4.73077
Dillon Tate,LAA,0,41,44,5,35,19,1.02273,1.40909,4.5
Ryan Zeferjahn,CHC,1,49,54,7,60,28,1.16667,1.35185,4.5
Robby Ahlstrom,TEX,2,41,56,7,49,27,1.125,1.42857,4.82143
Erik Swanson,,0,48,44,7,39,17,1.43182,1.36364,4.5
Brooks Kriske,ATH,0,36,43.3,6,47,23,1.24711,1.45497,4.7806
Jack Dashwood,,2,38,51,7,43,19,1.23529,1.37255,4.58824
Ron Marinaccio,MIN,0,45,53.7,7,53,24,1.17318,1.30354,4.18994
Scott Effross,SEA,1,38,42.3,5,26,14,1.06383,1.44208,4.68085
Tyler Ferguson,CHC,0,51,56,6,53,29,0.964286,1.41071,4.66071
Cy Nielson,PIT,2,36,51.3,5,44,24,0.877193,1.40351,4.5614
Tyler Mattison,DET,2,38,42.3,6,41,21,1.2766,1.41844,4.46809
Dalton Roach,,3,31,52.7,8,38,18,1.36622,1.40417,5.12334
Evan Gates,PHI,1,36,56.7,8,50,25,1.26984,1.44621,4.92063
Ryan Brady,,1,27,47.7,6,34,16,1.13208,1.38365,4.5283
Kenny Serwa,DET,18,22,93,12,49,38,1.16129,1.49462,5.32258
Ryan Cusick,PHI,10,29,56,8,47,30,1.28571,1.51786,5.30357
Gerson Garabito,MIL,11,21,57,9,47,22,1.42105,1.40351,5.21053
Isaiah Campbell,ARI,0,42,54.7,6,37,17,0.987203,1.35283,4.11335
Carlos Vargas,SEA,0,57,63.3,6,47,22,0.853081,1.32701,4.12322
Tommy McCollum,TBR,0,44,48.3,6,42,20,1.11801,1.36646,4.47205
John Gant,,18,18,76,12,50,35,1.42105,1.59211,5.32895
Brent Suter,ATL,3,38,50,7,37,18,1.26,1.46,4.86
Tyler Davis,CHW,0,36,46.3,6,42,23,1.16631,1.46868,4.66523
Nick Krauth,TEX,9,18,68.3,9,38,26,1.18594,1.43485,5.40264
Josh Simpson,SEA,1,47,53.3,6,57,27,1.01313,1.36961,4.39024
Trevin Michael,DET,0,35,53.3,7,47,22,1.18199,1.38837,4.5591
Reidis Sena,BOS,2,28,43,5,38,25,1.04651,1.53488,4.60465
Blair Calvo,,2,31,39.3,5,34,17,1.14504,1.42494,4.80916
Joe La Sorsa,,0,49,56,6,40,18,0.964286,1.32143,4.17857
Cole Percival,MIN,6,26,53.3,7,39,26,1.18199,1.50094,4.89681
Matt Festa,CLE,0,50,50,7,48,19,1.26,1.32,4.32
Nelson L. Alvarez,,0,33,42,5,37,19,1.07143,1.42857,4.92857
Ryan Jensen,,4,29,43.7,5,43,27,1.02975,1.48741,4.53089
Evan Shawver,COL,3,29,47.3,6,34,23,1.14165,1.56448,5.3277
Matt Krook,WSN,4,33,52.3,6,50,33,1.0325,1.56788,4.99044
Michael Dominguez,,14,22,68.3,11,58,37,1.44949,1.50805,5.00732
Christian Montes De Oca,,0,35,47.3,5,37,16,0.951374,1.31078,3.99577
Matt Bowman,MIN,1,39,45.3,6,34,18,1.19205,1.47903,4.96689
Collin Snider,CHC,0,46,50,7,42,18,1.26,1.34,4.32
Jake McSteen,,2,27,42.3,6,31,14,1.2766,1.41844,4.68085
Robinson Ortiz,SEA,1,41,50,5,49,26,0.9,1.38,4.32
Keone Kela,,0,28,30,4,31,18,1.2,1.56667,4.8
James Karinchak,ATL,0,46,45.3,6,54,27,1.19205,1.4128,4.17219
Lou Trivino III,PHI,2,44,41.7,6,37,20,1.29496,1.53477,4.96403
Jefry Yan,NYM,1,32,39.7,4,42,25,0.906801,1.51134,4.7607
Bryce Montes de Oca,,1,32,33.3,3,39,24,0.810811,1.56156,4.59459
Mike Clevinger,,18,22,82.3,13,61,35,1.42163,1.49453,4.92102
Juan Mercedes,,13,18,75.3,12,49,26,1.43426,1.43426,5.01992
Tejay Antone,CIN,3,18,27.7,4,22,14,1.29964,1.58845,5.84838
Trent Thornton,CHC,0,39,45,6,36,14,1.2,1.26667,4.4
Harrison Cohen,NYY,1,45,45.3,6,44,23,1.19205,1.39073,4.56954
Josh Staumont,,0,35,32.3,3,29,21,0.835913,1.57895,5.29412
Yimi García,TOR,0,44,41,6,41,16,1.31707,1.31707,4.39024
Dallas Keuchel,ATH,15,15,67,10,40,32,1.34328,1.73134,5.50746
Raymond Burgos,BOS,0,30,44.7,5,33,14,1.00671,1.31991,4.22819
Wilkin Ramos,SFG,1,42,55.7,5,44,25,0.807899,1.41831,4.20108
Luis Mey,CIN,0,52,52,6,51,31,1.03846,1.5,5.01923
Zach Brzykcy,MIA,0,46,47.7,6,48,22,1.13208,1.38365,4.33962
Adbert Alzolay,,1,36,41.3,6,36,13,1.30751,1.28329,4.35835
Jackson Kowar,BAL,5,29,49,7,41,24,1.28571,1.53061,4.95918
Chris Devenski,NYM,2,38,42.3,6,32,14,1.2766,1.41844,4.68085
Tim Hill,NYY,0,52,48,5,25,14,0.9375,1.39583,4.3125
Cameron Cotter,CIN,0,31,42.7,5,28,12,1.05386,1.35831,4.42623
Rolddy Muñoz,ATL,3,37,55,6,48,27,0.981818,1.45455,4.41818
Danny Watson,NYY,0,39,51.7,7,42,16,1.21857,1.23791,4.52611
Tyler Bryant,MIL,0,34,38.7,5,37,19,1.16279,1.39535,4.4186
Seth Martinez,BOS,1,43,46.7,6,37,19,1.15632,1.41328,4.62527
Nick Jones,,2,34,47.3,6,40,22,1.14165,1.45877,4.94715
Andrew Baker,COL,0,40,48.3,6,46,25,1.11801,1.46998,4.84472
Logan Whitaker,MIA,0,28,40.3,5,28,14,1.11663,1.38958,4.68983
Juan Nuñez,BAL,10,18,54.3,8,45,28,1.32597,1.49171,5.30387
Daniel Missaki,TEX,6,24,57,9,50,25,1.42105,1.42105,5.21053
Sam McWilliams,BOS,3,23,39,5,40,22,1.15385,1.46154,4.61538
Cam Sanders,BAL,3,39,51,6,50,32,1.05882,1.54902,4.76471
Valentin Linarez,,4,33,54,7,45,26,1.16667,1.48148,5
Gavin Hollowell,CHC,0,38,45,5,46,22,1,1.35556,4.4
Blake Weiman,LAA,0,35,40.7,6,33,13,1.32678,1.35135,4.4226
Erik Tolman,WSN,11,27,70,9,54,38,1.15714,1.54286,5.4
Florencio Serrano,,3,18,39,5,22,15,1.15385,1.46154,5.30769
Alec Gamboa,BOS,5,20,53,6,33,28,1.01887,1.60377,4.92453
Jared Southard,LAA,0,42,55,7,46,21,1.14545,1.36364,4.58182
Colin Peluse,,5,34,59,10,40,17,1.52542,1.37288,5.0339
Liam Hendriks,,1,35,30,5,31,15,1.5,1.56667,5.1
Joe Barlow,,0,40,52.3,8,46,19,1.37667,1.33843,4.64627
Mason Vinyard,MIA,1,36,44.3,6,39,21,1.21896,1.39955,4.87585
Jake Higginbotham,,0,38,54.3,7,47,22,1.16022,1.39963,4.47514
Carter Loewen,,1,31,38.7,5,35,18,1.16279,1.42119,4.65116
Leonardo Pestana,,3,29,40.3,5,37,23,1.11663,1.48883,5.13648
Phil Maton,CHC,0,55,52.3,6,52,22,1.0325,1.24283,3.95794
David Robertson,,0,43,42.7,6,45,21,1.26464,1.45199,4.637
Rhett Kouba,,7,27,71.3,9,47,32,1.13604,1.48668,4.79663
Evan Kravetz,,2,29,42.7,6,36,22,1.26464,1.52225,5.48009
Jarold Rosado,CHW,0,34,42,4,32,23,0.857143,1.52381,4.92857
Jordany Ventura,,7,27,55,7,47,31,1.14545,1.49091,5.07273
Gavin Collyer,TEX,3,38,57.7,7,58,32,1.09185,1.43847,4.83536
Nick Fraze,,12,23,62,8,45,25,1.16129,1.40323,4.93548
Jesús Broca,MIL,0,33,63.7,7,53,29,0.989011,1.39717,4.52119
Taylor Rogers,MIN,0,50,43.3,6,45,22,1.24711,1.47806,4.57275
Nick Garcia,SEA,9,24,60.3,8,46,28,1.19403,1.45937,4.92537
Randy Labaut,,2,28,44.7,5,35,24,1.00671,1.54362,4.63087
Stiven Cruz,MIL,5,27,61,9,47,26,1.32787,1.40984,5.01639
Emmanuel Chapman,,5,28,61.3,7,47,31,1.02773,1.50082,4.69821
Ty Adcock,SDP,1,38,42,6,37,16,1.28571,1.33333,4.28571
Josh Walker,BAL,0,38,42.7,6,39,20,1.26464,1.47541,4.637
Enoli Paredes,,0,41,50.3,6,49,25,1.07356,1.43141,4.47316
Jordan Mikel,,2,23,43,6,30,15,1.25581,1.39535,5.02326
Brendan White,,0,36,47.3,5,38,17,0.951374,1.31078,4.18605
Logan VanWey,HOU,0,39,45.3,5,44,24,0.993378,1.43488,4.37086
Tanner Andrews,TOR,0,26,42,6,37,18,1.28571,1.42857,4.5
Michael Mercado,PHI,6,36,58.3,9,52,27,1.38937,1.45798,5.09434
Hunter Gregory,MIN,3,35,52.3,7,44,25,1.20459,1.45315,4.81836
Daison Acosta,SDP,1,41,48.7,6,50,27,1.10883,1.43737,4.43532
Keagan Gillies,BAL,0,38,45.3,6,37,18,1.19205,1.39073,4.56954
Jose E. Hernandez,,1,35,40,6,38,20,1.35,1.45,4.95
Zack Kelly,BOS,2,43,52.3,7,49,27,1.20459,1.45315,4.64627
Juan Burgos,ARI,1,36,45,5,37,20,1,1.42222,4.4
Michael Kelly,,0,42,42.3,5,35,19,1.06383,1.44208,4.25532
Daniel Robert,PHI,0,39,41.7,6,41,20,1.29496,1.43885,4.7482
Ryan Rolison,CHC,3,38,58.7,8,45,22,1.22658,1.3799,4.59966
Andrew Walling,PHI,0,41,45.7,6,42,21,1.18162,1.42232,4.92341
Chad Kuhl,,10,20,62,9,51,32,1.30645,1.58065,5.22581
