Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Levi Wells,BAL,22,25,96,11,74,35,1.03125,1.35417,4.5
Mason Englert,TBR,5,37,69.3,8,63,18,1.03896,1.18326,3.76623
Merrill Kelly,ARI,23,23,130,20,106,42,1.38462,1.33846,4.15385
Brandon Young,BAL,20,20,95.3,14,81,27,1.32214,1.29066,4.34418
Hunter Harvey,CHC,1,49,50.3,4,53,13,0.715706,1.07356,2.86282
Jarlin Susana,WSN,25,25,99,11,88,47,1,1.39394,4.54545
Pete Hansen,STL,22,22,114.3,15,80,33,1.1811,1.32983,4.48819
Randy Vásquez,SDP,23,24,117.7,15,81,41,1.14698,1.3339,4.51147
Joey Wentz,ATL,12,32,87,10,85,36,1.03448,1.4023,4.44828
Doug Nikhazy,CHC,20,23,92.3,11,83,47,1.07259,1.46262,4.38787
Clayton Beeter,WSN,9,35,68.3,7,80,33,0.922401,1.30307,3.82138
Adam Seminaris,PHI,18,22,96.7,12,65,31,1.11686,1.41675,4.74664
Jose Fleury,,18,25,90,12,77,32,1.2,1.31111,4.2
Michael Soroka,ARI,16,24,90,10,87,35,1,1.26667,4
McCade Brown,COL,25,25,95,14,90,38,1.32632,1.37895,4.83158
C.J. Culpepper,MIN,29,29,91.7,9,71,40,0.883315,1.40676,4.51472
Hunter Owen,KCR,20,22,96,11,76,36,1.03125,1.34375,4.59375
Connor Thomas,KCR,11,30,83.3,9,57,24,0.972389,1.35654,4.32173
David Sandlin,CHW,13,26,86,12,71,28,1.25581,1.34884,4.60465
Aaron Civale,CHC,19,22,98,16,84,31,1.46939,1.31633,4.77551
Adam Kloffenstein,NYY,19,22,98,12,81,39,1.10204,1.33673,4.68367
Landon Knack,LAD,20,24,114.3,19,98,44,1.49606,1.37358,5.11811
Aaron Ashby,MIL,9,38,79,6,81,41,0.683544,1.39241,3.87342
José Suarez,ATH,13,22,82.7,10,77,29,1.08827,1.31802,4.13543
Roansy Contreras,,13,30,88.3,12,62,30,1.2231,1.38165,4.68856
John Klein,TOR,14,25,93,11,78,32,1.06452,1.31183,4.35484
David Bednar,NYY,0,60,59.3,6,72,20,0.910624,1.12985,3.33895
Ty Madden,DET,19,21,94.3,12,81,39,1.14528,1.38918,4.48568
Allan Winans,,16,21,97.3,14,78,27,1.29496,1.27441,4.53237
Sammy Peralta,LAA,5,30,70.3,8,61,20,1.02418,1.22333,3.96871
Brady Basso,ATH,15,26,78.7,10,64,26,1.14358,1.32147,4.1169
Joe Whitman,SFG,23,23,103.3,12,78,36,1.0455,1.36496,4.44337
Luis De León,BAL,21,24,96.7,11,81,42,1.02378,1.38573,4.37435
Yoendrys Gómez,MIN,18,29,92,13,90,37,1.27174,1.28261,4.30435
Kyle Wright,,17,17,90.7,11,76,33,1.09151,1.30099,4.26681
Alex Pham,BAL,16,23,82,11,74,31,1.20732,1.32927,4.39024
Yu-Min Lin,ARI,23,23,106,11,81,42,0.933962,1.38679,4.16038
Chandler Champlain,WSN,21,24,108,13,73,37,1.08333,1.38889,4.75
Forrest Whitley,,10,29,64.3,7,64,27,0.979782,1.32193,4.33904
Eric Lauer,LAD,16,25,97,15,84,33,1.39175,1.30928,4.36082
Ken Waldichuk,WSN,18,23,87.7,10,82,41,1.02623,1.41391,4.72064
Bobby Miller,LAD,16,27,92.3,12,86,39,1.1701,1.36511,4.87541
Dax Fulton,MIA,20,21,99.3,11,81,45,0.996979,1.44008,4.44109
Griff McGarry,LAD,22,26,83.7,9,94,51,0.967742,1.45759,4.51613
James Hicks,HOU,12,18,81.3,10,62,23,1.10701,1.27921,4.20664
Hunter Dobbins,STL,18,19,93,11,64,29,1.06452,1.32258,4.35484
Chase Silseth,TEX,12,27,67.7,8,70,29,1.06352,1.31462,4.12112
Adrian Houser,SFG,19,22,111,12,76,38,0.972973,1.3964,4.2973
Jhancarlos Lara,WSN,17,33,79.7,8,91,41,0.903388,1.32999,3.8394
Alec Marsh,KCR,17,20,94.3,12,84,38,1.14528,1.36797,4.772
DL Hall,MIL,13,29,70,7,69,32,0.9,1.34286,3.98571
Sauryn Lao,,15,33,73.7,9,62,21,1.09905,1.28901,4.27408
Ty Cummings,SEA,18,24,103.7,13,66,34,1.12825,1.36933,4.6866
Adam Macko,TEX,17,22,85,10,75,35,1.05882,1.34118,4.44706
Jordan Montgomery,TEX,16,18,92,12,73,35,1.17391,1.41304,4.8913
Walbert Ureña,LAA,24,24,115.7,13,86,54,1.01124,1.45203,4.90061
Jean Cabrera,PHI,20,21,107,14,82,41,1.17757,1.39252,4.8785
Travis Adams,MIN,12,31,93.3,11,73,31,1.06109,1.35048,4.4373
A.J. Puk,ARI,2,53,56.7,6,69,19,0.952381,1.16402,3.1746
Sam Aldegheri,LAA,21,22,117,16,92,49,1.23077,1.4188,4.92308
Orion Kerkering,PHI,0,70,64.3,6,71,22,0.839813,1.16641,3.49922
Daniel Lynch IV,KCR,12,37,91.3,11,72,31,1.08434,1.34721,4.33735
Ronny Henriquez,MIA,2,55,73.7,8,80,26,0.976934,1.19403,3.41927
Luis Medina,ATH,18,20,85.7,9,71,40,0.945158,1.42357,4.62077
Eduardo Rivera,BOS,15,22,86.7,10,80,42,1.03806,1.39562,4.35986
Nestor Cortes,PHI,18,19,97.3,16,89,31,1.47996,1.26413,4.25488
Keaton Winn,SFG,13,26,73.7,8,64,23,0.976934,1.28901,4.15197
Garrett McMillan,PIT,10,23,64.7,7,47,17,0.973725,1.28284,3.8949
Jack Kochanowicz,LAA,22,23,119.7,15,75,40,1.12782,1.37009,4.88722
Edwin Díaz,LAD,0,56,56.7,6,79,21,0.952381,1.09347,3.1746
Miguel Ullola,HOU,19,24,98,12,99,51,1.10204,1.38776,4.31633
Tyler Schweitzer,CHW,13,23,92,12,67,33,1.17391,1.3913,4.59783
Andrés Muñoz,SEA,0,62,62.3,5,79,23,0.722311,1.07544,2.88925
Moisés Chace,PHI,18,27,84.3,10,82,42,1.06762,1.3879,4.48399
Braden Nett,ATH,22,23,94,11,78,44,1.05319,1.44681,4.59574
Hunter Gaddis,CLE,7,53,77.7,9,76,25,1.04247,1.18404,3.59073
Chris Bassitt,BAL,23,26,129.7,19,111,50,1.31843,1.44179,4.5798
Trystan Vrieling,SFG,20,22,96.3,12,72,29,1.1215,1.33956,4.39252
Kyle Hurt,LAD,15,27,76.3,10,84,39,1.17955,1.38925,4.60026
Jake Woodford,TBR,11,28,87,10,63,28,1.03448,1.34483,4.55172
Landon Harper,ATL,12,24,88.3,12,65,22,1.2231,1.2684,4.38279
Luinder Avila,KCR,16,26,85.3,9,73,35,0.94959,1.33646,4.2204
Jake Bennett,BOS,23,23,87.7,11,60,27,1.12885,1.3455,4.51539
Anthony Kay,CHW,18,20,105.3,16,87,41,1.36752,1.415,4.70085
Brent Headrick,NYY,7,31,63.7,9,67,18,1.27159,1.17739,3.95604
Jose Franco,CIN,22,27,92,13,82,41,1.27174,1.42391,5.08696
Justin Martinez,ARI,0,53,61.3,4,75,31,0.587276,1.27243,3.23002
Alex Clemmey,WSN,24,24,104.7,12,91,56,1.03152,1.48042,4.72779
José A. Ferrer,SEA,0,62,70,5,70,21,0.642857,1.15714,3.34286
Julian Aguiar,CIN,19,21,96.3,14,67,28,1.30841,1.3188,5.04673
Michael Grove,TBR,11,28,67,9,63,22,1.20896,1.31343,4.70149
Ryan Feltner,COL,20,20,94.3,13,78,43,1.24072,1.49523,5.15376
Nick Margevicius,,15,21,78.3,9,50,17,1.03448,1.32822,4.25287
Jack Dreyer,LAD,4,58,65.3,8,68,24,1.1026,1.2098,4.13476
Jackson Wolf,DET,21,24,107.3,15,88,39,1.25815,1.34203,4.61323
Javier Assad,CHC,18,22,100.7,12,81,39,1.07249,1.32075,3.93247
River Ryan,DET,22,23,85,11,75,37,1.16471,1.37647,4.65882
Sean Boyle,SDP,19,23,106,14,83,34,1.18868,1.31132,4.5
Ian Mejia,ATL,17,22,105,14,80,33,1.2,1.34286,4.45714
James Gonzalez,ATH,17,21,91.3,12,71,35,1.18291,1.39102,4.63308
Hancel Rincon,STL,18,20,99.7,13,70,29,1.17352,1.31394,4.51354
Jonathan Pintaro,NYM,16,27,78,8,73,32,0.923077,1.34615,4.15385
Max Scherzer,TOR,19,19,94.3,17,86,30,1.62248,1.30435,4.48568
Josh Trentadue,TEX,15,24,78,9,70,33,1.03846,1.32051,4.61538
Owen Wild,TBR,21,21,99.7,15,74,33,1.35406,1.334,4.78435
Blake Adams,COL,16,24,86.3,13,59,24,1.35574,1.37891,4.90151
Ian Anderson,,15,20,80.3,9,61,36,1.00872,1.46949,4.48319
Seth Shuman,SEA,14,25,84,11,57,18,1.17857,1.29762,4.60714
Alex Vesia,LAD,0,67,59.7,7,74,24,1.05528,1.15578,3.46734
Rodney Boone,CLE,20,21,89,12,69,29,1.21348,1.32584,4.24719
Tyler Wells,TBR,17,21,86,15,72,23,1.56977,1.2093,4.5
Kolby Allard,PHI,11,30,82,11,64,25,1.20732,1.32927,4.06098
Will Vest,DET,0,58,62.3,5,61,19,0.722311,1.20385,3.46709
Cole Sands,MIN,4,55,67,7,65,20,0.940298,1.19403,3.89552
Lucas Gordon,CHW,23,24,96,13,76,42,1.21875,1.4375,4.78125
Robinson Piña,,16,22,86.3,11,66,27,1.14716,1.32097,4.38007
Devin Williams,NYM,0,60,56.7,5,75,24,0.793651,1.11111,3.33333
Marco Raya,MIN,20,27,94.3,11,80,42,1.04984,1.41039,4.58112
Cooper Criswell,SEA,15,24,89,10,74,28,1.01124,1.2809,4.14607
Steven Matz,TBR,6,31,58,7,51,17,1.08621,1.32759,4.03448
Jaden Hamm,DET,24,24,98.7,13,73,36,1.18541,1.36778,4.65046
CJ Van Eyk,TOR,19,23,100,12,68,37,1.08,1.4,4.68
Andrew Sears,DET,19,23,98,12,78,37,1.10204,1.34694,4.77551
Cameron Weston,BAL,20,24,110.3,15,92,41,1.22393,1.33273,4.65095
Daniel Palencia,CHC,3,49,58.3,5,65,23,0.77187,1.16638,3.5506
Carson Palmquist,WSN,16,27,94,13,88,45,1.24468,1.44681,4.88298
Braydon Fisher,TOR,1,57,61.7,6,72,27,0.875203,1.21556,3.50081
Carson Seymour,SFG,18,25,99,11,79,35,1,1.34343,4.09091
Tyler Phillips,MIA,11,35,92.7,10,68,32,0.970874,1.34844,4.17476
Paxton Schultz,WSN,8,31,74.3,9,66,29,1.09017,1.38627,4.3607
Lazaro Estrada,TOR,17,24,89.3,13,74,27,1.31019,1.28779,4.53527
Matt Sauer,ATH,14,24,90,13,73,29,1.3,1.34444,4.9
Brett Sears,ATL,18,21,100,15,86,28,1.35,1.25,4.68
Dylan Dodd,ATL,11,33,82.7,11,69,21,1.1971,1.26965,4.0266
Chayce McDermott,NYM,15,25,79,10,78,37,1.13924,1.39241,4.44304
Ricky Tiedemann,TOR,24,24,69.3,7,69,35,0.909091,1.32756,4.28571
Alek Manoah,,18,18,93.3,12,79,39,1.15756,1.3612,4.72669
Garrett Stallings,MIL,13,25,86,12,61,23,1.25581,1.31395,4.60465
Hayden Mullins,BOS,20,22,92,11,83,44,1.07609,1.41304,4.59783
Kyle Luckham,WSN,20,22,112,14,61,31,1.125,1.39286,4.82143
Drey Jameson,ARI,13,21,77.7,8,67,30,0.926641,1.35135,3.93822
Camilo Doval,PIT,0,66,64,5,73,29,0.703125,1.21875,3.51562
Brusdar Graterol,LAD,0,52,53.7,4,43,12,0.670391,1.08007,3.35196
Brendan Girton,NYM,23,27,90.7,10,77,41,0.992282,1.37817,4.76296
Carson Spiers,CIN,12,21,86.7,13,69,33,1.34948,1.41869,5.08651
Matt Brash,SEA,1,57,57,4,67,24,0.631579,1.24561,3.15789
Trent Sellers,NYY,20,25,91.3,12,83,45,1.18291,1.41292,4.83023
Garrett Burhenn,DET,20,22,102,15,71,30,1.32353,1.36275,4.76471
Jhony Brito,SDP,12,24,77,9,58,26,1.05195,1.32468,4.20779
Graham Ashcraft,CIN,0,61,65,5,60,23,0.692308,1.27692,3.87692
Charlie Barnes,LAD,17,17,100.7,15,83,32,1.34062,1.30089,4.55809
Felipe De La Cruz,NYM,12,27,77,9,72,33,1.05195,1.37662,4.44156
Dalton Rogers,BOS,16,21,88,10,77,47,1.02273,1.5,4.60227
Jameson Taillon,TOR,22,22,112.3,20,84,30,1.60285,1.30899,4.72841
Josh Hader,HOU,0,54,54.7,7,75,22,1.15174,1.09689,3.29068
Karson Milbrandt,MIA,24,24,97.3,11,82,47,1.01747,1.42857,4.53237
Anthony Molina,SFG,14,27,97.7,12,67,28,1.10542,1.35107,4.60594
Caleb Kilian,PHI,14,20,78.3,8,58,27,0.91954,1.39208,4.48276
Kyle Robinson,LAA,17,22,104.7,13,64,40,1.11748,1.43266,4.72779
Nabil Crismatt,,17,24,94.7,14,62,25,1.33052,1.31996,4.94192
Jordan Hicks,CHW,11,33,71.3,7,66,33,0.88359,1.43058,4.67041
Ryan Webb,CLE,18,23,99.7,12,85,44,1.08325,1.40421,4.333
Jose Acuna,CIN,23,24,89.7,13,71,36,1.30435,1.38239,5.21739
Kyle Carr,NYY,22,22,105,13,72,47,1.11429,1.4381,4.88571
Matt Waldron,WSN,20,21,102,15,83,32,1.32353,1.31373,4.85294
JT Brubaker,SFG,14,23,73.3,8,59,29,0.982265,1.43247,4.42019
Austin Bergner,,15,24,80.7,10,67,36,1.11524,1.41264,4.79554
Ronel Blanco,HOU,17,23,97.7,15,92,43,1.38178,1.35107,4.23746
Edwin Uceta,TBR,0,57,68.7,8,83,25,1.04804,1.14993,3.66812
Jared Lyons,CIN,15,22,79.3,11,61,31,1.24842,1.39975,5.10719
Wyatt Crowell,LAD,19,24,90,10,81,43,1,1.36667,4.8
Caleb Boushley,,13,26,82.3,11,57,26,1.20292,1.42163,4.70231
Tanner Scott,LAD,0,60,58.7,6,65,22,0.919932,1.1925,3.52641
Brock Selvidge,NYY,20,20,93.7,11,67,43,1.05656,1.4301,4.89861
Jose Gonzalez,LAA,19,21,94.7,14,71,27,1.33052,1.33052,4.84689
Pedro Avila,,12,23,77.7,8,62,33,0.926641,1.37709,4.05405
Connor McCullough,CHW,21,21,79.3,13,60,20,1.47541,1.28625,4.8802
Trey Dombroski,HOU,15,22,96.3,14,79,35,1.30841,1.36033,4.48598
Rafael Sanchez,TOR,18,22,91.3,13,58,27,1.28149,1.39102,4.73165
Trenton Wallace,TOR,17,27,79,10,74,37,1.13924,1.37975,4.32911
Freddy Tarnok,,11,30,70.3,8,65,32,1.02418,1.36558,4.22475
Angel Zerpa,MIL,5,56,66.7,7,62,20,0.944528,1.18441,3.64318
Kyle Tyler,,14,23,88,11,59,33,1.125,1.47727,4.90909
Victor Mederos,ATL,19,21,99.7,13,73,39,1.17352,1.41424,4.96489
Ricky Castro,MIN,13,24,81.3,11,61,26,1.21771,1.36531,4.53875
Ryan Walker,SFG,2,64,62.7,5,66,20,0.717703,1.18022,3.30144
Josiah Gray,WSN,21,21,110.3,17,99,46,1.38713,1.36899,4.65095
Jake Bloss,TOR,21,21,85.7,12,66,35,1.26021,1.40023,4.51575
José Berríos,TOR,20,20,109.3,18,84,35,1.48216,1.34492,4.61116
Jared Koenig,MIL,5,50,66,7,63,23,0.954545,1.25758,3.81818
Cal Quantrill,TEX,22,22,107,16,77,37,1.34579,1.37383,5.21495
Bruce Zimmermann,,17,22,101.3,14,67,25,1.24383,1.38203,4.61994
Patrick Monteverde,MIA,17,23,91,12,67,30,1.18681,1.38462,4.35165
Jurrangelo Cijntje,STL,22,25,99,11,81,40,1,1.34343,4.54545
Po-Yu Chen,PIT,22,25,103,12,70,38,1.04854,1.40777,4.63107
Tyler Holton,DET,6,61,73.7,9,60,18,1.09905,1.11262,3.54138
Sean Manaea,NYM,17,21,93.7,16,92,31,1.53682,1.29136,4.80256
Ben Casparius,LAD,9,36,78.3,11,76,31,1.26437,1.341,4.5977
J.P. France,SDP,14,20,81.7,11,74,34,1.21175,1.40759,4.18605
Jack Anderson,MIN,5,26,69.3,9,56,19,1.16883,1.2987,4.28571
Jake Irvin,WSN,27,27,143.3,23,106,47,1.44452,1.34682,4.83601
Max Rajcic,STL,23,23,109.7,14,74,36,1.14859,1.34002,4.59435
Max Alba,DET,16,25,85,12,56,23,1.27059,1.32941,4.76471
Sean Sullivan,PIT,12,26,77.3,9,57,27,1.04787,1.37128,4.19146
Pete Fairbanks,MIA,0,58,55,5,55,21,0.818182,1.21818,3.27273
Ben Joyce,LAA,1,49,52,4,61,21,0.692308,1.17308,3.63462
Will Johnston,ATH,9,35,70.3,9,68,31,1.1522,1.35135,4.22475
Gabe Mosser,SEA,19,20,97.7,13,75,34,1.19754,1.39202,4.69806
Ryan Helsley,BAL,0,55,56.7,6,63,20,0.952381,1.19929,3.33333
Chris Clarke,,11,21,74,9,52,20,1.09459,1.28378,4.37838
Matt Strahm,,1,56,55.7,6,56,18,0.969479,1.18492,3.55476
Dylan DeLucia,CLE,20,22,93.7,13,75,34,1.24867,1.32337,4.61046
Alonzo Tredwell,HOU,14,22,81.7,10,74,36,1.10159,1.37087,4.51652
Brandon Williamson,CIN,20,20,91.7,13,72,41,1.2759,1.43948,5.00545
Lance McCullers Jr.,MIL,19,21,81,10,77,44,1.11111,1.46914,4.55556
Jared Shuster,STL,10,31,78.7,8,55,27,0.914867,1.3723,4.45997
Jack O'Loughlin,,13,26,74,9,55,29,1.09459,1.44595,4.37838
Yilber Díaz,DET,15,29,83.3,9,79,39,0.972389,1.36855,3.88956
Jake Eder,,16,21,83.7,11,66,34,1.1828,1.42174,4.83871
Billy Corcoran,ARI,18,18,92.3,12,60,27,1.1701,1.36511,4.29036
Rorik Maltrud,CLE,21,23,83.7,11,69,36,1.1828,1.4098,4.4086
Andry Lara,WSN,14,27,84,9,57,32,0.964286,1.44048,4.60714
JP Sears,SDP,25,25,131,24,111,39,1.64885,1.27481,4.74046
Henry Williams,KCR,19,20,96.7,12,68,37,1.11686,1.39607,4.83971
Dennis Santana,ARI,0,62,61.7,5,55,19,0.729335,1.16694,3.50081
Jack Mahoney,COL,21,22,97.3,13,57,36,1.20247,1.51079,5.17986
Jackson Nezuh,HOU,16,21,85.3,12,69,32,1.26612,1.34818,4.53693
Sean Hjelle,,5,40,79.7,8,64,23,0.903388,1.31744,4.17817
Blake Beers,ATH,17,22,88.7,12,65,30,1.21759,1.36415,4.66742
Jackson Baumeister,TBR,23,23,88.3,12,66,34,1.2231,1.359,4.89241
Martín Pérez,ATL,16,19,93,12,68,37,1.16129,1.47312,4.45161
Chris Murphy,CHW,9,31,74,8,64,35,0.972973,1.40541,4.5
Jovani Morán,BOS,3,37,48,4,51,21,0.75,1.33333,3.5625
Jason Foley,SFG,0,59,55.7,4,46,14,0.64632,1.20287,3.2316
Aroldis Chapman,BOS,0,57,49,5,67,25,0.918367,1.30612,3.30612
Jackson Jobe,DET,22,23,92.7,12,69,41,1.16505,1.39159,4.56311
Dane Dunning,SEA,16,25,91.7,12,78,33,1.17775,1.35224,4.41658
Valente Bellozo,COL,13,27,90.3,15,61,28,1.49502,1.40642,4.88372
Trevor Martin,LAA,12,28,76.7,11,63,25,1.29074,1.31682,4.57627
Seth Lugo,KCR,19,21,112.3,18,89,41,1.44256,1.40695,4.64826
Hogan Harris,ATH,8,39,86,10,84,41,1.04651,1.37209,4.0814
Andrew Hoffmann,PHI,11,33,77.3,9,69,28,1.04787,1.33247,3.84217
Jack Choate,SFG,21,26,93,11,78,36,1.06452,1.35484,4.45161
Connor Phillips,CIN,11,36,77.3,10,82,39,1.16429,1.37128,4.65718
Hayden Wesneski,HOU,12,25,78,12,71,26,1.38462,1.25641,4.38462
Reid VanScoter,SEA,21,21,94.3,12,63,30,1.14528,1.36797,4.58112
Davis Daniel,,17,22,97.3,16,73,34,1.47996,1.39774,5.45735
Luke Russo,PHI,13,18,76,10,63,31,1.18421,1.39474,4.85526
Ryan Lobus,TEX,6,36,65.3,8,63,22,1.1026,1.2098,4.27259
José Alvarado,PHI,0,54,48.7,5,57,20,0.924025,1.25257,3.51129
Kyle Leahy,STL,5,46,82,9,72,29,0.987805,1.29268,3.95122
Robert Garcia,TEX,0,61,57,6,62,19,0.947368,1.19298,3.63158
Grant Holmes,ATL,9,26,70.3,8,66,28,1.02418,1.33713,4.09673
Christian MacLeod,MIA,17,24,82.3,10,69,39,1.09356,1.47023,4.4836
Patrick Copen,LAD,24,24,98.3,12,90,57,1.09868,1.5056,5.12716
Jackson Rutledge,,11,38,84.7,11,70,33,1.16883,1.39315,4.67532
Brandon Leibrandt,CIN,15,19,75,12,55,24,1.44,1.44,5.16
Easton Lucas,,12,27,73.7,10,64,31,1.22117,1.39756,4.64043
Roque Gutierrez,LAD,9,23,83.7,12,68,32,1.29032,1.37395,4.94624
Tommy Henry,ARI,18,20,97.7,12,73,36,1.10542,1.38178,4.4217
Jeff Criswell,COL,9,28,75.3,11,68,32,1.31474,1.44754,4.54183
Alejandro Hidalgo,MIN,25,25,92.3,13,80,43,1.26761,1.45179,4.87541
Jonathan Bowlan,PHI,8,40,76.3,11,73,26,1.29751,1.31062,4.36435
Michael Plassmeyer,SEA,14,23,85.7,13,69,25,1.36523,1.30688,4.62077
Tucker Davidson,PHI,12,21,75,10,59,29,1.2,1.45333,4.92
Domingo Robles,ATH,11,20,76,10,53,25,1.18421,1.36842,4.61842
Hunter Patteson,KCR,18,21,94,13,62,31,1.24468,1.40426,4.88298
Derek Diamond,PIT,14,19,77.3,10,45,21,1.16429,1.38422,4.54075
Bryan Hoeing,SDP,8,30,66.7,7,49,21,0.944528,1.28936,4.18291
Tyler Alexander,TEX,6,33,85.3,13,69,23,1.37163,1.27784,4.85346
Ryan Watson,LAA,5,35,59,6,47,19,0.915254,1.32203,4.11864
Riley Cornelio,WSN,22,22,102,14,76,44,1.23529,1.48039,4.85294
Adam Laskey,COL,13,27,71.3,9,49,26,1.13604,1.48668,4.79663
Bradgley Rodriguez,SDP,0,53,60.3,5,58,24,0.746269,1.2272,3.73134
Jesse Scholtens,TBR,14,21,74.7,11,61,26,1.3253,1.39224,4.6988
Chase Solesky,CIN,21,22,96,14,63,34,1.3125,1.42708,4.78125
Sam Armstrong,MIN,20,23,100.7,13,64,32,1.16187,1.4002,4.91559
Ky Bush,CHW,17,17,84.7,11,58,37,1.16883,1.4876,4.88784
Jacob Latz,TEX,6,36,73,9,70,36,1.10959,1.39726,4.56164
Austin Gomber,DET,17,19,92.7,17,67,27,1.65049,1.35922,5.33981
Sean Newcomb,CHW,4,35,66,7,59,27,0.954545,1.40909,4.22727
Trevor Megill,MIL,1,51,48,6,59,17,1.125,1.1875,3.1875
Germán Márquez,MIN,21,21,106.7,17,82,38,1.43393,1.39644,5.14527
Randy Rodríguez,SFG,3,36,51.3,4,53,24,0.701754,1.30604,3.68421
Evan Phillips,LAD,0,59,55,6,57,17,0.981818,1.14545,3.43636
Brandon Eisert,PIT,3,60,63,8,64,22,1.14286,1.28571,4
Thomas Hatch,,14,22,92.3,11,63,32,1.07259,1.44095,4.38787
Cody Poteet,,14,20,69,9,57,26,1.17391,1.37681,4.43478
Anders Tolhurst,,13,23,75.7,11,59,25,1.30779,1.321,4.51783
Jeff Hoffman,MIN,0,57,56.3,7,66,22,1.11901,1.17229,3.51687
Bryce Jarvis,ARI,15,27,86.7,10,68,39,1.03806,1.41869,4.46367
Tyson Guerrero,KCR,19,20,89,12,74,37,1.21348,1.39326,4.85393
Garrett Cleavinger,TBR,0,59,55,6,66,20,0.981818,1.12727,3.43636
Félix Bautista,BAL,0,45,44.7,5,58,21,1.00671,1.20805,3.42282
Chuck King,PHI,17,21,96,15,67,31,1.40625,1.4375,5.15625
Ian Bedell,,20,21,85.3,11,66,32,1.16061,1.35991,4.74795
Mitch Myers,ATH,14,22,82,12,51,21,1.31707,1.35366,4.60976
José Urquidy,CHW,16,20,84.3,12,59,24,1.28114,1.34045,4.48399
Michael Morales,SEA,21,21,103,13,66,34,1.13592,1.33981,4.63107
Joe Miller,DET,20,23,93.3,13,59,28,1.25402,1.38264,5.01608
Kyle Hart,SDP,16,25,92.3,14,82,32,1.36511,1.35428,4.58288
Easton McGee,KCR,5,31,60.7,7,51,16,1.03789,1.18616,3.85502
Jakob Junis,TEX,4,37,63.7,8,53,17,1.1303,1.22449,4.09733
Kevin Kelly,TBR,1,55,58.3,6,51,13,0.926244,1.13208,3.70497
T.J. Sikkema,,14,22,73.3,8,50,25,0.982265,1.3779,4.78854
Trey Supak,TEX,18,22,94.3,15,71,28,1.4316,1.31495,4.96288
Luis Palacios,MIA,14,25,91,12,53,25,1.18681,1.36264,4.54945
Tony Gonsolin,KCR,17,17,86.7,15,75,33,1.55709,1.28028,4.9827
Dylan Smith,SFG,9,32,60.7,7,51,23,1.03789,1.35091,4.15157
Ryan Costeiu,LAA,16,20,92,14,73,37,1.36957,1.41304,5.08696
Andrew Nardi,MIA,0,48,47.7,5,57,19,0.943396,1.2369,3.58491
Paul Blackburn,NYY,15,21,82.3,13,63,32,1.42163,1.44593,5.13973
Blake Walston,ARI,17,19,91.7,10,66,39,0.981461,1.41767,4.41658
Sam Hentges,SFG,1,50,49.3,4,45,15,0.730223,1.19675,3.286
Estibenzon Jimenez,PHI,15,22,93,14,66,29,1.35484,1.37634,5.22581
Colin Rea,CHC,19,23,112,18,82,35,1.44643,1.35714,4.74107
Randy Dobnak,KCR,16,23,91.7,10,66,34,0.981461,1.40676,4.41658
Zak Kent,WSN,6,34,54.3,6,51,24,0.994475,1.38122,4.30939
Emiliano Teodo,TEX,11,27,68.7,8,66,35,1.04804,1.38282,4.32314
Alex Faedo,LAA,11,25,65.3,9,57,27,1.24043,1.36294,4.54824
Chase Chaney,,18,23,102.7,15,58,29,1.31451,1.36319,4.99513
Garrett Hawkins,SDP,4,37,56.7,7,60,23,1.11111,1.30511,3.96825
Kody Funderburk,MIN,2,46,62.3,5,58,25,0.722311,1.34831,3.90048
Zack Thompson,STL,14,25,75,9,72,38,1.08,1.44,4.44
Cole Wilcox,SEA,13,29,83,9,65,31,0.975904,1.33735,4.33735
Nick Dombkowski,PIT,10,29,75,9,54,27,1.08,1.38667,4.32
Porter Hodge,CHC,5,41,61.3,6,70,33,0.880914,1.32137,3.96411
Michael Prosecky,COL,22,22,98,14,74,44,1.28571,1.5,5.32653
Eric Yost,SDP,21,22,105,13,73,43,1.11429,1.41905,4.8
Peter Heubeck,LAD,23,23,89.3,12,77,47,1.20941,1.45577,5.13998
Chris Martin,,0,49,43.7,5,40,9,1.02975,1.21281,3.70709
Eric Orze,MIN,0,48,60.7,6,61,27,0.889621,1.33443,4.00329
Dom Hamel,NYY,16,25,85.7,12,71,35,1.26021,1.36523,4.83081
Spencer Miles,TOR,8,34,46.7,7,49,17,1.34904,1.2848,3.85439
Bradley Blalock,MIA,22,24,105.3,14,70,40,1.19658,1.4245,4.87179
Eiberson Castellano,COL,10,24,66.7,8,56,28,1.07946,1.45427,4.72264
Shane Panzini,KCR,15,21,85.7,11,68,39,1.15519,1.44691,4.83081
Gunnar Hoglund,ATH,17,18,87.3,14,62,24,1.4433,1.30584,4.74227
Cory Lewis,MIN,13,22,74.7,9,66,41,1.08434,1.51272,4.6988
Lyon Richardson,MIL,8,40,71.3,8,62,33,1.00982,1.41655,4.67041
Justin Sterner,ATH,1,51,57.7,7,59,21,1.09185,1.2305,3.89948
Ryan Ramsey,KCR,15,21,90,11,69,39,1.1,1.42222,4.9
Tim Herrin,CLE,0,60,55.7,4,58,25,0.64632,1.25673,3.55476
Jake Miller,DET,6,18,58.7,8,47,16,1.22658,1.27768,4.44634
Cody Laweryson,MIN,2,35,51,6,44,16,1.05882,1.29412,4.05882
Anthony Solometo,PIT,26,29,84.7,8,56,38,0.850059,1.44038,4.56907
