Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Lucas Braun,ATL,0.1728,0.1878,1,0.148222,0.7363,0.3201,1.334,1.3851,4.63275
Connor Schultz,CHC,0.1721,0.1911,1,0.142444,0.7317,0.3444,1.282,1.398,4.61331
Scott Randall,,0.1204,0.4344,1,0.145667,0.739,0.3333,1.311,1.4026,4.69143
Jake Knapp,CHC,0.1754,0.1754,1,0.133,0.8142,0.4366,1.197,1.4504,4.61367
James Paxton,,0.1754,0.1754,1,0.146444,0.8676,0.4257,1.318,1.4226,4.58199
Danny Thompson Jr.,TOR,0.1679,0.2109,1,0.142444,0.8373,0.4145,1.282,1.4267,4.63068
Marcus Stroman,,0.1754,0.1754,1,0.126,0.7103,0.4025,1.134,1.488,4.70736
Chris Clarke,,0.1398,0.3428,1,0.135444,0.6813,0.3346,1.219,1.414,4.60926
TJ Nichols,TBR,0.1754,0.1754,1,0.146111,0.75,0.3435,1.315,1.3888,4.60728
Kohei Arihara,,0.1579,0.2579,1,0.132889,0.5982,0.2978,1.196,1.4508,4.77774
Raúl Alcántara,,0.1754,0.1754,1,0.158222,0.6521,0.2322,1.424,1.3751,4.83498
Sixto Sánchez,MIA,0.1393,0.3453,1,0.138444,0.7634,0.3825,1.246,1.4441,4.7349
Sem Robberse,STL,0.1754,0.1754,1,0.140778,0.7336,0.3587,1.267,1.4067,4.58397
Carlos Peña,DET,0.1644,0.2274,1,0.141111,0.6742,0.3154,1.27,1.3764,4.45581
Adam Mazur,MIA,0.1754,0.1754,1,0.151222,0.7376,0.3201,1.361,1.3882,4.69107
Zack Greinke,,0.1614,0.2414,1,0.162333,0.6563,0.2182,1.461,1.3509,4.70718
José Berríos,TOR,0.1733,0.1853,1,0.159444,0.8299,0.3312,1.435,1.3771,4.68918
Chris Paddack,TEX,0.1263,0.4063,1,0.168111,0.7713,0.2746,1.513,1.335,4.65561
Ronald Herrera,,0.1754,0.1754,1,0.158,0.7991,0.3297,1.422,1.3732,4.68792
Wade Miley,,0.1461,0.3131,1,0.133333,0.6927,0.3613,1.2,1.445,4.54797
Brian Keller,PHI,0.1754,0.1754,1,0.157444,0.8174,0.3442,1.417,1.3605,4.59261
Tsuyoshi Wada,,0.1567,0.2637,1,0.151667,0.7289,0.3168,1.365,1.4044,4.71051
Chih-Jung Liu,,0.1372,0.3552,1,0.142333,0.8628,0.4393,1.281,1.4386,4.66443
Ricardo Sánchez,,0.1754,0.1754,1,0.130667,0.6831,0.3642,1.176,1.4564,4.64346
Garrett Baumann,ATL,0.1754,0.1754,1,0.129333,0.6767,0.3738,1.164,1.4613,4.66173
Brian Curley,ARI,0.1702,0.2002,1,0.129444,0.6903,0.3927,1.165,1.4963,4.91067
Andrew Heaney,,0.167,0.215,1,0.162778,0.8579,0.3417,1.465,1.352,4.65966
Jake Miller,DET,0.1754,0.1754,1,0.138556,0.7134,0.3671,1.247,1.4104,4.50135
Connor Wietgrefe,PIT,0.1735,0.1845,1,0.139889,0.676,0.3446,1.259,1.4215,4.58748
Gray Fenter,,0.1754,0.1754,1,0.148333,0.7943,0.3825,1.335,1.4211,4.72239
Darien Smith,SFG,0.163,0.234,1,0.126111,0.686,0.4004,1.135,1.4619,4.66497
Sean Boyle,SDP,0.1204,0.4344,1,0.135556,0.6921,0.3444,1.22,1.4013,4.55139
Nico Tellache,SEA,0.1705,0.1985,1,0.130889,0.6128,0.3358,1.178,1.4061,4.36716
Richard Fitts,STL,0.1598,0.2488,1,0.147556,0.7205,0.3366,1.328,1.4038,4.66452
Ross Stripling,,0.1488,0.3008,1,0.161556,0.6881,0.2648,1.454,1.3704,4.74579
Yonny Chirinos,,0.1754,0.1754,1,0.128667,0.6137,0.3395,1.158,1.4692,4.76415
Andrew Sears,DET,0.1754,0.1754,1,0.133556,0.7564,0.409,1.202,1.4233,4.47102
Ryan Magdic,ATH,0.1158,0.4558,1,0.151556,0.7221,0.3235,1.364,1.4155,4.74651
Alex Wood,,0.1754,0.1754,1,0.140111,0.7773,0.3931,1.261,1.4433,4.66002
Colten Schmidt,,0.1275,0.4005,1,0.140778,0.7343,0.3769,1.267,1.4301,4.59954
Leandro Lopez,TEX,0.1754,0.1754,1,0.124778,0.8074,0.5013,1.123,1.5045,4.58361
John Parke,,0.1526,0.2826,1,0.133556,0.7123,0.3934,1.202,1.4601,4.62078
David Davalillo,TEX,0.1754,0.1754,1,0.136556,0.7789,0.4138,1.229,1.4328,4.60026
Connor McCullough,CHW,0.1754,0.1754,1,0.152444,0.7322,0.3316,1.372,1.3901,4.63815
Chase Centala,MIA,0.1539,0.2769,1,0.127111,0.6364,0.37,1.144,1.4747,4.734
John Michael Bertrand,SFG,0.1702,0.2002,1,0.109111,0.5321,0.3964,0.982,1.5207,4.55823
Alejandro Rosario,WSN,0.1732,0.1862,1,0.143222,0.7565,0.3897,1.289,1.4358,4.68792
Tyler Stuart,WSN,0.1707,0.1977,1,0.142667,0.7265,0.3726,1.284,1.4258,4.65966
Yunior Marte,SFG,0.1702,0.2002,1,0.134,0.6663,0.3781,1.206,1.4352,4.64913
Jack Cebert,NYY,0.1693,0.2043,1,0.161444,0.7757,0.3259,1.453,1.3592,4.56669
Isaac Lyon,WSN,0.1549,0.2719,1,0.142,0.7007,0.36,1.278,1.434,4.70502
Landon Harper,ATL,0.1498,0.2958,1,0.158889,0.7008,0.2952,1.43,1.3873,4.77531
Matt Osterberg,,0.1754,0.1754,1,0.138333,0.6181,0.3256,1.245,1.4352,4.64436
Michael Forret,TBR,0.1754,0.1754,1,0.143778,0.8202,0.4293,1.294,1.4345,4.67109
Josh Randall,WSN,0.1754,0.1754,1,0.141556,0.6276,0.3078,1.274,1.4048,4.65426
Riley Maddox,WSN,0.1693,0.2043,1,0.129778,0.6521,0.3747,1.168,1.4701,4.70682
Kyle Carr,NYY,0.1754,0.1754,1,0.126556,0.7313,0.4564,1.139,1.4695,4.33845
Joander Suarez,NYM,0.1688,0.2068,1,0.151556,0.7588,0.3625,1.364,1.3881,4.6008
Josh Grosz,ARI,0.1712,0.1952,1,0.124889,0.7731,0.4789,1.124,1.5349,4.94037
Bryan Mata,,0.1754,0.1754,1,0.116556,0.7877,0.5143,1.049,1.5341,4.67235
Nate Snead,LAA,0.1754,0.1754,1,0.147667,0.6625,0.3194,1.329,1.4091,4.71159
Manuel Genao,MIA,0.1709,0.1969,1,0.127667,0.6464,0.3714,1.149,1.4711,4.77009
Angel Sánchez,,0.1688,0.2068,1,0.145556,0.7058,0.3597,1.31,1.4401,4.79124
Jamie Arnold,ATH,0.1754,0.1754,1,0.126111,0.7456,0.461,1.135,1.533,4.76712
Trevor Bauer,,0.1754,0.1754,1,0.161111,0.8017,0.3587,1.45,1.4154,4.81113
Wilmer Flores,DET,0.1349,0.3659,1,0.129556,0.7312,0.4424,1.166,1.4926,4.72662
Corey Kluber,,0.133,0.375,1,0.173556,0.7293,0.2475,1.562,1.3301,4.80618
Lael Lockhart,DET,0.16,0.248,1,0.124111,0.739,0.4663,1.117,1.4942,4.54977
Seth Lonsway,SFG,0.1521,0.2851,1,0.0953333,0.5931,0.4813,0.858,1.57,4.52376
Walker Powell,,0.1754,0.1754,1,0.152444,0.6623,0.3042,1.372,1.3995,4.76631
Santiago Suarez,TBR,0.173,0.187,1,0.168778,0.6863,0.2534,1.519,1.3367,4.74174
Bowden Francis,TOR,0.1754,0.1754,1,0.178889,0.8845,0.328,1.61,1.3413,4.77522
Rorik Maltrud,CLE,0.1709,0.1969,1,0.152556,0.7548,0.3725,1.373,1.4352,4.81905
Josh Trentadue,TEX,0.1384,0.3494,1,0.136222,0.824,0.4709,1.226,1.4639,4.56192
Brian Gonzalez,SDP,0.1461,0.3131,1,0.152556,0.8307,0.4195,1.373,1.4284,4.63734
Rony García,,0.1272,0.4022,1,0.165778,0.8809,0.3856,1.492,1.3927,4.83372
Will Sanders,CHC,0.1689,0.2059,1,0.147222,0.7697,0.393,1.325,1.4286,4.77558
James Hicks,HOU,0.1754,0.1754,1,0.145556,0.6761,0.3454,1.31,1.4317,4.77279
James Marvel,,0.1465,0.3115,1,0.136222,0.6543,0.3724,1.226,1.4785,4.82697
Logan Evans,SEA,0.1689,0.2059,1,0.148556,0.749,0.378,1.337,1.415,4.63383
Bryce Mayer,HOU,0.1663,0.2183,1,0.160111,0.9168,0.4381,1.441,1.396,4.69476
Daniel Missaki,TEX,0.1132,0.4682,1,0.141778,0.821,0.4553,1.276,1.4648,4.72329
Tony Gonsolin,LAD,0.1754,0.1754,1,0.170222,0.8937,0.3856,1.532,1.3873,4.77891
Luis De Avila,,0.1754,0.1754,1,0.117667,0.6718,0.4705,1.059,1.5348,4.60386
Kyle Hendricks,,0.1754,0.1754,1,0.162222,0.6888,0.2982,1.46,1.3992,4.8717
Adam Oller,MIA,0.1754,0.1754,1,0.153333,0.849,0.4324,1.38,1.4578,4.87935
Aaron Rozek,MIN,0.1574,0.2604,1,0.144111,0.6553,0.3381,1.297,1.4149,4.67208
Dakota Hawkins,NYM,0.1212,0.4302,1,0.148778,0.7156,0.377,1.339,1.4311,4.69764
Riley Quick,MIN,0.1754,0.1754,1,0.128889,0.8384,0.5364,1.16,1.5452,4.82625
Kenny Hernandez,,0.173,0.187,1,0.136,0.6604,0.3925,1.224,1.4795,4.71042
Blake Money,BAL,0.1605,0.2455,1,0.160556,0.779,0.369,1.445,1.4197,4.83633
Dalton Pence,TEX,0.1754,0.1754,1,0.160556,0.8064,0.3844,1.445,1.3688,4.53159
Masahiro Tanaka,,0.1754,0.1754,1,0.139667,0.5954,0.3421,1.257,1.4957,4.93461
Julio Robaina,ATL,0.1712,0.1952,1,0.147444,0.7067,0.3822,1.327,1.4608,4.77468
Joe Gunkel,,0.166,0.22,1,0.143556,0.5358,0.2812,1.292,1.4634,4.96467
Christian Zazueta,LAD,0.1728,0.1878,1,0.176444,0.8421,0.3314,1.588,1.3353,4.71096
Dylan Ray,ARI,0.1693,0.2043,1,0.139444,0.6828,0.3962,1.255,1.5068,5.09877
Brandt Thompson,STL,0.1507,0.2917,1,0.145556,0.6826,0.3744,1.31,1.4453,4.76172
Greg Farone,SFG,0.1754,0.1754,1,0.130222,0.6915,0.4446,1.172,1.4885,4.66785
Grant Kipp,CHC,0.1698,0.2018,1,0.140889,0.803,0.4485,1.268,1.4537,4.75398
Chen-Wei Lin,STL,0.1677,0.2117,1,0.122778,0.7813,0.5224,1.105,1.5279,4.66704
Marcus Johnson,TBR,0.1646,0.2266,1,0.166444,0.6286,0.2508,1.498,1.3645,4.82949
Sebastian Gongora,BAL,0.1733,0.1853,1,0.141778,0.6888,0.3927,1.276,1.4705,4.73337
Brandon Birdsell,CHC,0.1754,0.1754,1,0.158,0.7033,0.3298,1.422,1.3963,4.82211
Logan Martin,SFG,0.1411,0.3371,1,0.138444,0.6834,0.4062,1.246,1.454,4.75317
Brandon McPherson,HOU,0.17,0.201,1,0.152778,0.7981,0.4207,1.375,1.4506,4.83318
Ben Shields,COL,0.1754,0.1754,1,0.152444,0.7832,0.4003,1.372,1.5211,5.1993
Drue Hackenberg,ATL,0.1709,0.1969,1,0.120111,0.7806,0.5327,1.081,1.5705,4.81698
Mason Molina,STL,0.1754,0.1754,1,0.150444,0.8169,0.4358,1.354,1.4107,4.55643
Tyler Schlaffer,CHC,0.1609,0.2439,1,0.125333,0.7695,0.5129,1.128,1.5306,4.74507
Jose Gonzalez,LAA,0.1435,0.3255,1,0.161111,0.7397,0.3357,1.45,1.3805,4.76721
Hayden Minton,DET,0.173,0.187,1,0.141556,0.6987,0.387,1.274,1.446,4.80141
Nabil Crismatt,TEX,0.1342,0.3692,1,0.159333,0.6608,0.309,1.434,1.412,4.8726
Mario Sanchez,,0.1723,0.1903,1,0.165222,0.7255,0.3195,1.487,1.4152,4.99347
Julio Teheran,,0.1754,0.1754,1,0.158444,0.7102,0.3302,1.426,1.4113,4.88043
Wilmer Font,,0.1754,0.1754,1,0.170333,0.7083,0.2906,1.533,1.4102,5.06979
Dominic Niman,TBR,0.1139,0.4649,1,0.151333,0.6673,0.3483,1.362,1.436,4.75155
Yu-Min Lin,ARI,0.1733,0.1853,1,0.116444,0.6297,0.4565,1.048,1.5821,4.97781
Ty Langenberg,MIN,0.1581,0.2571,1,0.141444,0.6919,0.4002,1.273,1.4773,4.87476
Connor Van Scoyoc,WSN,0.1072,0.4962,1,0.125333,0.5658,0.3844,1.128,1.5055,4.74849
Erick Leal,,0.1728,0.1878,1,0.151111,0.7863,0.4166,1.36,1.4459,4.83102
Dawson Netz,CHC,0.1547,0.2727,1,0.159,0.825,0.4148,1.431,1.4111,4.77846
Won-Jun Chang,,0.1719,0.1919,1,0.136556,0.5909,0.3572,1.229,1.494,4.84056
Cooper Hjerpe,STL,0.1754,0.1754,1,0.136444,0.8575,0.5273,1.228,1.5046,4.66038
Brody McCullough,CHC,0.1754,0.1754,1,0.153111,0.769,0.4016,1.378,1.4403,4.86477
Austin Gomber,ATL,0.1754,0.1754,1,0.169889,0.696,0.3012,1.529,1.4079,4.91364
Daviel Hurtado,NYM,0.1696,0.2026,1,0.130222,0.7038,0.4677,1.172,1.506,4.58316
Ethan Hankins,,0.1754,0.1754,1,0.144,0.7665,0.445,1.296,1.4909,4.87971
Hayden Mullins,BOS,0.1728,0.1878,1,0.135111,0.8909,0.5518,1.216,1.5416,4.84785
Yohander Méndez,,0.1754,0.1754,1,0.144444,0.7514,0.4311,1.3,1.4934,4.83921
Connor Noland,CHC,0.1723,0.1903,1,0.137111,0.5935,0.369,1.234,1.4898,4.87233
Trenton Wallace,TOR,0.1254,0.4104,1,0.152444,0.8794,0.4804,1.372,1.4509,4.66623
Xavier Rivas,NYY,0.1646,0.2266,1,0.158667,0.9534,0.5087,1.428,1.4505,4.60395
Griffin Herring,COL,0.1219,0.4269,1,0.136556,0.8437,0.5317,1.229,1.5958,5.07186
Odrisamer Despaigne,,0.1742,0.1812,1,0.130556,0.5697,0.3697,1.175,1.5229,4.91373
Peyton Plumlee,,0.1363,0.3593,1,0.152889,0.7739,0.4104,1.376,1.4592,4.90284
Jean Pinto,,0.1628,0.2348,1,0.140222,0.7026,0.4202,1.262,1.4981,4.89069
Jurrangelo Cijntje,STL,0.1754,0.1754,1,0.135556,0.7826,0.4699,1.22,1.4899,4.779
Richard Gallardo,TOR,0.164,0.229,1,0.152778,0.6785,0.347,1.375,1.4438,4.91337
Michael Plassmeyer,SEA,0.1754,0.1754,1,0.161778,0.7754,0.3568,1.456,1.3627,4.58811
Tate Kuehner,MIL,0.1712,0.1952,1,0.129444,0.7771,0.5058,1.165,1.5049,4.54185
Nolan Kingham,TEX,0.1754,0.1754,1,0.147111,0.6897,0.3814,1.324,1.4639,4.86036
Gabe Davis,CHW,0.1754,0.1754,1,0.16,0.762,0.3775,1.44,1.4233,4.79772
Will Watson,NYM,0.1754,0.1754,1,0.138111,0.7907,0.4864,1.243,1.4923,4.71222
Marcus Walden,,0.1682,0.2092,1,0.151444,0.6684,0.3572,1.363,1.434,4.7853
Liam Doyle,STL,0.1754,0.1754,1,0.147778,0.8298,0.4798,1.33,1.4865,4.77036
Yaqui Rivera,BAL,0.1177,0.4467,1,0.135333,0.8807,0.5545,1.218,1.539,4.80834
Kohl Franklin,CHC,0.1754,0.1754,1,0.148556,0.756,0.4157,1.337,1.4644,4.9086
Aaron Wilkerson,,0.1754,0.1754,1,0.175889,0.6426,0.2453,1.583,1.3751,4.97187
Caden Favors,CLE,0.1754,0.1754,1,0.139778,0.7455,0.4659,1.258,1.5186,4.81329
Jack Kochanowicz,LAA,0.1754,0.1754,1,0.123333,0.6368,0.4341,1.11,1.5339,4.80294
Luis Gutierrez,SDP,0.1754,0.1754,1,0.137,0.6655,0.4109,1.233,1.4871,4.7142
Jojo Ingrassia,BOS,0.1679,0.2109,1,0.133778,0.8074,0.5252,1.204,1.561,4.91715
Khristian Curtis,PIT,0.1707,0.1977,1,0.142778,0.8132,0.4905,1.285,1.4958,4.83804
Joe Miller,DET,0.1754,0.1754,1,0.140556,0.6386,0.3783,1.265,1.4521,4.69341
Rich Hill,,0.1754,0.1754,1,0.155222,0.784,0.4166,1.397,1.459,4.91697
Ben Wereski,CIN,0.1754,0.1754,1,0.170222,0.8507,0.4007,1.532,1.4373,4.88871
Yhoiker Fajardo,STL,0.1702,0.2002,1,0.139778,0.7289,0.4496,1.258,1.5013,4.84668
Ashton Izzi,ARI,0.1754,0.1754,1,0.139,0.6347,0.3912,1.251,1.5284,5.18895
Blair Henley,,0.1754,0.1754,1,0.129667,0.7041,0.4552,1.167,1.526,4.89996
Gage Stanifer,TOR,0.1754,0.1754,1,0.142444,0.8784,0.5408,1.282,1.5268,4.86864
Tyler Switalski,SFG,0.1733,0.1853,1,0.131556,0.6772,0.4549,1.184,1.5034,4.73517
Logan Workman,TBR,0.1384,0.3494,1,0.173444,0.8115,0.3686,1.561,1.3764,4.81536
Max Green,NYM,0.1461,0.3131,1,0.157222,0.7145,0.3697,1.415,1.4138,4.67964
John O'Reilly,,0.14,0.342,1,0.142556,0.6357,0.3687,1.283,1.4677,4.88079
Matt Manning,,0.1754,0.1754,1,0.149667,0.7746,0.4481,1.347,1.4804,4.88493
Ryan Bergert,KCR,0.1663,0.2183,1,0.155333,0.7905,0.433,1.398,1.4934,5.12829
Shea Sprague,BOS,0.1147,0.4607,1,0.127333,0.6728,0.4597,1.146,1.5519,4.90347
Braylon Owens,MIL,0.1561,0.2661,1,0.165444,0.859,0.4329,1.489,1.4187,4.77765
Kwang Hyun Kim,,0.1589,0.2529,1,0.134222,0.69,0.464,1.208,1.5572,4.91031
Rafael Sanchez,TOR,0.1651,0.2241,1,0.155,0.6294,0.3343,1.395,1.4562,4.97052
Jaden Hamm,DET,0.1754,0.1754,1,0.158,0.7382,0.3849,1.422,1.4199,4.83462
Ramon Marquez,PHI,0.1712,0.1952,1,0.143111,0.7995,0.4831,1.288,1.4974,4.82292
Nick Hull,SEA,0.1096,0.4846,1,0.145556,0.7537,0.4436,1.31,1.4558,4.69242
Chris Archer,,0.1754,0.1754,1,0.153667,0.7882,0.4423,1.383,1.4946,5.0157
Matt Shoemaker,,0.1474,0.3074,1,0.150222,0.625,0.3454,1.352,1.4807,5.01111
Ryan Gallagher,MIN,0.1732,0.1862,1,0.163111,0.7631,0.391,1.468,1.4427,4.97574
Seth Hernandez,PIT,0.1754,0.1754,1,0.144444,0.8503,0.5267,1.3,1.5264,4.93326
Jackson Tetreault,,0.1754,0.1754,1,0.166556,0.7381,0.357,1.499,1.4306,4.97835
Garrett Burhenn,DET,0.1726,0.1886,1,0.158444,0.6543,0.335,1.426,1.4125,4.86198
Ben Lively,CLE,0.1754,0.1754,1,0.173111,0.7616,0.3472,1.558,1.4461,5.11137
Andrew Quezada,,0.1595,0.2505,1,0.129889,0.5383,0.3781,1.169,1.5231,4.9158
Dylan Brown,BOS,0.1726,0.1886,1,0.129667,0.7654,0.5291,1.167,1.578,4.93308
Kyle Tyler,,0.1644,0.2274,1,0.138889,0.6188,0.3989,1.25,1.5104,4.91886
David Hagaman,ARI,0.1754,0.1754,1,0.132,0.7206,0.4926,1.188,1.5797,5.18625
Jake Kalish,,0.1688,0.2068,1,0.148111,0.6125,0.3496,1.333,1.4612,4.85523
Joe Adametz,TEX,0.1128,0.4698,1,0.125,0.6061,0.4268,1.125,1.519,4.72509
Alonzo Tredwell,HOU,0.1558,0.2678,1,0.148,0.8221,0.4893,1.332,1.4949,4.88304
John Gant,,0.1432,0.3272,1,0.146,0.6928,0.4222,1.314,1.5094,5.01291
Henry Baez,ATH,0.1754,0.1754,1,0.135,0.6888,0.4465,1.215,1.5476,5.07303
Gary Gill Hill,TBR,0.1754,0.1754,1,0.151556,0.5681,0.3006,1.364,1.4414,4.97151
Alemao Hernandez,,0.1582,0.2562,1,0.160556,0.6086,0.3021,1.445,1.4112,4.80843
Jaron DeBerry,MIL,0.1754,0.1754,1,0.157889,0.78,0.4234,1.421,1.4409,4.80015
T.J. Sikkema,,0.1754,0.1754,1,0.133556,0.638,0.4161,1.202,1.4969,4.77477
Ryan Watson,TOR,0.1714,0.1944,1,0.160111,0.6113,0.3087,1.441,1.4431,5.02317
José De León,,0.1754,0.1754,1,0.157222,0.844,0.4624,1.415,1.4735,4.95963
Davis Feldman,,0.1372,0.3552,1,0.150556,0.7151,0.416,1.355,1.4927,4.99815
Jamie Hitt,SDP,0.1649,0.2249,1,0.140222,0.6524,0.416,1.262,1.5081,4.83057
Adam Wainwright,,0.1754,0.1754,1,0.156111,0.5997,0.3237,1.405,1.4784,5.06745
Junior Sanchez,ARI,0.166,0.22,1,0.143333,0.6829,0.4313,1.29,1.539,5.22117
Pedro Fernandez,,0.1439,0.3239,1,0.165,0.7104,0.3551,1.485,1.4338,4.99032
Levi Wells,BAL,0.1754,0.1754,1,0.156222,0.73,0.3975,1.406,1.4664,4.9698
Grant Rogers,TOR,0.1754,0.1754,1,0.152222,0.5452,0.2926,1.37,1.4494,4.99662
Khal Stephen,CLE,0.1754,0.1754,1,0.170444,0.7231,0.3438,1.534,1.427,5.02947
Max Alba,DET,0.1754,0.1754,1,0.157333,0.6157,0.3337,1.416,1.4317,4.90383
Luke Russo,PHI,0.1702,0.2002,1,0.153111,0.755,0.4313,1.378,1.4621,4.84668
Garrett McMillan,PIT,0.1754,0.1754,1,0.165556,0.7005,0.3496,1.49,1.4242,4.97358
Kyle Luckham,WSN,0.1539,0.2769,1,0.144667,0.5403,0.3219,1.302,1.4588,4.88862
Manuel Espinoza,,0.1253,0.4113,1,0.164667,0.7648,0.3928,1.482,1.4521,5.03109
Ben Hess,NYY,0.1754,0.1754,1,0.162222,0.8661,0.4685,1.46,1.4472,4.75407
Jacob Miller,MIA,0.1754,0.1754,1,0.131889,0.6331,0.4494,1.187,1.5466,4.96242
Rodney Boone,CLE,0.1754,0.1754,1,0.163556,0.7363,0.3787,1.472,1.4434,4.93785
Dylan File,DET,0.1733,0.1853,1,0.156667,0.5713,0.2925,1.41,1.4267,4.9878
David Parkinson,,0.1532,0.2802,1,0.148778,0.6585,0.3884,1.339,1.4689,4.84641
Mason Peters,SEA,0.1754,0.1754,1,0.138889,0.7457,0.4919,1.25,1.5132,4.7124
Ronald Medrano,,0.1577,0.2587,1,0.164778,0.72,0.3608,1.483,1.4677,5.23665
David Shields,KCR,0.1754,0.1754,1,0.144333,0.6984,0.4329,1.299,1.5318,5.08347
Ryan Carpenter,,0.1754,0.1754,1,0.145556,0.6674,0.4146,1.31,1.5138,4.93128
Adam Maier,SEA,0.1728,0.1878,1,0.144444,0.629,0.3792,1.3,1.4597,4.81455
Joey Volini,MIA,0.167,0.215,1,0.143111,0.7687,0.4947,1.288,1.5371,4.94118
Jackson Wolf,SDP,0.1754,0.1754,1,0.155444,0.7313,0.4097,1.399,1.4566,4.8141
Liam Paddack,CHW,0.1188,0.4418,1,0.135444,0.8862,0.5914,1.219,1.555,4.7097
Noah Bremer,,0.1493,0.2983,1,0.153778,0.6838,0.3908,1.384,1.4888,5.0589
Alex Amalfi,TOR,0.1218,0.4278,1,0.157556,0.8057,0.4575,1.418,1.478,4.94487
Luis Cessa,,0.1688,0.2068,1,0.147556,0.6341,0.3932,1.328,1.5082,5.03649
R.J. Gordon,NYM,0.1754,0.1754,1,0.162,0.7573,0.4121,1.458,1.4469,4.8852
Rio Gomez,,0.1391,0.3461,1,0.161222,0.7837,0.4267,1.451,1.4844,5.06997
Lachlan Wells,,0.1754,0.1754,1,0.166,0.6821,0.3411,1.494,1.4382,4.9788
Cole Hertzler,HOU,0.173,0.187,1,0.158333,0.8575,0.4838,1.425,1.4831,4.96818
Darius Vines,,0.124,0.417,1,0.169444,0.7065,0.3425,1.525,1.4324,5.03037
Blake Aita,STL,0.1754,0.1754,1,0.157,0.6741,0.3756,1.413,1.457,4.95531
Michael Pineda,,0.1754,0.1754,1,0.180444,0.6486,0.2604,1.624,1.4048,5.1462
Spenser Watkins,,0.1754,0.1754,1,0.154556,0.6249,0.3518,1.391,1.4736,5.0148
Carlos Luna,,0.1604,0.2464,1,0.172444,0.7042,0.322,1.552,1.4034,5.01453
Jimmy Endersby,,0.1472,0.3082,1,0.157889,0.6952,0.3886,1.421,1.4612,4.9698
Franklin Gómez,CLE,0.1754,0.1754,1,0.126333,0.6638,0.4978,1.137,1.5889,4.92012
Eliazar Dishmey,MIA,0.1754,0.1754,1,0.147111,0.8191,0.5015,1.324,1.5108,4.97592
Jose Chacin,,0.1626,0.2356,1,0.170333,0.6856,0.3271,1.533,1.4179,5.02317
Zack Godley,,0.1579,0.2579,1,0.163556,0.7246,0.3758,1.472,1.459,5.05782
Colton Eastman,,0.1414,0.3354,1,0.153222,0.6992,0.4102,1.379,1.4909,5.02443
Troy Miller,,0.1646,0.2266,1,0.164444,0.7775,0.4162,1.48,1.4563,4.96521
Drew Beam,KCR,0.1754,0.1754,1,0.151333,0.5855,0.3356,1.362,1.4903,5.19345
Konner Eaton,COL,0.1754,0.1754,1,0.131333,0.6938,0.4853,1.182,1.6322,5.29407
Juaron Watts-Brown,BAL,0.1754,0.1754,1,0.162,0.8355,0.4677,1.458,1.4964,5.05296
Ethan Flanagan,CHC,0.1096,0.4846,1,0.136111,0.6848,0.4762,1.225,1.525,4.7718
Eybersson Polanco,LAA,0.1228,0.4228,1,0.144667,0.7159,0.4598,1.302,1.5185,4.94766
Juan Mercedes,,0.1284,0.3964,1,0.165556,0.6793,0.3458,1.49,1.3999,4.941
Johnny Cueto,,0.1754,0.1754,1,0.175556,0.6391,0.2767,1.58,1.4103,5.05944
Wei-En Lin,ATH,0.1754,0.1754,1,0.171333,0.7997,0.3986,1.542,1.46,5.08878
Joseph Montalvo,DET,0.1719,0.1919,1,0.157111,0.7128,0.4079,1.414,1.4621,4.9716
Luis Palacios,MIA,0.1074,0.4954,1,0.138667,0.609,0.4184,1.248,1.508,4.8366
Noah Syndergaard,,0.1754,0.1754,1,0.177444,0.6296,0.2609,1.597,1.3986,5.28858
Marcos Tineo,ARI,0.1754,0.1754,1,0.142444,0.7108,0.4721,1.282,1.5766,5.33556
Charlie Christensen,DET,0.156,0.267,1,0.145889,0.7672,0.4909,1.313,1.5301,5.02947
Adam Laskey,COL,0.1754,0.1754,1,0.131778,0.5883,0.4309,1.186,1.6482,5.42124
Seth Nordlin,,0.1235,0.4195,1,0.158889,0.6223,0.3419,1.43,1.466,5.07177
Landon Marceaux,,0.1754,0.1754,1,0.155222,0.6358,0.3691,1.397,1.4919,5.10984
Adam Leverett,SEA,0.173,0.187,1,0.163333,0.6534,0.3396,1.47,1.4218,4.905
Tyler Anderson,LAA,0.1754,0.1754,1,0.165,0.7684,0.417,1.485,1.4528,4.94361
Jake Lee,,0.1312,0.3832,1,0.173556,0.6749,0.3217,1.562,1.4253,5.08257
Jackson Baumeister,TBR,0.1754,0.1754,1,0.157333,0.8113,0.474,1.416,1.4882,4.99014
Koyo Aoyagi,,0.126,0.408,1,0.126889,0.615,0.4574,1.142,1.5835,5.09175
Gabe Mosser,SEA,0.1709,0.1969,1,0.166556,0.6638,0.3436,1.499,1.4145,4.87953
Ben Kudrna,KCR,0.1754,0.1754,1,0.138111,0.7003,0.4878,1.243,1.5855,5.22549
Jackson Nezuh,HOU,0.1728,0.1878,1,0.171111,0.7993,0.4148,1.54,1.42,4.90752
Jack Weisenburger,NYM,0.1679,0.2109,1,0.155333,0.7935,0.4805,1.398,1.5076,4.98708
Tanner Gillis,MIL,0.1493,0.2983,1,0.164889,0.6177,0.326,1.484,1.4288,4.91526
Brock Selvidge,NYY,0.1733,0.1853,1,0.141889,0.6795,0.4638,1.277,1.5188,4.72689
Alex Troop,,0.133,0.375,1,0.160889,0.7094,0.3975,1.448,1.4596,4.92885
