Name,Team,GS,G,IP,HR,SO,BB,HR/9,WHIP,ERA
Zach Penrod,WSN,0,1,1,0.130444,0.8989,0.5669,1.174,1.5159,4.52088
Taylor Williams,,0,1,1,0.134,0.7518,0.4494,1.206,1.4945,4.75335
Jong-hyun Won,,0,1,1,0.130333,0.6539,0.3984,1.173,1.5096,4.80834
Dariel Fregio,DET,0.0854,0.5984,1,0.141222,0.7748,0.4016,1.271,1.4225,4.61376
Justin Wilson,,0,1,1,0.143667,0.862,0.4715,1.293,1.4502,4.53636
Antonio Knowles,LAD,0,1,1,0.145667,0.8275,0.5129,1.311,1.5131,4.80672
Tyson Guerrero,KCR,0.0639,0.6999,1,0.141,0.8087,0.4239,1.269,1.4616,4.76703
Robbie Baker,,0,1,1,0.151556,0.7985,0.4027,1.364,1.4344,4.75785
Logan Mercado,ARI,0.0219,0.8969,1,0.124333,0.8024,0.4753,1.119,1.5217,4.83228
Shohei Tomioka,ATH,0,1,1,0.122444,0.7623,0.5309,1.102,1.589,4.88133
Sean Mellen,,0.0444,0.7914,1,0.149556,0.8518,0.446,1.346,1.4454,4.65651
Nolan Clenney,,0,1,1,0.139444,0.77,0.4285,1.255,1.4658,4.7196
Domingo Gonzalez,SEA,0,1,1,0.134444,0.8735,0.4396,1.21,1.3889,4.29777
Yoniel Curet,DET,0,1,1,0.125222,0.9467,0.5522,1.127,1.4642,4.4397
Dawson Brown,ARI,0,1,1,0.103333,0.8037,0.556,0.93,1.5967,4.76838
Blane Abeyta,ATL,0,1,1,0.154667,0.805,0.3676,1.392,1.3958,4.69026
Hansel Marcelino,,0,1,1,0.143778,0.9037,0.4981,1.294,1.4851,4.7835
Joe Jones,,0.0302,0.8582,1,0.138556,0.8104,0.4577,1.247,1.4726,4.71366
Blake Walston,ARI,0.0861,0.5951,1,0.128,0.79,0.4418,1.152,1.4892,4.75227
Brayan Castillo,COL,0,1,1,0.146444,0.8312,0.5481,1.318,1.6297,5.39829
Sean Matson,CLE,0,1,1,0.143889,0.8395,0.4028,1.295,1.4152,4.58496
Joe Barlow,,0,1,1,0.154444,0.82,0.4095,1.39,1.425,4.7376
Trevor May,,0,1,1,0.152667,0.916,0.4761,1.374,1.444,4.7169
K.C. Hunt,TBR,0.0823,0.6133,1,0.149111,0.7818,0.4197,1.342,1.4423,4.73562
Bryce Tassin,,0.0707,0.6677,1,0.137667,0.719,0.4056,1.239,1.4688,4.74939
Adam McKillican,,0,1,1,0.144444,0.8199,0.4451,1.3,1.4678,4.77045
Ty Cummings,SEA,0,1,1,0.132556,0.7419,0.3474,1.193,1.3666,4.27779
Yongchan Lee,,0,1,1,0.133222,0.7335,0.4316,1.199,1.5056,4.81833
Damian Mendoza,,0.0254,0.8804,1,0.138667,0.7544,0.4296,1.248,1.4749,4.7376
Brandon Beckel,PHI,0.0849,0.6009,1,0.152889,0.7355,0.4055,1.376,1.4464,4.79079
Ryan Jensen,CHC,0,1,1,0.109556,0.9086,0.6347,0.986,1.5806,4.52898
Elieser Hernández,ATL,0.0716,0.6636,1,0.172556,0.8714,0.3443,1.553,1.3702,4.75686
Fernando Romero,,0.1023,0.5193,1,0.126667,0.5958,0.3882,1.14,1.5247,4.87539
Logan Rinehart,BAL,0,1,1,0.135333,0.8274,0.4751,1.218,1.4967,4.69962
Jake Thompson,,0,1,1,0.139222,0.8109,0.4573,1.253,1.4773,4.7412
Génesis Cabrera,KCR,0,1,1,0.137667,0.8468,0.4912,1.239,1.5014,4.76811
Paul Campbell,CHC,0.024,0.887,1,0.154333,0.734,0.329,1.389,1.3811,4.70313
Emailin Montilla,,0,1,1,0.119333,0.7599,0.4761,1.074,1.5383,4.73751
Justin Armbruester,NYM,0,1,1,0.165556,0.9103,0.4008,1.49,1.3455,4.55229
Gabriel Ponce,,0,1,1,0.149556,0.9362,0.4903,1.346,1.4574,4.72302
Ryan Boyer,,0,1,1,0.157889,0.8321,0.3895,1.421,1.3891,4.69287
Erik Martinez,,0.09,0.577,1,0.151,0.796,0.4037,1.359,1.432,4.76433
Irvin Machuca,,0,1,1,0.160333,0.8929,0.5354,1.443,1.5333,5.04108
Wilkin Ramos,SFG,0,3.2593,3.2593,0.287181,2.502,1.534,0.793,1.46792,4.09709
Evan Gates,PHI,0.0268,0.8738,1,0.144222,0.7495,0.4623,1.298,1.4994,4.80474
Cade Feeney,,0.056,0.737,1,0.142,0.6909,0.38,1.278,1.492,4.99428
Chris Rodriguez,CHW,0.0591,0.7221,1,0.128444,0.7549,0.5085,1.156,1.5399,4.73769
Enmanuel Mejia,,0.0707,0.6677,1,0.139111,0.8383,0.4955,1.252,1.4906,4.73616
Phoenix Sanders,,0,1,1,0.15,0.7708,0.3989,1.35,1.4422,4.77423
Ryan Meisinger,,0,1,1,0.129333,0.806,0.4975,1.164,1.5076,4.66281
Alek Manoah,LAA,0,1,1,0.140556,0.8777,0.4691,1.265,1.4459,4.67325
Drew Smith,,0,1,1,0.161778,0.8909,0.4223,1.456,1.3993,4.67145
Chris Veach,NYY,0,1,1,0.150222,0.9263,0.4973,1.352,1.4508,4.57677
Reinaldo De Paula,,0,1,1,0.137111,0.8048,0.4662,1.234,1.4854,4.73166
Bryan Magdaleno,TEX,0,1,1,0.104889,0.9648,0.7212,0.944,1.6272,4.38732
Victor Juarez,COL,0.0351,0.8351,1,0.163778,0.6729,0.3674,1.474,1.5405,5.49531
Corbin Martin,CHC,0,1,1,0.134,0.8473,0.5515,1.206,1.5406,4.77819
Bridger Holmes,LAA,0,1,1,0.130111,0.8969,0.559,1.171,1.5196,4.6863
Taylor Widener,,0,1,1,0.155333,0.7987,0.3844,1.398,1.4211,4.74336
Will Ethridge,,0.0279,0.8689,1,0.144667,0.834,0.4552,1.302,1.4672,4.77207
Peter Van Loon,,0.0221,0.8961,1,0.149556,0.8539,0.4217,1.346,1.4232,4.68198
Luis Oviedo,,0.006,0.972,1,0.133667,0.814,0.481,1.203,1.4922,4.73436
Carson Coleman,NYY,0,1,1,0.146667,0.8468,0.4651,1.32,1.4514,4.55958
Sam Selman,,0,1,1,0.157333,0.8544,0.4203,1.416,1.4237,4.70637
Hayden Durke,,0,1,1,0.102889,0.9763,0.681,0.926,1.626,4.6899
Carlos Betancourt,,0,1,1,0.138556,0.8128,0.4747,1.247,1.4841,4.70691
Zach Linginfelter,,0,1,1,0.131222,0.8638,0.5394,1.181,1.5328,4.73697
Justin Lawson,NYM,0,1,1,0.134111,0.8169,0.4883,1.207,1.4796,4.57137
Matt Sauer,,0.0237,0.8887,1,0.153,0.7607,0.386,1.377,1.4431,4.88376
Parker Dunshee,,0,1,1,0.145111,0.8483,0.4564,1.306,1.4426,4.66677
Brailyn Marquez,,0.0144,0.9324,1,0.117556,0.92,0.6174,1.058,1.5624,4.49838
Zach Neal,,0.0649,0.6949,1,0.152444,0.6693,0.3175,1.372,1.4195,4.79142
Shane Greene,,0,1,1,0.147333,0.8867,0.4642,1.326,1.4332,4.64967
Brody Rodning,,0.0523,0.7543,1,0.138333,0.7873,0.458,1.245,1.4716,4.6044
Cole Stasio,TEX,0,1,1,0.152444,0.8553,0.4558,1.372,1.4459,4.71906
Matt Koch,,0,1,1,0.158222,0.6956,0.3129,1.424,1.4066,4.82409
Kade Bragg,MIA,0.0274,0.8714,1,0.115778,0.8875,0.6222,1.042,1.5834,4.56993
Kyle Crigger,,0.0253,0.8813,1,0.135444,0.7386,0.4384,1.219,1.4864,4.73157
Dusten Knight,,0,1,1,0.150444,0.7773,0.4027,1.354,1.4411,4.76307
Bryson Van Sickle,COL,0,1,1,0.145111,0.6621,0.4478,1.306,1.6185,5.39514
Marino Santy,CHC,0,1,1,0.101111,0.8904,0.6521,0.91,1.5936,4.36824
Magnus Ellerts,CLE,0,1,1,0.123556,0.9952,0.6012,1.112,1.5321,4.53429
Jarrod Cande,COL,0,1,1,0.176111,0.7523,0.3794,1.585,1.4964,5.39406
Vince Reilly,CHC,0.0254,0.8804,1,0.126556,0.777,0.4858,1.139,1.5005,4.63644
Eduardo Salazar,MIN,0,1,1,0.115889,0.718,0.4645,1.043,1.512,4.62033
Matt Foster,,0.0526,0.7526,1,0.172222,0.8561,0.4063,1.55,1.4102,4.81986
Nathan Burns,,0,1,1,0.137667,0.8616,0.5094,1.239,1.4956,4.71078
Brendan Hardy,COL,0,1,1,0.157111,0.8418,0.5162,1.414,1.6022,5.47326
Gabriel Barbosa,PHI,0.0804,0.6224,1,0.155,0.6509,0.3507,1.395,1.433,4.81968
Chance Kirby,,0.0467,0.7807,1,0.142222,0.797,0.4226,1.28,1.4456,4.69683
Billy Corcoran,ARI,0.0732,0.6562,1,0.135556,0.6829,0.3592,1.22,1.4702,4.92858
Ben Simon,NYM,0.0244,0.8854,1,0.140333,0.7644,0.4235,1.263,1.4374,4.58199
Austin Schulfer,PHI,0.0605,0.7155,1,0.143444,0.7309,0.4487,1.291,1.4928,4.81797
Alex McFarlane,PHI,0,5.6173,5.6173,0.70029,4.9779,2.9443,1.122,1.4793,4.42253
Ben Vespi,BAL,0.0519,0.7559,1,0.144667,0.7214,0.3719,1.302,1.4546,4.79007
Diosmerky Taveras,,0,1,1,0.143444,0.8088,0.4491,1.291,1.4648,4.74228
Chi Chi González,,0,1,1,0.153333,0.6177,0.2868,1.38,1.4148,4.80015
Aric McAtee,CHW,0,1,1,0.138444,0.8177,0.5221,1.246,1.5295,4.76289
Tanner Myatt,,0,1,1,0.141,0.8791,0.5113,1.269,1.4938,4.73895
Seth Corry,,0,1,1,0.119111,0.7903,0.5311,1.072,1.5453,4.59198
Steven Jennings,,0,1,1,0.149444,0.7957,0.4258,1.345,1.4438,4.72338
Fitz Stadler,,0,1,1,0.131444,0.8651,0.5409,1.183,1.5312,4.73904
Adam Cimber,,0,1,1,0.135111,0.699,0.3901,1.216,1.4598,4.76847
Chase Anderson,TEX,0.0049,0.9769,1,0.165333,0.8492,0.392,1.488,1.3925,4.73112
Leonardo Pestana,,0.0237,0.8887,1,0.130444,0.8675,0.5419,1.174,1.5183,4.68315
Taylor Broadway,,0.0304,0.8574,1,0.154,0.8023,0.4108,1.386,1.4511,4.85397
Jose Betances,,0,1,1,0.133889,0.8841,0.5428,1.205,1.5251,4.74858
Trey Benton,CLE,0,1,1,0.132444,0.8559,0.4772,1.192,1.488,4.64265
Tyler Davis,BOS,0,1,1,0.132111,0.7899,0.4951,1.189,1.5364,4.81095
Chase Watkins,,0,1,1,0.152222,0.7256,0.4009,1.37,1.4407,4.64967
Nick Kuzia,,0,1,1,0.135222,0.7825,0.4672,1.217,1.4933,4.73886
Devin Conn,,0,1,1,0.138,0.8552,0.5106,1.242,1.5027,4.74021
Myung-Ho Jin,,0,1,1,0.147556,0.815,0.4425,1.328,1.4766,4.85415
Ben Madison,,0,1,1,0.122333,0.9167,0.613,1.101,1.5651,4.65759
Yosver Zulueta,BAL,0,4.963,4.963,0.486925,4.375,2.6454,0.883,1.51757,4.26273
Reggie Lawson,,0,1,1,0.135889,0.8873,0.5393,1.223,1.5182,4.74525
Jimmy Kingsbury,SEA,0,1,1,0.130444,0.7636,0.3709,1.174,1.3688,4.26267
Nate Ackenhausen,KCR,0.0304,0.8574,1,0.133778,0.8421,0.5084,1.204,1.5261,4.78161
Trey McGough,,0.0798,0.6248,1,0.136,0.7832,0.4809,1.224,1.5017,4.65552
Trayson Kubo,,0,1,1,0.145333,0.886,0.5052,1.308,1.4971,4.81266
Hugh Fisher,,0,1,1,0.126556,0.8461,0.5512,1.139,1.5407,4.61925
Walker Brockhouse,,0.0484,0.7724,1,0.124444,0.795,0.5298,1.12,1.5501,4.74462
Miguel Yajure,,0.0288,0.8648,1,0.132778,0.6291,0.3849,1.195,1.5062,4.87575
Stephen Nogosek,,0,1,1,0.144667,0.8656,0.4823,1.302,1.461,4.63581
J.P. Feyereisen,LAD,0,1,1,0.171111,0.7576,0.3579,1.54,1.4024,4.81446
Yosber Sanchez,DET,0,1,1,0.114667,0.7484,0.5063,1.032,1.5299,4.57947
Clay Aguilar,,0,1,1,0.142,0.8792,0.5004,1.278,1.4649,4.47894
Jeffrey Colon,,0.0212,0.9002,1,0.124444,0.6769,0.445,1.12,1.5177,4.73382
Hayden Snelsire,TBR,0.0184,0.9134,1,0.163667,0.7786,0.3743,1.473,1.4115,4.82274
Eli Lingos,,0,1,1,0.138,0.7723,0.4636,1.242,1.4937,4.67127
Chase Cohen,ATH,0,1,1,0.141,0.8221,0.5125,1.269,1.5593,5.02641
Austin Kitchen,SEA,0.0502,0.7642,1,0.120444,0.6447,0.3536,1.084,1.4137,4.22946
Nolan Blackwood,,0,1,1,0.151222,0.7584,0.4191,1.361,1.4484,4.71249
Juan Then,,0,1,1,0.123444,0.703,0.4788,1.111,1.5505,4.77927
Lincoln Henzman,ATH,0,1,1,0.148111,0.7273,0.4114,1.333,1.5057,5.03982
Matt Willrodt,,0,1,1,0.132222,0.9113,0.4784,1.19,1.4265,4.35807
Jacob DeLabio,,0,1,1,0.134333,0.8643,0.5331,1.209,1.5225,4.7538
Connor Holden,,0,1,1,0.140556,0.7037,0.3998,1.265,1.4624,4.74966
Jake Haberer,,0.0425,0.8005,1,0.132778,0.7651,0.4703,1.195,1.5102,4.78782
Cole Waites,,0,1,1,0.136222,0.8782,0.5431,1.226,1.5217,4.734
Evan Shaw,LAD,0.0502,0.7642,1,0.125333,0.6814,0.5195,1.128,1.5746,4.72563
Lucas Gilbreath,COL,0,1,1,0.148667,0.8489,0.5341,1.338,1.6026,5.26959
Collin Wiles,,0,1,1,0.155333,0.7834,0.425,1.398,1.5042,5.09094
Wyatt Sparks,,0.0226,0.8936,1,0.146,0.7845,0.4352,1.314,1.4678,4.79484
Justin Maese,,0,1,1,0.157111,0.8781,0.4541,1.414,1.4359,4.64463
Andrew Bellatti,,0,1,1,0.147556,0.9073,0.5065,1.328,1.4707,4.71861
Blake Whitney,,0.0496,0.7666,1,0.158444,0.8444,0.4117,1.426,1.4115,4.76145
Eston Stull,MIN,0.0381,0.8211,1,0.141111,0.8659,0.4942,1.27,1.4844,4.75272
Matt Brosky,,0.0991,0.5341,1,0.146333,0.7674,0.4224,1.317,1.4702,4.84614
Daniel Tillo,,0.1063,0.5003,1,0.128556,0.7287,0.4768,1.157,1.5284,4.69953
Miguel Rodriguez,,0,1,1,0.144444,0.7862,0.4435,1.3,1.4654,4.7475
Jordan Brink,,0,1,1,0.140222,0.7955,0.4715,1.262,1.4999,4.80114
Colby Martin,MIA,0,1,1,0.119444,0.8878,0.6309,1.075,1.5989,4.72509
Benito Garcia,STL,0,1,1,0.145444,0.675,0.3366,1.309,1.4125,4.66839
Ben Hecht,,0,1,1,0.143,0.8932,0.5171,1.287,1.501,4.80672
Stephen Gonsalves,,0,1,1,0.131556,0.974,0.6213,1.184,1.538,4.54878
Ignacio Feliz,,0,1,1,0.137556,0.8737,0.5177,1.238,1.501,4.75749
Dustin Saenz,TEX,0,1,1,0.138222,0.5887,0.3546,1.244,1.4626,4.65147
Braden Bristo,,0,1,1,0.150222,0.8396,0.4556,1.352,1.4554,4.76784
Robert Kwiatkowski,,0,1,1,0.144444,0.7423,0.4179,1.3,1.4664,4.77882
Jimmy Lambert,,0.0047,0.9777,1,0.153,0.8847,0.4789,1.377,1.4683,4.82481
Jonathan Heasley,TBR,0,1,1,0.164333,0.731,0.3041,1.479,1.3805,4.74759
Luke Westphal,,0.1053,0.5053,1,0.141333,0.7922,0.4678,1.272,1.494,4.72977
Anthony Hoopii-Tuionetoa,,0,1,1,0.149444,0.8019,0.4364,1.345,1.4571,4.78188
Luis Quiñones,MIN,0,1,1,0.143444,0.9303,0.5313,1.291,1.4756,4.67514
Alex Santos II,HOU,0,1,1,0.134111,0.945,0.5891,1.207,1.5273,4.65309
Andrew Walters,CLE,0,8.8272,8.8272,1.17206,10.028,4.5695,1.195,1.38788,4.21197
Harold Chirino,,0,1,1,0.124,0.769,0.5125,1.116,1.5472,4.76523
Peyton Pallette,CHW,0,1,1,0.140889,0.9174,0.5081,1.268,1.4521,4.53537
Joel Cesar,,0,1,1,0.146444,0.7666,0.4264,1.318,1.4734,4.83219
Andrés Núñez,,0.0204,0.9044,1,0.138,0.753,0.4509,1.242,1.4923,4.77738
JT Brubaker,SFG,0,24.8519,24.8519,3.12858,20.7992,9.9232,1.133,1.40203,4.30522
Ben Johnson,CHC,0,1,1,0.128222,0.7779,0.502,1.154,1.5272,4.72491
Adam Wolf,,0.0693,0.6743,1,0.127778,0.7184,0.4438,1.15,1.4849,4.62699
Reyes Moronta,,0,1,1,0.150444,0.9462,0.5313,1.354,1.4824,4.79034
James Meeker,,0,1,1,0.152333,0.6938,0.3504,1.371,1.4292,4.81851
Nate Dahle,,0,1,1,0.155667,0.7993,0.4076,1.401,1.4176,4.72923
Luke Shilling,,0.0132,0.9382,1,0.143,0.8753,0.513,1.287,1.5071,4.82706
Franklin Dacosta,,0,1,1,0.135778,0.8421,0.5254,1.222,1.5164,4.6548
Sam Delaplane,,0,1,1,0.143222,0.8941,0.524,1.289,1.5048,4.80294
Kyle Keller,BOS,0,1,1,0.150111,0.9173,0.5218,1.351,1.5229,5.00841
Jake Curtis,CHW,0.0567,0.7337,1,0.168778,0.7136,0.3434,1.519,1.409,4.84335
Tyler Mattison,DET,0,1,1,0.130556,0.9287,0.5824,1.175,1.5163,4.5837
Daniel Camarena,,0,1,1,0.146222,0.7029,0.395,1.316,1.4486,4.65066
Colin Poche,,0,1,1,0.155667,0.8947,0.4909,1.401,1.4586,4.75785
Juan Mejia,,0.09,0.577,1,0.141444,0.7128,0.4188,1.273,1.4803,4.73022
Evan Kravetz,,0,1,1,0.143111,0.8233,0.4826,1.288,1.4757,4.63194
Keagan Gillies,BAL,0,1,1,0.150111,0.7941,0.4159,1.351,1.4573,4.78854
Ryan Bourassa,,0,1,1,0.144444,0.9365,0.5551,1.3,1.489,4.67172
Travis Lakins,,0,1,1,0.156778,0.8553,0.4241,1.411,1.4484,4.8447
Adonys Perez,ARI,0.0926,0.5646,1,0.105,0.5575,0.4152,0.945,1.578,4.82949
Danny Watson,NYY,0.0502,0.7642,1,0.159667,0.8039,0.3866,1.437,1.3862,4.59135
Evan Shawver,COL,0.0911,0.5721,1,0.149556,0.7125,0.4896,1.346,1.6299,5.44617
Sadrac Franco,SDP,0,1,1,0.131444,0.7992,0.5202,1.183,1.5311,4.73346
Jeremiah Burke,CHW,0,1,1,0.153333,0.809,0.4714,1.38,1.4844,4.81923
Alex Scherff,,0,1,1,0.140556,0.8647,0.5068,1.265,1.4951,4.75353
Cayne Ueckert,,0,1,1,0.135556,0.8516,0.5234,1.22,1.51,4.7394
Ben Bowden,ATH,0,1,1,0.163111,0.8562,0.4549,1.468,1.4666,4.87386
Luis Reyes,,0.0244,0.8854,1,0.126222,0.6862,0.4749,1.136,1.5357,4.7583
Nick Vespi,,0,1,1,0.131111,0.7476,0.4669,1.18,1.5196,4.66398
Justus Sheffield,,0.0753,0.6463,1,0.126444,0.818,0.4527,1.138,1.436,4.28094
D.J. Snelten,,0,1,1,0.134333,0.9306,0.593,1.209,1.5278,4.46724
Erik Rivera,BOS,0,1,1,0.119556,0.8814,0.6182,1.076,1.6028,4.75434
Cole Ayers,,0.0242,0.8862,1,0.131889,0.7591,0.4896,1.187,1.5237,4.76838
Tyler Beck,,0.0246,0.8846,1,0.146,0.8189,0.4656,1.314,1.484,4.83156
Aldry Acosta,,0,1,1,0.130778,0.7072,0.4545,1.177,1.5142,4.77207
Emilio Marquez,,0,1,1,0.149667,0.8467,0.4524,1.347,1.4792,4.88088
Theo Denlinger,,0,1,1,0.137444,0.739,0.4443,1.237,1.518,4.97781
Jarret Whorff,ATL,0,1,1,0.141667,0.7377,0.411,1.275,1.471,4.77378
Christian Suarez,LAD,0.0267,0.8747,1,0.132333,0.7991,0.6033,1.191,1.6016,4.73904
David Leal,,0.017,0.92,1,0.147111,0.7068,0.4088,1.324,1.4982,4.93146
Ricky Karcher,,0,1,1,0.121778,1.0032,0.695,1.096,1.6025,4.67082
Gerardo Reyes,,0,1,1,0.162778,0.9477,0.5139,1.465,1.497,5.0328
Dom Hamel,NYY,0,1,1,0.161667,0.8333,0.3758,1.455,1.3598,4.50135
Travis Kuhn,TOR,0.0179,0.9159,1,0.132,0.7338,0.4474,1.188,1.4952,4.73598
Gabriel Rodriguez,NYM,0.0274,0.8714,1,0.128111,1.0014,0.6634,1.153,1.5513,4.44564
Victor Morales,,0,1,1,0.136444,0.777,0.4367,1.228,1.5,4.95324
Cam Hill,TBR,0,1,1,0.155444,0.8077,0.4413,1.399,1.4493,4.78971
Austin Brice,,0,1,1,0.131778,0.846,0.5508,1.186,1.5563,4.87899
Gunnar Groen,,0.0179,0.9159,1,0.138111,0.7366,0.4492,1.243,1.5063,4.83525
Zack Leban,,0.026,0.878,1,0.14,0.8574,0.5228,1.26,1.5207,4.86423
Keegan Curtis,,0.0365,0.8285,1,0.149556,0.7753,0.4246,1.346,1.4618,4.82976
Colton Johnson,,0,1,1,0.120778,0.7249,0.5142,1.087,1.5559,4.63959
Tyler Woessner,,0,1,1,0.132222,0.7608,0.4915,1.19,1.5248,4.77351
Jake Faria,,0,1,1,0.145556,0.7745,0.4382,1.31,1.4935,4.98582
Daniel Mengden,,0.0668,0.6858,1,0.143556,0.7396,0.4108,1.292,1.499,5.02434
Larson Kindreich,TEX,0,1,1,0.135778,0.8961,0.5742,1.222,1.526,4.60521
Wyatt Olds,BOS,0,1,1,0.124444,0.9184,0.5922,1.12,1.566,4.88799
Tanner Tully,,0,1,1,0.153444,0.6533,0.2744,1.381,1.3807,4.63428
Manuel Mercedes,SFG,0,1,1,0.101556,0.6032,0.4517,0.914,1.5457,4.59801
Jonathan Clark,CHW,0,1,1,0.152,0.8775,0.5223,1.368,1.4945,4.79007
Ryan Loutos,SEA,0,1,1,0.132778,0.834,0.4361,1.195,1.4205,4.36041
Stefan Raeth,,0,1,1,0.137778,0.7243,0.4374,1.24,1.4848,4.76289
Logan VanWey,HOU,0,10.2716,10.2716,1.36498,9.8401,4.9392,1.196,1.41285,4.35621
Randy Wynne,,0,1,1,0.201444,0.5854,0.2562,1.813,1.4132,5.31612
Victor Castaneda,,0,1,1,0.146556,0.848,0.4788,1.319,1.4622,4.68423
Tyler Thornburg,,0,1,1,0.150778,0.8247,0.4568,1.357,1.4785,4.8762
Jason Savacool,STL,0,1,1,0.119556,0.7039,0.4859,1.076,1.5319,4.61448
Marques Johnson,SFG,0,1,1,0.109,0.8658,0.608,0.981,1.5689,4.54608
Ben Onyshko,,0,1,1,0.135778,0.7759,0.4546,1.222,1.4792,4.69728
Jose Montilla,,0.0823,0.6133,1,0.151333,0.6893,0.37,1.362,1.4543,4.87674
Kyle Whitten,,0.0732,0.6562,1,0.140556,0.7435,0.4545,1.265,1.5018,4.82553
Yondrei Rojas,TOR,0,1,1,0.142222,0.7758,0.4439,1.28,1.4829,4.79754
Tanner Dodson,,0.0232,0.8912,1,0.108667,0.6781,0.5346,0.978,1.5944,4.70178
Ian Churchill,,0,1,1,0.128556,0.8479,0.5564,1.157,1.5367,4.63383
Matt Keating,NYY,0,1,1,0.136,0.8892,0.5637,1.224,1.519,4.57875
Cole Paplham,SDP,0.0244,0.8854,1,0.130667,0.801,0.5311,1.176,1.5459,4.78476
Hobie Harris,BOS,0,1,1,0.139111,0.7664,0.4806,1.252,1.5453,5.02641
T.J. Fondtain,TBR,0,1,1,0.153111,0.7827,0.4323,1.378,1.4435,4.69341
Joe Smith,,0,1,1,0.142889,0.658,0.3839,1.286,1.4959,4.9041
Tyler Santana,CHC,0,1,1,0.131667,0.6591,0.4283,1.185,1.4987,4.716
Trent Baker,MIN,0.0798,0.6248,1,0.151778,0.7338,0.3817,1.366,1.4313,4.80006
Sal Romano,,0,1,1,0.146778,0.7612,0.4366,1.321,1.4919,4.91103
Michael Flynn,SDP,0,1,1,0.145889,0.8517,0.4938,1.313,1.4825,4.7772
Dany Jiménez,,0,1,1,0.149556,0.918,0.5272,1.346,1.4881,4.79097
Alfred Morillo,ARI,0,1,1,0.103556,0.7505,0.5647,0.932,1.6268,4.86063
Enoli Paredes,BAL,0,1,1,0.133556,0.864,0.5316,1.202,1.5186,4.72149
Marc Church,TEX,0,1,1,0.139222,0.9126,0.55,1.253,1.5051,4.68081
Ryan Smith,,0,1,1,0.132556,0.8018,0.5239,1.193,1.5419,4.73058
Geoffrey Gilbert,NYY,0,1,1,0.147889,0.9039,0.5299,1.331,1.4713,4.48263
Dakota Donovan,,0,1,1,0.143889,0.8092,0.4703,1.295,1.4863,4.82229
Mitch Miller,,0.0191,0.9101,1,0.124111,0.8138,0.5548,1.117,1.5573,4.67289
Michael Boyle,,0,1,1,0.138222,0.7956,0.4815,1.244,1.4923,4.66425
Aaron Fletcher,,0,1,1,0.140333,0.794,0.4795,1.263,1.5053,4.76001
Brady Puckett,,0,1,1,0.131444,0.7713,0.5036,1.183,1.528,4.77072
Andrew Morones,KCR,0,1,1,0.137556,0.8398,0.5188,1.238,1.5467,4.97115
Victor González,,0,1,1,0.126889,0.7964,0.5374,1.142,1.5318,4.47579
Zach Hart,,0.0418,0.8038,1,0.151222,0.7969,0.4366,1.361,1.4668,4.87026
Matt Barnes,,0,1,1,0.143111,0.7794,0.465,1.288,1.5042,4.94181
Bryan Pope,,0,1,1,0.140222,0.7394,0.4506,1.262,1.4991,4.82283
A.J. Cole,,0,1,1,0.158444,0.8296,0.4348,1.426,1.4676,4.95306
Will Stewart,,0,1,1,0.122556,0.7619,0.5448,1.103,1.5734,4.68414
Vin Timpanelli,,0,1,1,0.133444,0.7966,0.5127,1.201,1.5348,4.82076
Nate Fisher,,0,1,1,0.157,0.763,0.3887,1.413,1.4217,4.73526
Jake Palisch,CHW,0,1,1,0.135667,0.5067,0.334,1.221,1.4823,4.66128
Cesar Aquino,PIT,0,1,1,0.150667,0.637,0.3511,1.356,1.4606,4.93389
Tyler Myrick,,0,1,1,0.137778,0.6888,0.4285,1.24,1.4941,4.79565
Evan Justice,COL,0,1,1,0.138333,0.8675,0.6438,1.245,1.6973,5.38002
Cristian Charle,,0,1,1,0.147667,0.8271,0.4829,1.329,1.4914,4.83921
Scott Kobos,,0,1,1,0.136778,0.8706,0.5573,1.231,1.5335,4.69557
Sam Garcia,MIL,0.0398,0.8128,1,0.155333,0.8802,0.5027,1.398,1.4539,4.61088
Sean Sullivan,PIT,0.0984,0.5374,1,0.154889,0.721,0.3951,1.394,1.4598,4.93767
Blake Goldsberry,,0.0358,0.8318,1,0.151778,0.8156,0.4575,1.366,1.4731,4.85514
Cristhian Tortosa,PIT,0.0286,0.8656,1,0.122556,0.8819,0.629,1.103,1.5957,4.70979
Theo McDowell,,0,1,1,0.137778,0.8445,0.5391,1.24,1.5397,4.83894
Kyu-min Woo,,0,1,1,0.161889,0.5524,0.2325,1.457,1.4182,5.04036
Pierce George,CHW,0,1,1,0.130333,0.821,0.5778,1.173,1.5797,4.83057
Phillip Diehl,,0,1,1,0.151333,0.8277,0.4701,1.362,1.4803,4.77657
Grayson Thurman,,0,1,1,0.145556,0.7649,0.4538,1.31,1.4895,4.83282
Kyle Virbitsky,,0,1,1,0.155111,0.7655,0.4127,1.396,1.4482,4.8357
Brent Honeywell,,0.0107,0.9497,1,0.146111,0.7174,0.402,1.315,1.4702,4.88241
Michael Knorr,HOU,0.0458,0.7848,1,0.154333,0.8819,0.4846,1.389,1.4675,4.8087
Tyler Beede,,0,1,1,0.133444,0.7663,0.4962,1.201,1.5437,4.89798
Trey McLoughlin,HOU,0,1,1,0.151778,0.85,0.4765,1.366,1.4623,4.74426
Casey Anderson,ARI,0.0182,0.9142,1,0.112556,0.7201,0.5007,1.013,1.585,4.95306
